site,date,epil_gm2,fila_gm2,epil_chla_mgm2,fila_chla_mgm2,GPP,ER,NPP,light,fila_prod_gCd,fila_turnover,epil_prod_gCd,epil_turnover,p_fila,p_epil
GR,8/19/2021,9.009033937,0.20640969,24.74037463,0.283834274,8.183405297,-7.402492447,5.711071079,0.549560062,0.003224652,NA,1.064461705,4.231732289,#VALUE!,0.236309845
GR,8/20/2021,9.117301094,0.218928347,24.7598988,0.299333937,9.57175704,-8.013469395,6.679980132,0.630791939,0.003903417,NA,1.22276671,3.728144142,#VALUE!,0.268229972
GR,8/21/2021,9.23479306,0.233351447,24.81451409,0.314746473,7.647112179,-7.661290111,5.336800465,0.548050066,0.003566021,NA,1.06471805,4.336731712,#VALUE!,0.230588394
GR,8/22/2021,9.360907521,0.249731242,24.90371072,0.330830372,10.35609062,-7.733624204,7.227354318,0.766857533,0.005244727,NA,1.495158925,3.130405526,#VALUE!,0.31944743
GR,8/23/2021,9.495020428,0.26813054,25.02710773,0.348375043,10.62254612,-7.278366065,7.413309464,0.768446216,0.005534308,NA,1.505680223,3.153066728,#VALUE!,0.31715155
GR,8/24/2021,9.636479515,0.288622852,25.18444572,0.368205954,9.372104093,-7.150448827,6.540645451,0.769542606,0.005857689,NA,1.517307741,3.175519129,#VALUE!,0.314909141
GR,8/25/2021,9.784598232,0.311292608,25.37558042,0.391193816,9.567981247,-7.94103623,6.677345065,0.704105301,0.005694196,NA,1.3988212,3.497444217,#VALUE!,0.285923074
GR,8/26/2021,9.93879331,0.33623313,25.60040544,0.418278666,8.247706903,-6.934821707,5.755946168,0.626167452,0.005414508,NA,1.255006396,3.959658429,#VALUE!,0.252547036
GR,8/27/2021,10.09902642,0.363539519,25.85862732,0.450521462,6.476994943,-5.937283749,4.520193874,0.564179432,0.00525455,34.59282775,1.142171509,4.420976335,0.028907726,0.22619438
GR,8/28/2021,10.26540193,0.393314924,26.14996357,0.489100888,8.917155452,-7.195667596,6.223143881,0.684052038,0.006916564,28.43282443,1.40045396,3.665026565,0.035170618,0.272849318
GR,8/29/2021,10.43802765,0.425672845,26.47420385,0.535337264,9.286244801,-7.471405934,6.480725589,0.723985752,0.008012358,26.56351987,1.500588226,3.47797866,0.037645613,0.287523328
GR,8/30/2021,10.61701466,0.460737267,26.83120113,0.590736129,8.77491069,-7.083882741,6.123873478,0.720200304,0.00879528,26.19230256,1.51287143,3.508895219,0.038179156,0.284989986
GR,8/31/2021,10.80247719,0.498642808,27.22086314,0.657043745,8.227858117,-6.626878307,5.742094009,0.719251825,0.009769629,25.52004709,1.532821104,3.523724053,0.039184881,0.283790667
GR,9/1/2021,10.99453245,0.539534878,27.64314411,0.736317876,7.3489568,-6.432181672,5.128722471,0.734067165,0.011173879,24.14268408,1.588663228,3.460309353,0.041420415,0.288991503
GR,9/2/2021,11.19330049,0.583569836,28.09803661,0.831018427,7.256598499,-6.462390218,5.064267051,0.714091842,0.012267825,23.78456869,1.570864237,3.562784176,0.042044067,0.280679365
GR,9/3/2021,11.39889894,0.630921964,28.58552938,0.943969689,7.32400725,-6.575669592,5.111310569,0.709403235,0.01384376,22.7872335,1.587625299,3.589921043,0.043884221,0.278557659
GR,9/4/2021,11.61140463,0.681812966,29.10546279,1.077804366,7.206064838,-6.434134294,5.029000397,0.668834796,0.014902586,22.87565977,1.524059684,3.809366769,0.043714586,0.262510822
GR,9/5/2021,11.83079693,0.736518304,29.65752107,1.234849334,7.368938826,-6.73423839,5.142667616,0.690415983,0.01762494,20.8942076,1.603076661,3.690028439,0.047860154,0.271000621
GR,9/6/2021,12.05702347,0.795346773,30.24133506,1.417699927,7.246635433,-6.773428981,5.057313983,0.662506957,0.019416797,20.48089511,1.568555932,3.843351461,0.048825991,0.260189579
GR,9/7/2021,12.29002048,0.858637193,30.85649833,1.629411298,7.516723413,-7.008643326,5.245804177,0.665663157,0.022422709,19.14659819,1.608087835,3.821315044,0.052228599,0.261690017
GR,9/8/2021,12.52971166,0.926761573,31.50255466,1.873544514,7.570025548,-7.250952332,5.283002906,0.676534928,0.026203365,17.68401801,1.668570664,3.754624222,0.056548235,0.266338238
GR,9/9/2021,12.77600697,1.000128646,32.17898537,2.15421866,7.456561186,-7.276198805,5.203817896,0.647809149,0.028849593,17.33349645,1.632029596,3.914146841,0.057691765,0.255483517
GR,9/10/2021,13.02875211,1.079183827,32.88521216,2.476006749,7.684979616,-8.042914946,5.36322756,0.580504768,0.029713954,18.15954585,1.49456582,4.35870804,0.055067456,0.229425782
GR,9/11/2021,13.28757192,1.164400009,33.62063397,2.843386663,7.479142438,-7.044179603,5.219577,0.608000936,0.03573905,16.29030441,1.600363926,4.15142197,0.061386207,0.240881319
GR,9/12/2021,13.55200348,1.25629126,34.38457186,3.261010094,8.508250533,-7.361403483,5.937775509,0.598143133,0.040323674,15.5775891,1.610190831,4.208197942,0.064194786,0.237631408
GR,9/13/2021,13.82154112,1.35542098,35.17624152,3.733756751,8.184502273,-6.654624752,5.711836641,0.61195347,0.047235363,14.3475237,1.685296981,4.100624778,0.069698439,0.243865278
GR,9/14/2021,14.09563415,1.462406887,35.99474085,4.266618972,8.571063696,-7.024216327,5.981611836,0.633564041,0.055882679,13.08461695,1.785410884,3.947448252,0.076425623,0.25332821
GR,9/15/2021,14.37368476,1.577926568,36.83903754,4.864545379,7.051067115,-6.493947048,4.9208299,0.610701946,0.061414992,12.84642824,1.761352118,4.080298483,0.077842649,0.24508011
GR,9/16/2021,14.65509067,1.702702061,37.70804642,5.532343798,8.803526502,-6.541167683,6.143844007,0.644354386,0.07369479,11.55239107,1.902249281,3.852042636,0.086562167,0.259602526
GR,9/17/2021,14.93938387,1.837431948,38.6009031,6.274837684,9.101743126,-6.458449507,6.351964743,0.584638083,0.075838971,12.11403532,1.766823527,4.227752134,0.082548876,0.236532315
GR,9/18/2021,15.22610726,1.982843296,39.51671273,7.096426418,9.422438025,-7.594730844,6.575772718,0.555497204,0.081493771,12.16561258,1.718586097,4.429835459,0.082198902,0.225742019
GR,9/19/2021,15.51477104,2.139712839,40.45445558,8.000701307,8.809905727,-7.35463661,6.148295969,0.434931603,0.071936923,14.87214598,1.377513721,5.631439747,0.067239792,0.177574483
GR,9/20/2021,15.8048521,2.3088687,41.41297858,8.99009663,9.310780423,-6.723166407,6.497848617,0.313435701,0.058252646,19.81771525,1.016233569,7.776190717,0.050459904,0.128597669
GR,9/21/2021,16.09579363,2.491191941,42.39098715,10.06549181,10.61878111,-7.422759992,7.410681922,0.598498968,0.124537815,10.00174906,1.986303203,4.051696036,0.099982512,0.246810222
GR,9/22/2021,16.38700489,2.687617871,43.38703729,11.2257726,12.06426266,-8.232883737,8.419460977,0.577641901,0.134053378,10.02443169,1.962127798,4.175825067,0.099756279,0.239473633
GR,9/23/2021,16.67801802,2.899115934,44.39969252,12.46805328,11.62519487,-8.162703755,8.113042407,0.536622754,0.13831541,10.48009019,1.865338495,4.470507115,0.095419026,0.223688269
GR,9/24/2021,16.96897982,3.126616056,45.42803961,13.78979671,12.36016856,-8.618582872,8.625969097,0.569451469,0.162336962,9.630018969,2.0252998,4.189251345,0.103841955,0.238706136
GR,9/25/2021,17.26021804,3.371050226,46.47124203,15.18731606,13.8739626,-9.274834986,9.682422372,0.562277743,0.1765366,9.547737477,2.045708641,4.218640352,0.104736855,0.237043198
GR,9/26/2021,17.55208997,3.633364258,47.5283798,16.6549916,14.7681151,-8.013839171,10.30643748,0.561943323,0.193481643,9.389428872,2.091000476,4.197055469,0.10650275,0.238262279
WS,6/22/2021,9.200811701,0,19.19477473,0,11.51007356,-15.08799595,4.861905974,0.925969364,0,NA,1.391516129,3.306038468,#VALUE!,0.302476819
WS,6/23/2021,9.105216393,0,18.99591764,0,9.691700085,-14.20677083,4.093816976,0.929063561,0,NA,1.381701762,3.294928269,#VALUE!,0.303496744
WS,6/24/2021,9.010928925,0,18.79906278,0,10.29435341,-15.03037403,4.348380404,0.92285948,0,NA,1.358252092,3.317104747,#VALUE!,0.301467718
WS,6/25/2021,8.91830996,0,18.6042726,0.084973014,10.36677655,-13.86880381,4.378972261,0.834391501,0.001465729,NA,1.215321477,3.669115592,#VALUE!,0.272545243
WS,6/26/2021,8.827706064,0.023362868,18.41160657,0.20308974,11.47586936,-14.58761464,4.847457969,0.913467824,0.003835165,NA,1.316720348,3.352156774,#VALUE!,0.298315403
WS,6/27/2021,8.739450413,0.054612205,18.22112126,0.332574837,12.58931034,-14.95324278,5.317780361,0.90666338,0.006233591,NA,1.293390837,3.378503297,#VALUE!,0.295989056
WS,6/28/2021,8.653863615,0.088015688,18.03287041,0.474945995,13.755967,-16.46422764,5.810581294,0.923295247,0.009065414,NA,1.303509103,3.319448861,#VALUE!,0.301254829
WS,6/29/2021,8.571254649,0.123870833,17.84690506,0.631970722,14.27576173,-18.00877713,6.030144886,0.934112983,0.012203916,NA,1.305181557,3.283548792,#VALUE!,0.304548543
WS,6/30/2021,8.491921908,0.162517006,17.66327357,0.805712041,16.05418384,-16.29589532,6.781358251,0.924981542,0.015406917,NA,1.279124651,3.319427041,#VALUE!,0.30125681
WS,7/1/2021,8.416154333,0.204342013,17.48202177,0.998583702,11.92315466,-14.51596255,5.036393257,0.86379135,0.01783184,NA,1.182249432,3.559381848,#VALUE!,0.28094766
WS,7/2/2021,8.344232646,0.249789999,17.30319301,1.213417149,13.72406454,-12.59966627,5.797105554,0.920525012,0.023091309,NA,1.247011482,3.345691986,#VALUE!,0.29889183
WS,7/3/2021,8.276430674,0.299370933,17.12682827,1.453543001,16.21959591,-15.00226463,6.851229041,0.963871904,0.028963433,NA,1.292423574,3.201903323,#VALUE!,0.312314239
WS,7/4/2021,8.213016752,0.353672012,16.95296623,1.722890576,13.71755044,-14.60240227,5.794353968,0.857991661,0.030559314,NA,1.138773547,3.60607988,#VALUE!,0.277309442
WS,7/5/2021,8.154255221,0.413371416,16.78164339,2.026109868,15.53168485,-14.40197103,6.560652367,0.841615277,0.035251649,5.863150067,1.105749381,3.68720768,0.170556781,0.27120794
WS,7/6/2021,8.100408001,0.47925492,16.61289412,2.368721597,17.75262587,-15.13634388,7.498787676,0.962806391,0.047147191,5.082539543,1.252255271,3.234327773,0.196752035,0.309183259
WS,7/7/2021,8.05173626,0.552236039,16.44675079,2.757302485,12.18388855,-12.44724264,5.146528406,0.749011991,0.042694902,6.467236351,0.964445051,4.174284606,0.154625553,0.239562007
WS,7/8/2021,8.008209951,0.633286622,16.28326509,3.198960452,17.146117,-14.26492026,7.242595647,0.966506927,0.063917043,4.953973073,1.232125855,3.24975323,0.201858182,0.307715672
WS,7/9/2021,7.968643345,0.723130626,16.12257035,3.698680932,17.26359082,-14.2495258,7.292217109,0.905884726,0.069266404,5.21992328,1.143446434,3.48448476,0.191573697,0.286986475
WS,7/10/2021,7.931587936,0.822446184,15.96481525,4.260453818,17.00495087,-13.63712614,7.182966447,0.965161526,0.085007785,4.837475696,1.206347713,3.287438542,0.206719385,0.304188196
WS,7/11/2021,7.895622437,0.931940977,15.81014247,4.887560626,16.45559899,-13.68198117,6.950917786,0.95648403,0.096643515,4.821539143,1.183919336,3.334527192,0.207402651,0.299892591
WS,7/12/2021,7.859349837,1.052343205,15.658689,5.582174909,16.80374743,-13.8270605,7.097977226,0.950342949,0.109669694,4.797784911,1.165049458,3.372968325,0.208429519,0.296474768
WS,7/13/2021,7.821396761,1.184390006,15.51058648,6.344892816,15.36525316,-14.48257889,6.490350883,0.934959368,0.122636532,4.828862916,1.135349475,3.44448865,0.20708809,0.290318855
WS,7/14/2021,7.780415065,1.328812943,15.36596148,7.174203736,17.23508133,-14.2381642,7.280174575,0.949430079,0.140811954,4.718395354,1.142171537,3.405974853,0.211936458,0.293601698
WS,7/15/2021,7.735081615,1.486239062,15.22499804,8.065715929,14.36065726,-13.9208142,6.066005135,0.921158494,0.153596075,4.838141414,1.097994622,3.522367715,0.206690941,0.283899945
WS,7/16/2021,7.684092391,1.656873061,15.08812031,9.010798413,17.36419621,-15.35322479,7.334713271,0.937986332,0.174728045,4.741291128,1.108001262,3.467546769,0.210913014,0.288388324
WS,7/17/2021,7.62618265,1.840608579,14.95579975,9.996345634,15.18949935,-14.12384703,6.416111699,0.944592066,0.195203856,4.71458049,1.106018883,3.447582483,0.212107949,0.290058325
WS,7/18/2021,7.560140807,2.037036503,14.82849329,11.00447695,16.75218749,-14.40185092,7.076198081,0.93665388,0.213084263,4.779884911,1.087388581,3.476282968,0.209210058,0.287663579
WS,7/19/2021,7.484820054,2.245380772,14.7066448,12.01229835,11.67749304,-11.68985783,4.932624703,0.712615961,0.176963822,6.344180251,0.820498431,4.561142208,0.157624777,0.219243329
WS,7/20/2021,7.399151475,2.464433789,14.59068674,12.99199573,12.48282127,-12.38464028,5.272798908,0.649525325,0.174451534,7.063376673,0.741959891,4.98622066,0.141575347,0.200552697
WS,7/21/2021,7.302356382,2.69253109,14.48109628,13.91278805,16.36066199,-12.99334339,6.910815976,0.762623618,0.219344755,6.137669185,0.864610088,4.222918793,0.162928299,0.236803038
WS,7/22/2021,7.194738464,2.927688854,14.37860319,14.74848166,15.66412998,-12.03729602,6.616597774,0.920845239,0.280761009,5.213845166,1.036601785,3.470348292,0.191797027,0.288155515
WS,7/23/2021,7.077849851,3.167802163,14.28419323,15.48264317,15.15281373,-12.48873623,6.400615529,0.93422205,0.299018496,5.297000367,1.044754948,3.387325357,0.188786092,0.295218172
WS,7/24/2021,6.954201226,3.410777,14.19901848,16.11002787,15.31804686,-12.7284268,6.470410736,0.929132537,0.309440244,5.511204615,1.03286747,3.366453793,0.181448534,0.297048485
WS,7/25/2021,6.826385942,3.654287582,14.12425173,16.63109162,15.58066981,-12.90895427,6.581343832,0.919170648,0.316023761,5.781665859,1.016412981,3.358076917,0.172960532,0.297789486
WS,7/26/2021,6.696855812,3.895709896,14.06105951,17.05006917,15.13887537,-13.17477834,6.394727906,0.897742103,0.316432129,6.155680067,0.988275995,3.388150602,0.162451588,0.295146266
WS,7/27/2021,6.567911767,4.132143817,14.01061094,17.37445848,13.23559144,-13.67285843,5.590772357,0.856962254,0.307805095,6.71227325,0.93999896,3.493573953,0.148980824,0.286239826
WS,7/28/2021,6.441701984,4.360447369,13.97408742,17.61443334,13.10707517,-13.18828495,5.536486517,0.861507929,0.313711753,6.949767305,0.942521664,3.417269983,0.14388971,0.292631254
WS,7/29/2021,6.32026748,4.577478046,13.95263477,17.78271969,13.41974121,-12.465791,5.668558032,0.541224207,0.198965707,11.50318341,0.591210373,5.345193322,0.086932457,0.187083972
WS,7/30/2021,6.205669842,4.78079636,13.94719928,17.89548497,16.25708287,-14.27913483,6.8670637,0.879382107,0.325329864,7.347613752,0.960225506,3.231360657,0.136098607,0.309467158
WS,7/31/2021,6.099876885,4.968244336,13.9587152,17.97041083,14.72025817,-13.8453598,6.217902148,0.871875704,0.323903332,7.66933193,0.952815095,3.2009762,0.130389454,0.312404697
WS,8/1/2021,6.004744629,5.137806991,13.9881737,18.0257839,15.65512861,-15.94788621,6.612795557,0.724417535,0.269951626,9.516162317,0.793338585,3.784477865,0.105084378,0.264237244
WS,8/2/2021,5.922046791,5.287649196,14.03663389,18.0802209,12.2441041,-14.20193205,5.17196372,0.534439684,0.199758499,13.23510447,0.587313898,5.04163686,0.075556638,0.19834828
WS,8/3/2021,5.853509278,5.416149335,14.10523491,18.15257001,16.19831052,-13.70370131,6.842237996,0.840426753,0.315384847,8.586571906,0.928087233,3.153533993,0.116460913,0.317104557
WS,8/4/2021,5.800706253,5.522062767,14.19508766,18.26057138,14.33230548,-12.44016613,6.054029217,0.841245249,0.317570258,8.694237944,0.934908934,3.102284107,0.115018706,0.32234314
WS,8/5/2021,5.764521534,5.605072693,14.30679531,18.41520418,11.00874812,-11.87057532,4.650143892,0.734148343,0.279488019,10.0273935,0.822308526,3.505084378,0.099726813,0.285299837
WS,8/6/2021,5.744984484,5.665842327,14.44032151,18.61868301,12.75801496,-11.89359551,5.38904194,0.767106294,0.295261851,9.594606121,0.867243424,3.312209887,0.104225227,0.301913234
WS,8/7/2021,5.741411399,5.705800179,14.59509688,18.86546935,14.01452982,-11.90056543,5.919799371,0.79621754,0.310529017,9.187225442,0.909802926,3.155304976,0.10884679,0.316926575
WS,8/8/2021,5.753071555,5.726734145,14.77047504,19.14833202,8.859509023,-9.908491964,3.742295791,0.658207552,0.26055334,10.98956196,0.761142427,3.779234575,0.090995438,0.264603845
WS,8/9/2021,5.779340785,5.730646502,14.96583805,19.4597798,11.6955309,-10.22285112,4.940243972,0.80482855,0.32377561,8.849719262,0.943002886,3.064328258,0.112997935,0.326335796
WS,8/10/2021,5.819686058,5.719694429,15.1805844,19.79193158,12.65944733,-10.59234602,5.347406535,0.795721512,0.325575799,8.783967436,0.945710469,3.07688571,0.113843774,0.325003947
WS,8/11/2021,5.873651698,5.696135456,15.41411756,20.13641579,14.34249098,-13.05833721,6.058331619,0.810643927,0.337454433,8.439858681,0.978267008,3.002069808,0.118485396,0.333103513
WS,8/12/2021,5.940726006,5.662219633,15.66579231,20.4837804,14.78120836,-13.91440149,6.243647779,0.814284949,0.344817543,8.210457593,0.998705356,2.974213551,0.121795891,0.336223335
WS,8/13/2021,6.019955528,5.619972918,15.93477123,20.82183114,12.5251135,-12.70272066,5.290663333,0.815526015,0.351042399,8.004692505,1.017401231,2.958496287,0.124926723,0.33800955
WS,8/14/2021,6.110270977,5.571350813,16.22013088,21.13710017,13.72229916,-13.2480494,5.796359849,0.811263464,0.354495035,7.858150689,1.030207906,2.965552362,0.127256404,0.337205309
WS,8/15/2021,6.210583711,5.518276479,16.52089024,21.41544729,14.11327176,-13.39792238,5.961508406,0.800149655,0.354242942,7.78883052,1.034935478,3.000469037,0.128388979,0.333281226
WS,8/16/2021,6.319765497,5.462624502,16.83599839,21.64224152,13.20884674,-12.52357143,5.579475277,0.718837971,0.321614842,8.492494409,0.947498414,3.334974183,0.117751034,0.299852396
WS,8/17/2021,6.436630175,5.406210417,17.16432275,21.80263227,10.99261899,-12.49354224,4.643330874,0.676307831,0.304828929,8.867613768,0.908823807,3.541187041,0.112769909,0.282391184
WS,8/18/2021,6.559946991,5.350679796,17.50470258,21.88320444,5.789009141,-10.30777612,2.445303062,0.58718508,0.265637121,10.07140829,0.804708067,4.075979391,0.09929098,0.245339808
WS,8/19/2021,6.688572385,5.29709566,17.85621854,21.87772119,12.34992419,-11.38107448,5.216662595,0.593535206,0.268442579,9.866347741,0.829744884,4.030499321,0.101354627,0.248108217
WS,8/20/2021,6.821595296,5.245876386,18.21833152,21.78926887,12.88959677,-11.37936722,5.444622677,0.667891671,0.300851042,8.718394916,0.952627764,3.580409659,0.114700012,0.279297649
WS,8/21/2021,6.958383943,5.196944063,18.59087162,21.62898431,10.62199595,-11.28719793,4.486778062,0.52991393,0.236943225,10.96664413,0.771282885,4.510915566,0.091185598,0.221684486
WS,8/22/2021,7.098330553,5.150129564,18.97373022,21.40989015,12.7414812,-10.89535406,5.382058008,0.770563547,0.341056031,7.550269022,1.144642291,3.100676346,0.132445612,0.322510281
WS,8/23/2021,7.240778143,5.105269994,19.36677682,21.14508333,12.98787097,-10.88449132,5.486134135,0.771261521,0.337142808,7.571376089,1.169412197,3.095905003,0.132076387,0.323007327
WS,8/24/2021,7.385017925,5.062208193,19.76985716,20.84745223,12.13955347,-11.24225469,5.127801073,0.772068562,0.332745117,7.606735513,1.19500028,3.089964935,0.131462439,0.323628268
WS,8/25/2021,7.530287314,5.020792296,20.18279136,20.52946416,12.07853755,-12.27239884,5.102027678,0.696887252,0.295762405,8.487881181,1.101164895,3.419236915,0.117815033,0.292462916
WS,8/26/2021,7.675882238,4.980845688,20.60543819,20.20333368,10.76425825,-10.27695658,4.546870287,0.584702576,0.244208558,10.19793437,0.943247078,4.068860861,0.098059074,0.245769033
WS,8/27/2021,7.821513255,4.94207934,21.03790201,19.88184235,9.73258599,-9.462883152,4.111087363,0.568430777,0.233634538,10.57651703,0.936243076,4.177074017,0.094549084,0.23940203
WS,8/28/2021,7.966992269,4.904183146,21.48035139,19.57733045,12.19578002,-10.80271901,5.151551414,0.710387073,0.287508942,8.52874891,1.194661969,3.334412779,0.117250491,0.299902881
WS,8/29/2021,8.112122952,4.866855448,21.9329553,19.30143946,12.59432104,-11.38681836,5.319896905,0.729817812,0.291210474,8.356250678,1.253199517,3.236564826,0.119670895,0.308969557
WS,8/30/2021,8.256700865,4.82980265,22.39588295,19.06524302,13.04763083,-11.74834603,5.511376963,0.722980748,0.284952133,8.474761352,1.267662165,3.256664549,0.117997423,0.307062636
WS,8/31/2021,8.400513625,4.792739,22.86930359,18.87944023,12.68905189,-10.75691296,5.359911633,0.722148557,0.281850296,8.502277746,1.292968945,3.2485365,0.117615541,0.307830926
WS,9/1/2021,8.543341113,4.755386514,23.35338632,18.75460791,11.4754088,-10.30927531,4.847263425,0.736082153,0.285388922,8.331413977,1.345813122,3.174044365,0.120027645,0.315055458
WS,9/2/2021,8.684955725,4.717475057,23.84829991,18.70151242,11.27988914,-10.32009619,4.764675057,0.715686253,0.276695591,8.524666105,1.33625304,3.249742176,0.117306647,0.307716719
WS,9/3/2021,8.825129978,4.678764796,24.35417838,18.72994681,11.67503266,-10.9429458,4.931585427,0.711687652,0.275568016,8.489310311,1.35697398,3.251768313,0.117795199,0.307524984
WS,9/4/2021,8.963653246,4.639133058,24.870972,18.84288711,12.02928433,-11.24429786,5.081222898,0.677646757,0.263969436,8.787254167,1.319485826,3.396646279,0.113801192,0.294408048
WS,9/5/2021,9.100291657,4.598567645,25.39841076,19.03637619,12.55390008,-11.51583673,5.302822913,0.693387916,0.272874769,8.426150309,1.378768708,3.300151652,0.118678158,0.303016378
WS,9/6/2021,9.234799342,4.557078757,25.93614652,19.3056218,12.63069783,-11.76802268,5.33526262,0.678385071,0.270746537,8.415765546,1.377495979,3.352024065,0.118824603,0.298327214
WS,9/7/2021,9.366925119,4.514677556,26.48379003,19.64636083,12.38000329,-11.86485061,5.22936814,0.672122473,0.272981595,8.269197699,1.393596861,3.360701141,0.120930716,0.297556956
WS,9/8/2021,9.496412988,4.471376163,27.04090887,20.05465336,13.01507428,-12.26736307,5.497624931,0.678834534,0.281437473,7.943818076,1.437122601,3.303967589,0.125884051,0.302666407
WS,9/9/2021,9.623002679,4.427187659,27.60702547,20.52669355,12.00137667,-11.70939225,5.069434581,0.649880911,0.275775457,8.026797783,1.404630205,3.425457691,0.124582683,0.291931791
WS,9/10/2021,9.746394241,4.382116632,28.18159562,21.0576457,11.5753265,-12.60075673,4.889469102,0.576569416,0.250994526,8.729506375,1.272113282,3.830788648,0.114554015,0.261042854
WS,9/11/2021,9.866137403,4.336131525,28.76394514,21.63830926,11.6131923,-11.18132574,4.905463784,0.639669016,0.286141911,7.576889929,1.440497051,3.424560084,0.131980273,0.292008309
WS,9/12/2021,9.981734802,4.289194233,29.35332104,22.25750489,11.72061697,-11.22308947,4.950840442,0.600525162,0.276318855,7.761312981,1.380057114,3.616420908,0.128844179,0.276516486
WS,9/13/2021,10.09267872,4.241269814,29.94890838,22.90276873,11.69467178,-10.96627934,4.939881076,0.616854482,0.292060986,7.260931824,1.446346433,3.489025343,0.13772337,0.286612994
WS,9/14/2021,10.19845289,4.192326579,30.54982854,23.56016435,11.72919704,-11.12247334,4.954464699,0.636832794,0.310174842,6.758005511,1.52315045,3.347815342,0.147972652,0.298702257
WS,9/15/2021,10.29853454,4.142336191,31.15513781,24.21416848,11.52754818,-10.95753165,4.869287332,0.622552575,0.311636579,6.646100733,1.518498325,3.391025979,0.150464165,0.294896001
WS,9/16/2021,10.39242465,4.091246037,31.76388613,24.84830689,10.82337501,-10.38324457,4.57184147,0.648021305,0.332880934,6.145209323,1.611504497,3.224447921,0.162728387,0.31013061
WS,9/17/2021,10.47973624,4.038898641,32.37530504,25.44733873,10.80511636,-9.981223455,4.564128936,0.601427076,0.316393957,6.382705083,1.524422855,3.437279955,0.156673383,0.290927714
WS,9/18/2021,10.56011553,3.985119408,32.98864265,25.99565457,11.37883294,-11.41512386,4.806469354,0.549668381,0.295395821,6.745388936,1.419625555,3.719331303,0.14824942,0.268865535
WS,9/19/2021,10.633216,3.929745486,33.60310576,26.47687983,10.14365273,-11.28008372,4.284723773,0.469088039,0.256758008,7.652624969,1.234077359,4.308164284,0.130674116,0.232117425
WS,9/20/2021,10.69870014,3.872626388,34.21785981,26.87419366,9.578212441,-9.12045822,4.045879293,0.313120704,0.173960265,11.13077858,0.838828609,6.377166937,0.089840975,0.156809444
WS,9/21/2021,10.75624118,3.813624635,34.83202909,27.17073634,11.39099196,-10.46096684,4.811605377,0.602695283,0.338533799,5.63256113,1.643558525,3.272241606,0.17753913,0.305600906
WS,9/22/2021,10.80552488,3.752616448,35.44469713,27.35010091,12.48093455,-11.84093183,5.272001949,0.579341145,0.327563981,5.728066372,1.60766016,3.360637138,0.174578983,0.297562622
WS,9/23/2021,10.8463655,3.689492617,36.05501479,27.39862026,12.09111181,-11.38840942,5.1073391,0.547023149,0.309839821,5.953870948,1.544116238,3.512159651,0.167957957,0.284725098
WS,9/24/2021,10.87905265,3.624159734,36.66253755,27.31110929,11.45643566,-11.23051603,4.839249087,0.572696067,0.323345168,5.6041656,1.643824043,3.309068478,0.178438696,0.302199851
WS,9/25/2021,10.90401282,3.556540291,37.26692803,27.08603128,12.37430721,-11.80545611,5.226962089,0.566388149,0.317148285,5.607062147,1.65251861,3.299210293,0.178346516,0.303102837
WS,9/26/2021,10.9216929,3.486573148,37.86785243,26.72389249,12.70040701,-12.09115093,5.364708084,0.565384639,0.312353629,5.581131175,1.676190164,3.257891956,0.179175147,0.30694695
WS,9/27/2021,10.93255719,3.414214149,38.46498095,26.22729602,12.00163744,-11.53596624,5.069544731,0.557954434,0.302520692,5.642943174,1.680245966,3.253260957,0.177212488,0.307383887
WS,9/28/2021,10.93708442,3.339436688,39.05798825,25.60094217,6.074642018,-8.606746832,2.565955653,0.336715883,0.178206026,9.369595289,1.029632116,5.311161267,0.106728196,0.188282741
WS,9/29/2021,10.93576503,3.262232201,39.64655385,24.85157315,10.40012238,-9.767831979,4.393057685,0.555328376,0.285303162,5.717132922,1.723708866,3.172161275,0.174912848,0.315242484
WS,9/30/2021,10.92916886,3.182639258,40.23042193,23.98873227,10.82116993,-10.33739647,4.570910031,0.543460814,0.269512161,5.904444615,1.711714892,3.192461815,0.169363939,0.313237889
WS,10/1/2021,10.91820506,3.100853801,40.80963539,23.02765445,11.61916892,-11.18638278,4.907988334,0.498968726,0.237534045,6.52717762,1.594206762,3.424337832,0.153205575,0.292027262
WS,10/2/2021,10.90406254,3.017215469,41.38452162,21.98777921,12.43045385,-10.92269204,5.25067868,0.534014873,0.24273788,6.21496626,1.730214309,3.151072813,0.160901919,0.317352235
WS,10/3/2021,10.88797961,2.932080931,41.95549713,20.88880843,12.68035678,-11.60461865,5.356238782,0.51358187,0.221781944,6.610278726,1.686969234,3.22708304,0.151279551,0.309877368
WS,10/4/2021,10.8711893,2.84579229,42.52301951,19.74948064,13.93359751,-12.5909,5.885613207,0.514476065,0.210050485,6.774067417,1.712765383,3.173578065,0.147621796,0.315101749
WS,10/5/2021,10.85491792,2.758675834,43.08758717,18.58720424,16.11668577,-13.34942931,6.807759342,0.509692087,0.19585055,7.042808481,1.719367339,3.156660498,0.141988811,0.316790482
WS,10/6/2021,10.84038498,2.671041027,43.64973897,17.41778655,14.66051771,-13.0111118,6.192667514,0.448796473,0.161601443,8.264285832,1.53369744,3.534068943,0.121002591,0.282959958
WS,10/7/2021,10.82872615,2.583190873,44.21004796,16.25530646,10.73720248,-11.34762003,4.535441809,0.288094215,0.096812745,13.34117152,0.997158351,5.429792637,0.074955936,0.184169096
