,SAMPLING_DATE,SITE,SITE_DISTANCE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,As,Car,Cd,Cu,Fer.1,Mo,P,Pb,Se,Znr,As.1,Car.1,Cd.1,Cu.1,Fer.1.1,Mo.1,P.1,Pb.1,Se.1,Znr.1,SS.As,SS.Ca,SS.Cd,SS.Cu,SS.Fe,SS.Mo,SS.P,SS.Pb,SS.Se,SS.Zn,CL.As,CL.Ca,CL.Cd,CL.Cu,CL.Fe,CL.Mo,CL.P,CL.Pb,CL.Se,CL.Zn,TD.As,TD.Ca,TD.Cd,TD.Cu,TD.Fe,TD.Mo,TD.P,TD.Pb,TD.Se,TD.Zn
385,9/9/2021,GC,89.22,1,FILA,40.8181783,148.6884564,,233.8427468,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
453,9/9/2021,GR,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.004461661,2.865891618,62.97483045,0,29.55589323,0.454758112,0,0.304256811,2.36635308,8103.59801,0.004887218,3.046791334,13.8152721,3.16687589,0,0.105222234,0.022936367,1.686954074,10.15058704,65901.15293,0.030558249,3.691571936,0,14.00496591,34.12074125,0.120869948,0.158904198,1.720718505
451,9/9/2021,WS,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.47716182,0,0.010635232,1.480004968,60.12803144,0,31.48317769,0.206484659,0,0,1.084322903,6120.56079,0,0.627070945,8.024527592,6.47192669,0,0.063166419,0.010175496,6.677319925,9.136757927,66916.6514,0.016518773,1.283302225,0,27.51251282,39.85727717,0.145589752,0.079879583,4.858187635
185,9/22/2021,BG,144.32,5,EPIL,25.28824753,228.1472511,24.59948214,84.13948101,0.009074988,80.56042032,0.001353288,0.186355676,9.043145996,0.001034867,0.695669479,0.026747333,0.001114472,2.414424455,0.229490544,2037.23185,0.034222274,4.712608459,228.6853144,0.026169974,17.59226199,0.676393183,0.028183049,61.05656325,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
184,9/22/2021,BG,144.32,4,EPIL,14.21725877,185.535227,17.16546928,63.459561,0.002303086,91.36342699,0.001151543,0.175725472,9.325195762,0.001151543,0.786964532,0.029018885,0.001499894,7.3422386,0.032743572,1298.937484,0.016371786,2.49833451,132.5787212,0.016371786,11.1884784,0.412569002,0.021324387,104.3865061,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
183,9/22/2021,BG,144.32,3,EPIL,28.28486219,197.3311089,29.96427588,100.6945263,0.00475466,91.70787372,0.001331305,0.198364397,9.27919361,0.001141118,0.866869532,0.034043362,0.001238597,5.519208825,0.134484891,2593.94457,0.037655769,5.610709636,262.4607125,0.032276374,24.51928525,0.962911817,0.035033537,156.110061,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
409,9/22/2021,BG,144.32,3,FILA,8.69186686,36.88151375,,47.27273719,0.005361233,78.44055798,0.000988965,0.100197793,5.093691443,0.00130127,1.048823652,0.014418072,0.002758692,0.236831147,0.04659912,681.7948864,0.008595954,0.870905877,44.27368785,0.011310466,9.116235542,0.125319963,0.023978188,2.0585048,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
182,9/22/2021,BG,144.32,2,EPIL,39.80657079,231.5226809,41.71415044,96.89274454,0.007186858,99.65092402,0.001848049,0.248459959,10.44969199,0.00164271,0.90349076,0.039835729,0.001337278,6.554414784,0.286084184,3966.761561,0.073564505,9.890338944,415.966404,0.065390671,35.96486889,1.585723765,0.053232432,260.9087761,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
181,9/22/2021,BG,144.32,1,EPIL,22.26240331,122.5782588,9.232917007,29.23688554,0.020625,90.046875,0.0028125,0.36453125,12.66875,0.00171875,0.8628125,0.054375,0.003125,4.7796875,0.459162068,2004.659848,0.062613009,8.115341707,282.0368219,0.038263506,19.20827986,1.21051818,0.06957001,106.4073308,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
190,9/22/2021,BN,167.82,5,EPIL,18.31407413,103.7626054,31.22138087,57.33052684,0.000686357,160.0391499,0.00139821,0.18344519,7.421700224,0.001677852,0.836129754,0.0299217,0.004194631,10.17337808,0.012569994,2930.968855,0.025606927,3.359628811,135.9215681,0.030728312,15.3129423,0.547988236,0.076820781,186.3160002,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
414,9/22/2021,BN,167.82,5,FILA,20.65065452,76.71712277,,,0.005153029,100.4059963,0.001249219,0.122111181,5.830730793,0.001483448,0.681761399,0.02014366,0.002186134,0.314412867,0.106413429,2073.44954,0.025797195,2.521675802,120.4084072,0.030634169,14.07881912,0.415979768,0.045145091,6.492831492,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
189,9/22/2021,BN,167.82,4,EPIL,23.59994805,158.5762177,34.90477331,93.64613591,0.004495581,132.1243523,0.001295337,0.156659555,6.51249619,0.001523926,0.706034746,0.023468455,0.002590674,2.302651631,0.106095469,3118.127851,0.030569881,3.69715736,153.6945718,0.035964566,16.66238332,0.553854313,0.061139762,54.34245886,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
413,9/22/2021,BN,167.82,4,FILA,0.754780355,70.11258409,,63.96658721,0.00558322,91.51954127,0.000905387,0.114757809,6.081183039,0.001358081,0.63354459,0.018786781,0.00211257,0.283084352,0.004214105,69.07715185,0.000683368,0.08661694,4.589957493,0.001025053,0.478187011,0.014179893,0.001594526,0.213666508,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
188,9/22/2021,BN,167.82,3,EPIL,25.11754689,188.1097668,18.80735221,39.80242826,0.014531314,251.3303316,0.003069996,0.404216128,18.51412198,0.003069996,1.566516578,0.065697912,0.004297994,6.582071224,0.36499096,6312.801388,0.077110766,10.15291754,465.029327,0.077110766,39.3470536,1.650170395,0.107955073,165.3254826,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
412,9/22/2021,BN,167.82,3,FILA,5.749970587,68.2060931,,28.71591393,0.002956914,88.35539285,0.000844832,0.08751056,5.139397353,0.001126443,0.520487187,0.015277387,0.002041678,0.240918051,0.017002166,508.0409101,0.004857762,0.503183148,29.55138361,0.006477016,2.992786014,0.087844524,0.011739591,1.385271709,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
187,9/22/2021,BN,167.82,2,EPIL,95.01945892,39.97201011,23.33501131,75.65474952,0.000227893,57.69730734,0.000649954,0.078737233,3.413184773,0.000649954,0.335840297,0.012999071,0.000604693,2.733519034,0.021654315,5482.366924,0.061758237,7.481569282,324.3189703,0.061758237,31.91136332,1.23516474,0.057457583,259.7374996,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
411,9/22/2021,BN,167.82,2,FILA,5.544579244,33.95002523,,22.47408538,0.008537427,84.76198689,0.001552259,0.158502932,6.535012073,0.001379786,0.703690928,0.022076578,0.003104519,0.505519145,0.047336439,469.9695532,0.008606625,0.878832067,36.2338923,0.007650334,3.901670113,0.122405337,0.01721325,2.802890956,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
186,9/22/2021,BN,167.82,1,EPIL,50.51803594,72.17597192,21.02517443,42.13779136,0.000788187,220.0385356,0.002247913,0.289659602,13.03468208,0.002569043,1.089274245,0.049132948,0.002091375,11.62813102,0.039817635,11115.91465,0.113560132,14.63303417,658.4865378,0.129783008,55.02799547,2.482100032,0.105652153,587.4303408,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
410,9/22/2021,BN,167.82,1,FILA,4.58192352,37.25458392,,24.97491816,0.011646915,65.74376788,0.000919493,0.119074377,6.23722926,0.001072742,0.536371067,0.019462607,0.001328157,0.297966898,0.053365272,301.2329163,0.004213048,0.545589688,28.57850745,0.004915222,2.457611206,0.089176178,0.006085513,1.365261539,0.268010755,0,0.03477441,3.74704437,174.5667351,0,16.12689197,0.695009047,0.085765822,0.433728207,4.273926548,33678.7,0.014328184,3.119000747,7.954118904,2.570387181,1.178559437,0.157605617,0.09424027,6.521986618,4.165,33979.686,0.008,1.444,0.82,2.298,3.575,0.066,0.074,1.156
175,9/22/2021,DL,44.9,5,EPIL,7.922380382,27.111003,16.14313613,33.48279142,0.007105943,134.3023256,0.001937984,0.405684755,11.29844961,0.001937984,1.170542636,0.058139535,0.004207068,22.63565891,0.056295985,1063.994109,0.01535345,3.213988941,89.51061556,0.01535345,9.273484013,0.460603511,0.033329994,179.3283001,0.546421337,0,0.028137399,3.321136451,69.77342263,0,9.507310739,0.342031608,0,0,2.283055629,22692.94757,0.007551008,2.3098092,8.593404048,3.23871204,0,0.190308703,0.0854571,2.607646212,6.058677735,50282.55358,0.024812196,2.701830484,0.178932129,8.90967141,3.434652769,0.100226506,0.113445613,2.79495302
174,9/22/2021,DL,44.9,4,EPIL,15.62729283,77.99265468,22.28567004,69.13382952,0.020056497,130.1412429,0.002259887,0.378813559,10.35028249,0.002259887,0.757062147,0.051129944,0.004519774,9.440677966,0.313428755,2033.755313,0.035315916,5.91983042,161.7468953,0.035315916,11.83083186,0.7990226,0.070631832,147.5322391,0.546421337,0,0.028137399,3.321136451,69.77342263,0,9.507310739,0.342031608,0,0,2.283055629,22692.94757,0.007551008,2.3098092,8.593404048,3.23871204,0,0.190308703,0.0854571,2.607646212,6.058677735,50282.55358,0.024812196,2.701830484,0.178932129,8.90967141,3.434652769,0.100226506,0.113445613,2.79495302
173,9/22/2021,DL,44.9,3,EPIL,5.479958213,72.6974273,16.67616641,19.45919839,0.022304833,120.3398832,0.00212427,0.439989379,12.00743494,0.00212427,0.6362188,0.058948486,0.001729299,8.36165693,0.122229551,659.4575311,0.01164091,2.411123409,65.80024174,0.01164091,3.486452437,0.323035243,0.009476488,45.82153057,0.546421337,0,0.028137399,3.321136451,69.77342263,0,9.507310739,0.342031608,0,0,2.283055629,22692.94757,0.007551008,2.3098092,8.593404048,3.23871204,0,0.190308703,0.0854571,2.607646212,6.058677735,50282.55358,0.024812196,2.701830484,0.178932129,8.90967141,3.434652769,0.100226506,0.113445613,2.79495302
172,9/22/2021,DL,44.9,2,EPIL,12.88672913,71.4171725,19.3416686,45.76662818,0.030015198,106.8389058,0.002279635,0.42800152,11.51405775,0.002089666,0.762537994,0.056990881,0.003229483,5.92325228,0.386797721,1376.804039,0.029377042,5.515539652,148.3785434,0.026928955,9.826620579,0.734426052,0.041617476,76.3313477,0.546421337,0,0.028137399,3.321136451,69.77342263,0,9.507310739,0.342031608,0,0,2.283055629,22692.94757,0.007551008,2.3098092,8.593404048,3.23871204,0,0.190308703,0.0854571,2.607646212,6.058677735,50282.55358,0.024812196,2.701830484,0.178932129,8.90967141,3.434652769,0.100226506,0.113445613,2.79495302
171,9/22/2021,DL,44.9,1,EPIL,17.78326529,98.17625158,22.10807123,44.16375127,0.027637034,107.2470444,0.002379856,0.352525718,10.0491325,0.001919238,0.682634731,0.045754645,0.001765699,2.331490864,0.491476701,1907.202642,0.042321605,6.269058361,178.7063893,0.034130326,12.13947451,0.813666982,0.0313999,41.46152056,0.546421337,0,0.028137399,3.321136451,69.77342263,0,9.507310739,0.342031608,0,0,2.283055629,22692.94757,0.007551008,2.3098092,8.593404048,3.23871204,0,0.190308703,0.0854571,2.607646212,6.058677735,50282.55358,0.024812196,2.701830484,0.178932129,8.90967141,3.434652769,0.100226506,0.113445613,2.79495302
457,9/22/2021,GC,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.527379587,0,0.014008299,1.27443271,34.90846084,0.09080693,7.848863724,0.101329706,0.086840717,0,3.596094932,32992.03064,0.010677041,3.096323322,10.84142623,3.838667437,2.098141576,0.186046585,0.120685148,9.68249874,3.875,29543.549,0.007,1.479,0.196,3.758,2.69,0.051,0.063,0.738
180,9/22/2021,GR,64.82,5,EPIL,10.42560004,43.90864747,26.34086251,42.39686495,0.0009528,174.2236025,0.001552795,0.239130435,6.89052795,0.002329193,1.147127329,0.033773292,0.002528161,12.26319876,0.009933512,1816.385597,0.01618882,2.49307827,71.83788847,0.02428323,11.95949073,0.352106834,0.02635759,127.8512055,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
408,9/22/2021,GR,64.82,5,FILA,2.335766746,6.962091851,,11.2255098,0.019754507,34.90602225,0.000575374,0.107978519,6.321442271,0.001342539,1.803605677,0.014767932,0.001249049,0.192174914,0.046141921,81.532326,0.001343939,0.252212635,14.76541464,0.003135859,4.212802163,0.034494446,0.002917487,0.448875773,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
179,9/22/2021,GR,64.82,4,EPIL,5.714963888,12.85866875,2.062554786,18.8683822,0.001740718,175.9574468,0.00212766,0.258156028,8.021276596,0.002836879,1.34751773,0.037588652,0.004618824,26.29787234,0.009948142,1005.590454,0.012159498,1.47535238,45.84130608,0.016212664,7.701015168,0.214817792,0.026396411,150.2913908,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
178,9/22/2021,GR,64.82,3,EPIL,26.30485169,162.2907104,39.50375253,106.626272,,,,,,,,,,,,,,,,,,,,,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
407,9/22/2021,GR,64.82,3,FILA,0.588523661,4.352441436,,6.185681166,0.015959253,45.51782683,0.000679117,0.18336163,6.268251273,0.001188455,0.920033956,0.077758913,0.001105695,0.249575552,0.009392398,26.78831808,0.000399677,0.107912658,3.689014187,0.000699434,0.541461752,0.04576296,0.000650727,0.146881117,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
177,9/22/2021,GR,64.82,2,EPIL,23.4304166,75.90332562,51.14004101,70.53610816,0.002052871,209.8527936,0.0025092,0.271830043,6.18685179,0.0025092,1.756440281,0.041820007,0.005447091,30.84643694,0.048099627,4916.938378,0.058791611,6.369091163,144.9605149,0.058791611,41.15412752,0.979860179,0.127627602,722.744868,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
406,9/22/2021,GR,64.82,2,FILA,9.587124273,21.52980734,,46.41121752,0.018105263,52.06315789,0.000631579,0.088631579,2.888421053,0.001894737,2.202105263,0.004210526,0.001371061,0.147368421,0.173577408,499.1359648,0.006055026,0.849721962,27.69165158,0.018165078,21.11185682,0.040366839,0.013144536,1.412839367,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
176,9/22/2021,GR,64.82,1,EPIL,14.56801351,69.48451389,43.04111408,54.10165573,0.001394553,213.0681818,0.002272727,0.253409091,6.426136364,0.002272727,1.010795455,0.031818182,0.003700308,20.33522727,0.020315863,3103.980151,0.033109122,3.69166706,93.61604136,0.033109122,14.72528184,0.463527703,0.053906132,296.2438656,0.100770367,0,0.025238899,3.038095379,86.40145344,1.50529514,11.37706793,0.121327648,0.084042035,0,2.374606449,20383.64192,0.009671571,3.030486955,10.51610198,2.875791717,1.330575896,0.305860834,0.036061684,2.635813361,6.710325431,49172.6042,0.017109357,2.387899073,0.031300909,7.466007063,4.152425755,0.083205889,0.127357681,1.458427955
456,9/22/2021,WS,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.321916382,0,0.013468151,1.53227009,64.25388166,0,10.7017021,0.112147737,0.042418034,0,2.146674961,19253.52019,0.006271665,0.849953172,8.595590917,8.80457147,5.33011492,0.159623091,0.026907864,1.39768842,5.967224216,50376.96351,0.013465304,0.949656782,0.653625967,23.3851957,10.50645242,0.072957538,0.068348953,1.798974869
459,10/13/2021,BG,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.094,0,0.012,1.477,69.338,0,13.444,,0,0,0.031,0,0.001,0.611,3.765,0.016,0,,0.018,2.621,3.664,35826.371,0.007,1.076,1.684,3.038,4.56,0.064,0.074,5.054
461,10/13/2021,BG,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.516,0,0.0265,2.94375,119.57975,0,10.56225,0.53375,0,2.05725,0,577.446,5.00E-04,0.60225,7.10875,0.198,0,0.26675,0,0.92525,2.8745,33403.7645,0.008,0.8585,0.278,3.105,4.202,0.0305,0.0655,2.137
440,10/13/2021,BN,167.82,NA,FILA,,,,,0.015165441,47.76348039,0.000919118,0.138939951,7.175245098,0.00122549,1.399356618,0.020833333,0.000997632,0.328737745,,,,,,,,,,,0.102,0,0.015,2.378,80.842,0,12.809,0.938,0,0,0.108,0,0.002,0.675,5.255,0.099,0,0.05,0,2.063,3.739,35413.076,0.007,1.001,1.613,2.819,3.845,0.055,0.086,5.21
441,10/13/2021,BN,167.82,NA,FILA,,,,,0.015165441,47.76348039,0.000919118,0.138939951,7.175245098,0.00122549,1.399356618,0.020833333,0.000997632,0.328737745,,,,,,,,,,,0.503,726.521,0.032,4.071,164.0535,0.0875,11.755,0.9555,0,4.6015,0.0335,0,0.001,0.525,5.0125,0.087,0,0.0335,0.011,0.808,3.0115,32678.0205,0.006,0.8595,1.4495,2.632,3.417,0.0345,0.06,3.075
229,10/13/2021,BN,167.82,5,EPIL,32.3582939,163.2833463,37.53356316,55.58283687,0.003411676,130.1743745,0.001326763,0.177786202,7.93404094,0.0015163,0.963040182,0.031084155,0.001234371,5.540181956,0.110395999,4212.220669,0.042931777,5.752858165,256.7320286,0.049064888,31.16233725,1.005830212,0.03994214,179.270836,0.102,0,0.015,2.378,80.842,0,12.809,0.938,0,0,0.108,0,0.002,0.675,5.255,0.099,0,0.05,0,2.063,3.739,35413.076,0.007,1.001,1.613,2.819,3.845,0.055,0.086,5.21
230,10/13/2021,BN,167.82,5,EPIL,32.3582939,163.2833463,37.53356316,55.58283687,0.003411676,130.1743745,0.001326763,0.177786202,7.93404094,0.0015163,0.963040182,0.031084155,0.001234371,5.540181956,0.110395999,4212.220669,0.042931777,5.752858165,256.7320286,0.049064888,31.16233725,1.005830212,0.03994214,179.270836,0.503,726.521,0.032,4.071,164.0535,0.0875,11.755,0.9555,0,4.6015,0.0335,0,0.001,0.525,5.0125,0.087,0,0.0335,0.011,0.808,3.0115,32678.0205,0.006,0.8595,1.4495,2.632,3.417,0.0345,0.06,3.075
316,10/13/2021,BN,167.82,5,EPIP,0.473518898,0.631358531,0.746265784,1.429039523,,,,,,,,,,,,,,,,,,,,,0.102,0,0.015,2.378,80.842,0,12.809,0.938,0,0,0.108,0,0.002,0.675,5.255,0.099,0,0.05,0,2.063,3.739,35413.076,0.007,1.001,1.613,2.819,3.845,0.055,0.086,5.21
317,10/13/2021,BN,167.82,5,EPIP,0.473518898,0.631358531,0.746265784,1.429039523,,,,,,,,,,,,,,,,,,,,,0.503,726.521,0.032,4.071,164.0535,0.0875,11.755,0.9555,0,4.6015,0.0335,0,0.001,0.525,5.0125,0.087,0,0.0335,0.011,0.808,3.0115,32678.0205,0.006,0.8595,1.4495,2.632,3.417,0.0345,0.06,3.075
429,10/13/2021,BN,167.82,5,FILA,3.53887016,3.933416536,,9.961944578,,,,,,,,,,,,,,,,,,,,,0.102,0,0.015,2.378,80.842,0,12.809,0.938,0,0,0.108,0,0.002,0.675,5.255,0.099,0,0.05,0,2.063,3.739,35413.076,0.007,1.001,1.613,2.819,3.845,0.055,0.086,5.21
430,10/13/2021,BN,167.82,5,FILA,3.53887016,3.933416536,,9.961944578,,,,,,,,,,,,,,,,,,,,,0.503,726.521,0.032,4.071,164.0535,0.0875,11.755,0.9555,0,4.6015,0.0335,0,0.001,0.525,5.0125,0.087,0,0.0335,0.011,0.808,3.0115,32678.0205,0.006,0.8595,1.4495,2.632,3.417,0.0345,0.06,3.075
227,10/13/2021,BN,167.82,4,EPIL,32.51496435,174.7810867,38.23402038,85.72542571,0.000454016,150.7954125,0.001109878,0.144284129,6.280059193,0.001664817,0.82463929,0.025342212,0.001204688,5.125786164,0.014762328,4903.107462,0.036087641,4.691393302,204.1959008,0.054131461,26.81311711,0.824001131,0.039170376,166.6647544,0.102,0,0.015,2.378,80.842,0,12.809,0.938,0,0,0.108,0,0.002,0.675,5.255,0.099,0,0.05,0,2.063,3.739,35413.076,0.007,1.001,1.613,2.819,3.845,0.055,0.086,5.21
228,10/13/2021,BN,167.82,4,EPIL,32.51496435,174.7810867,38.23402038,85.72542571,0.000454016,150.7954125,0.001109878,0.144284129,6.280059193,0.001664817,0.82463929,0.025342212,0.001204688,5.125786164,0.014762328,4903.107462,0.036087641,4.691393302,204.1959008,0.054131461,26.81311711,0.824001131,0.039170376,166.6647544,0.503,726.521,0.032,4.071,164.0535,0.0875,11.755,0.9555,0,4.6015,0.0335,0,0.001,0.525,5.0125,0.087,0,0.0335,0.011,0.808,3.0115,32678.0205,0.006,0.8595,1.4495,2.632,3.417,0.0345,0.06,3.075
438,10/13/2021,BN,167.82,4,EPIP,,,,,0.002272604,64.11111111,0.000925926,0.297222222,13.30555556,0.000802856,1.29537037,0.052777778,0.006030131,32.71296296,,,,,,,,,,,0.102,0,0.015,2.378,80.842,0,12.809,0.938,0,0,0.108,0,0.002,0.675,5.255,0.099,0,0.05,0,2.063,3.739,35413.076,0.007,1.001,1.613,2.819,3.845,0.055,0.086,5.21
439,10/13/2021,BN,167.82,4,EPIP,,,,,0.002272604,64.11111111,0.000925926,0.297222222,13.30555556,0.000802856,1.29537037,0.052777778,0.006030131,32.71296296,,,,,,,,,,,0.503,726.521,0.032,4.071,164.0535,0.0875,11.755,0.9555,0,4.6015,0.0335,0,0.001,0.525,5.0125,0.087,0,0.0335,0.011,0.808,3.0115,32678.0205,0.006,0.8595,1.4495,2.632,3.417,0.0345,0.06,3.075
