"","Group.1","Group.2","Group.3","...1","SAMPLING_DATE","SITE","SITE_DISTANCE","FIELD.REP","OM.AREA.g.m2","ASH.AREA.g.m2","PHICOCYANIN.MG.M2","TOTAL.MG.M2.RITCHIE","As","Car","Cd","Cu","Fer.1","Mo","P","Pb","Se","Znr","As.1","Car.1","Cd.1","Cu.1","Fer.1.1","Mo.1","P.1","Pb.1","Se.1","Znr.1","SS.As","SS.Ca","SS.Cd","SS.Cu","SS.Fe","SS.Mo","SS.P","SS.Pb","SS.Se","SS.Zn","CL.As","CL.Ca","CL.Cd","CL.Cu","CL.Fe","CL.Mo","CL.P","CL.Pb","CL.Se","CL.Zn","TD.As","TD.Ca","TD.Cd","TD.Cu","TD.Fe","TD.Mo","TD.P","TD.Pb","TD.Se","TD.Zn"
"45",2021-07-07,"BN","EPIP",245.2,2021-07-07,NA,167.82,3,2.405826758,14.2623892164,2.8678058252,4.17292359,0.0527018256,52.654426616,0.003846836,0.5516322572,23.208675078,0.0008007464,2.0295704724,0.0955515402,0.003676069,19.890200491,0.1418105998,135.076268852,0.0103858534,1.4908950492,62.661158762,0.0016362442,5.3459345958,0.2589950442,0.009302905,50.504505374,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
"46",2021-07-20,"BN","EPIP",259.2,2021-07-20,NA,167.82,3,16.6947564148,99.172395032,27.094798126,76.250326758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320955951,548.3195,0.006792521,0,20.04027093,0,11.02199623,0.022847358,0.071016287,0,9.552023908,63901.6014,0.011889277,4.924465245,4.997609304,3.970759166,4.872761433,0.15940926,0.172860436,2.775087059,0.037498153,101.2063619,0,0,0,0.0020797,0,0,0.012578444,0
"47",2021-08-03,"BN","EPIP",268,2021-08-03,NA,167.82,3,41.304098674,32.359852806,11.958324203,31.512761264,0.00401910033333333,111.615156633333,0.001782995,0.25123512,10.2954389293333,0.00171889,0.934125995666667,0.0421307453333333,0.00435324733333333,10.559200416,0.395478491,4369.24117969667,0.0780498646666667,10.9491632796667,437.96659385,0.0627836806666667,35.9285338686667,1.75232894066667,0.202410239666667,234.69070862,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
"48",2021-10-13,"BN","EPIP",345.5,2021-10-13,NA,167.82,3,1.04057239366667,4.800078608,1.782820087,2.77990096833333,0.003480968,70.537384395,0.0013422125,0.312737723,13.634020455,0.0009875945,1.115446029,0.0542317965,0.004923782,25.17535604,0.007154903,117.4298495,0.002683089,0.500843227,21.30372441,0.001788726,1.427403197,0.084964476,0.005824576,26.91137983,0.3025,363.2605,0.0235,3.2245,122.44775,0.04375,12.282,0.94675,0,2.30075,0.07075,0,0.0015,0.6,5.13375,0.093,0,0.04175,0.0055,1.4355,3.37525,34045.54825,0.0065,0.93025,1.53125,2.7255,3.631,0.04475,0.073,4.1425
"49",2021-07-07,"GC","EPIP",242.5,2021-07-07,NA,89.22,3.5,1.3058306655,6.2083588885,1.8823837685,2.12649667625,0.0523758836666667,45.6462560933333,0.00294377933333333,0.516539419666667,19.06141008,0.00115192933333333,1.954515596,0.0790242283333333,0.008651967,47.8878197366667,0.073954552,60.4809649733333,0.00420973633333333,0.746509635,26.3589900933333,0.00149017633333333,2.530357739,0.113153705666667,0.01119249,60.4070749766667,0,0,0.009800833,1.427425267,83.9993086,0,5.8951593,0,0.052536872,0.846646503,0.73391087,2818.56944,0.00709092,3.465171513,13.83634617,0.580725053,16.92347313,0.804920682,0,1.378122759,10.19000559,57561.88975,0.025913214,2.952356151,0.901156391,6.414796979,23.98911113,0.388403721,0.139455209,1.664227135
"50",2021-07-20,"GC","EPIP",259,2021-07-20,NA,89.22,4,2.965826186,12.258488417,5.28977119833333,7.57621022066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401362946,0,0.022022235,1.353502474,78.69793785,0.020058989,14.53617618,0.177714057,0,0,1.052274706,5277.95583,0.00385927,2.901480518,9.460815439,0.442553172,0,0.090511604,0.055385983,2.976528061,7.768786615,46547.8567,0.01616098,1.949416209,0.480671828,4.466701973,15.48572838,0.02771687,0.136027027,1.335599783
"51",2021-08-03,"GC","EPIP",269,2021-08-03,NA,89.22,3,0.336139959,0.847072696,0.074192812,2.727895699,0.005655329,70,0.002304147,0.31797235,11.71428571,0.004608295,2.368663594,0.048387097,0.015005856,45.1843318,0.001900982,23.52979713,0.000774516,0.106883213,3.93763952,0.001549032,0.796202484,0.016264837,0.005044068,15.18825944,0.02036471,0,0.01685481,2.408454326,69.6731838,0,11.21361143,0,0,0,0.958769387,6342.32002,0.004101194,3.445564426,10.49325827,0.546022506,0,0.355622107,0.002683338,1.477402669,9.721559083,56660.12246,0.020549307,2.99634338,0.277363803,3.985068849,14.79225418,0.095355525,0.17067018,1.55468088
"52",2021-08-17,"GC","EPIP",276.5,2021-08-17,NA,89.22,5,4.24851678175,12.56608083725,9.740985247,13.14342909225,0.01841334225,141.949636185,0.003136345,0.7012768485,27.944680345,0.00428632575,2.98954873325,0.10336247,0.01247570425,66.0082055375,0.07137454025,572.2121468,0.01213426425,2.79334621925,110.912180225,0.017174962,12.34981446575,0.41153613325,0.05335028925,282.521069975,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
"53",2021-09-09,"GC","EPIP",295.5,2021-09-09,NA,89.22,10.555,5.0677622331,21.67819206405,7.2033644415,12.43343942305,0.0139860336666667,77.88806158,0.001770564,0.360583659666667,13.40263899,0.00208234566666667,1.072390924,0.0538642476666667,0.002805794,14.80335953,0.074654772,340.686598766667,0.00825787933333333,1.71094071166667,62.92761104,0.00956627133333333,4.970613819,0.253220280666667,0.0116645963333333,60.63530999,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
"54",2021-10-13,"GC","EPIP",376.5,2021-10-13,NA,89.22,4,2.700811494,11.0283136,3.245065931,5.327432924,0.0030377015,69.847088395,0.0010778685,0.314300275,12.360034535,0.0018550065,1.6654439185,0.0512442905,0.008060241,38.11059908,0.004859902,222.955553,0.003960134,0.667282605,29.22579007,0.005940201,4.653157633,0.116823958,0.012895269,59.24360697,0.173,0,0.00825,0.6525,29.153,0,6.07325,0.0935,0,0,0.0755,304.523,0.00225,1.07875,6.378,0.1595,0,0.2785,0.00025,1.08525,2.886,34900.278,0.01025,1.23975,0.535,6.0135,5.96575,0.039,0.06525,4.43275
