,SAMPLING_DATE,SITE,SAMPLE_DESCRIPTOR,FIELD.REP,Al,Al_r,As,B,B_r,Ba,Be,Ca_r,Cd,Co,Cr,Cu,Fe,Fe_r238,Fe_r234,K_r,Li_r,Mg_r,Mn,Mn_r,Mo,Na_r,Ni,P,Pb,S181,S_r,S180,Sb,Se,Si,Si_r251,Si_r212,Sn,Sr_r,Ti,Tl,Zn,Zn_r
95,7-Jul-21,GR,EPIL,1,31.71641791,34.11691542,0.052238806,35.74626866,40.29850746,43.39552239,0.00078607,146.5174129,0.005355721,0.020970149,0.034390547,0.401741294,10.23880597,10.99502488,10.98134328,40.36069652,0.01431592,6.725124378,7.565920398,8.426616915,0.000456468,98.22139303,0.025858209,1.705223881,0.057425373,2.763681592,2.986318408,5.475124378,0.009756219,-0.021069652,4.421641791,4.978855721,5.054726368,-0.045460199,0.852860697,0.397761194,-0.041032338,39.00497512,43.50746269
176,17-Aug-21,BG,EPIP,1,13.21890145,15.81583199,0.018578352,6.114701131,7.225363489,7.778675283,-0.042810985,45.88045234,0.002423263,0.014943457,0.01453958,0.401050081,12.88368336,14.86268174,14.91114701,9.248788368,0.016155089,5.298869144,3.204361874,3.699919225,0.001211632,17.86752827,0.009289176,0.875201939,0.061793215,2.510096931,3.157108239,2.608642973,-0.001211632,0.005250404,0.856623586,0.985864297,0.988287561,0.001211632,0.226171244,0.419224556,-0.006462036,6.841680129,7.976575121
32,22-Jun-21,BN,EPIP,2,28.41356674,30.41575492,0.045404814,17.18818381,18.47921225,20.07658643,0.001037746,35.13129103,0.002666849,0.015202407,0.027680525,0.400328228,16.41137856,18.04704595,18.07986871,20.25164114,0.017833698,7.472647702,1.733041575,1.812363239,-0.000479212,46.12691466,0.019261488,1.51750547,0.068982495,1.577133479,1.715536105,2.462253829,0.002363239,-0.008298687,5.804157549,6.148796499,6.187089716,-0.018189278,0.356673961,0.712800875,-0.013315098,17.79540481,19.32166302
274,13-Oct-21,DL,EPIL,1,11.43575175,14.78146853,0.023164336,6.411713287,7.506555944,7.338286713,-0.124781469,128.4527972,0.003059441,0.011363636,0.010708042,0.396853147,8.197115385,10.09833916,10.13767483,8.553321678,0.01486014,4.031905594,4.123688811,5.290646853,0.003059441,17.09134615,0.007211538,1.233828671,0.051573427,2.980769231,3.444055944,2.84527972,0.000655594,0.00152972,1.497159091,1.753715035,1.745410839,0.007211538,0.28125,0.389641608,-0.006555944,6.038024476,7.235576923
60,7-Jul-21,GC,EPIL,1,37.70134228,41.00671141,0.038590604,43.87583893,48.84228188,54.83221477,0.00115604,113.4228188,0.004154362,0.027231544,0.040419463,0.393288591,13.6761745,14.52684564,14.53691275,49.61409396,0.019043624,7.983221477,3.520134228,3.738255034,-0.000681208,118.6744966,0.029077181,2.370805369,0.058389262,2.91442953,3.303691275,5.149328859,0.006756711,-0.030989933,6.562080537,7.238255034,7.370805369,-0.059513423,0.969295302,0.513926174,-0.025369128,46.49328859,51.47651007
17,22-Jun-21,GR,EPIL,1,8.972972973,9.773955774,0.048157248,0.204373464,0.216339066,0.53022113,0.000551843,153.0958231,0.004535627,0.006523342,0.011179361,0.392628993,9.493857494,10.8968059,10.97542998,3.147420147,0.00946683,4.348894349,3.518427518,4.090909091,0.001724324,4.916461916,0.0094914,1.720884521,0.054987715,3.157248157,3.41031941,6.164619165,0.00022973,-0.000863882,2.072972973,2.222604423,2.242014742,-0.011764128,0.263636364,0.407125307,-0.021702703,0.866830467,0.913022113
230,9-Sep-21,GC,EPIP,4,17.0050396,20.01439885,0.016918647,10.70554356,12.4550036,12.92656587,-0.066234701,69.83441325,0.001799856,0.01799856,0.016558675,0.388768898,12.10223182,13.92008639,13.9524838,12.92656587,0.017278618,5.410367171,2.531317495,2.83837293,0.002159827,27.56659467,0.010799136,1.079913607,0.056515479,2.901727862,3.431605472,2.902447804,-0.000359971,0.002519798,2.021238301,2.259899208,2.336213103,0.00287977,0.334773218,0.537796976,-0.004319654,10.53635709,12.2462203
49,22-Jun-21,BG,EPIL,1,25.51618548,27.68591426,0.040682415,16.36920385,17.89588801,18.16272966,0.000867892,102.2747157,0.003744969,0.012882765,0.026172353,0.383595801,11.96412948,14.00262467,14.0376203,19.3175853,0.014938758,6.299212598,1.151793526,1.302274716,-0.000723972,43.47331584,0.016023622,1.505686789,0.056649169,2.313648294,2.516622922,4.23928259,0.002358268,-0.004197725,4.07567804,4.553805774,4.628171479,-0.017699038,0.491688539,0.533245844,-0.006557305,15.36745407,18.68766404
285,13-Oct-21,GC,EPIP,5,45.87108014,52.17770035,-0.019163763,47.89198606,55.17421603,59.26829268,-0.054006969,57.14285714,0,0.059233449,0.034843206,0.381533101,12.67247387,13.94599303,13.8989547,51.44599303,0.027874564,7.6271777,3.480836237,3.783972125,0.00174216,122.0034843,0.012195122,1.608013937,0.059233449,2.963414634,3.337979094,3.008710801,0.003484321,-0.012195122,7.475609756,8.419860627,8.493031359,-0.003484321,0.996515679,0.447735192,-0.010452962,46.51567944,54.28571429
180,17-Aug-21,BG,EPIP,5,10.54016064,13.26305221,0.023493976,2.929718876,3.514056225,3.636546185,-0.040763052,43.35341365,0.002409639,0.009036145,0.012048193,0.381325301,11.03413655,13.58232932,13.72289157,5.592369478,0.014257028,4.957831325,1.793574297,2.054216867,0.002811245,8.945783133,0.008232932,0.781325301,0.051606426,2.580321285,3.230923695,2.620481928,-0.001004016,0.004618474,0.606425703,0.696987952,0.694779116,0.002208835,0.159036145,0.392369478,-0.003012048,3.477911647,3.993975904
256,22-Sep-21,DL,EPIL,4,11.76271186,14.11581921,0.020056497,8.098870056,9.290960452,9.533898305,-0.126271186,130.1412429,0.002259887,0.013276836,0.011016949,0.378813559,8.709039548,10.36440678,10.35028249,10.09322034,0.014971751,4.070621469,3.146892655,3.576271186,0.002259887,20.97457627,0.006497175,0.757062147,0.051129944,2.926553672,3.483050847,2.765254237,0,0.004519774,1.311299435,1.494350282,1.510169492,0.006779661,0.29519774,0.421468927,-0.006497175,7.785310734,9.440677966
216,17-Aug-21,WS,EPIL,1,41.94029851,48.92537313,0.002985075,48.34328358,57.08955224,59.91044776,-0.107462687,110.4328358,0.002985075,0.070149254,0.035820896,0.37761194,8.313432836,8.997014925,8.962686567,50.14925373,0.026865672,7.197014925,21.07462687,24.49253731,0.023880597,121.4477612,0.041791045,2.440298507,0.037313433,4.944776119,5.747761194,4.937313433,0.002985075,0.008955224,4.405970149,5.120895522,5.158208955,0.001492537,1.080597015,0.305970149,-0.032835821,47.11940299,55.26865672
53,7-Jul-21,BN,EPIP,3,18.75835721,20.6112703,0.034861509,11.20821394,12.48806113,14.01623687,0.001024833,32.56446991,0.002563992,0.012468959,0.019570201,0.376934097,14.08309456,15.5921681,15.61604585,14.62750716,0.014770774,5.964660936,2.434574976,2.645176695,-0.000154728,30.97421203,0.015420248,1.315186246,0.067239733,1.379178606,1.543457498,2.070200573,0.00213467,-0.005334288,2.534861509,2.814231137,2.829512894,-0.016408787,0.275835721,0.529608405,-0.014441261,12.41642789,13.89684814
156,3-Aug-21,DL,EPIL,2,9.803536346,11.64047151,0.009332024,6.660117878,7.937131631,8.163064833,-0.203339882,208.497053,0.003929273,0.013752456,0.01129666,0.37475442,9.120825147,10.19155206,10.14734774,9.828094303,0.016208251,5.348722986,2.301571709,2.599214145,0.002455796,19.99508841,0.007858546,1.048133595,0.04518664,2.862475442,3.452848723,3.122298625,0.000982318,0.004420432,1.893909627,2.143418468,2.188113949,0.010314342,0.457269155,0.345284872,-0.007367387,7.367387033,8.217092338
91,7-Jul-21,BN,EPIL,2,20.43519395,22.14285714,0.036896878,12.14758751,13.54304636,14.82970672,0.001065752,63.81267739,0.003130558,0.01204825,0.021731315,0.37346263,13.80794702,15.52507096,15.49195837,16.12109745,0.015629139,6.579943236,2.502365184,2.769157994,-0.000194418,34.23368023,0.01666036,1.201513718,0.063576159,1.840586566,2.014664144,3.100756859,0.002479659,-0.006698202,2.281929991,2.570482498,2.624408704,-0.017672658,0.345931883,0.574266793,-0.015104068,13.49574267,15.17029328
88,7-Jul-21,WS,EPIL,4,27.32206406,29.13701068,0.052491103,25.3113879,28.22953737,31.20106762,0.001208185,47.29537367,0.002710854,0.016966192,0.030142349,0.373042705,11.06761566,12.09074733,12.03736655,28.01601423,0.019786477,7.282918149,6.270462633,6.87455516,0.005039146,68.95017794,0.028229537,2.002669039,0.041014235,2.62633452,2.883451957,3.5613879,0.004919039,-0.011503559,3.418149466,3.830071174,3.921708185,-0.026841637,0.513967972,0.476156584,-0.033514235,26.8772242,30.27580071
183,17-Aug-21,BG,EPIP,7,13.8084922,17.3635182,0.017331023,5.28812825,6.293327556,6.427642981,-0.04787695,50.84488735,0.002166378,0.011048527,0.01364818,0.372833622,10.98136915,13.77166378,13.92114385,7.809792028,0.016031196,5.435441941,1.599220104,1.831889081,0.001083189,14.52989601,0.008665511,0.814991334,0.051343154,2.478336222,3.009098787,2.469670711,-0.001083189,0.001299827,1.431325823,1.673960139,1.682409012,0.002599653,0.216637782,0.498483536,-0.002383016,5.268630849,6.390814558
120,3-Aug-21,BG,EPIL,3,17.58691207,21.01226994,0.010224949,12.13701431,14.21779141,14.85173824,-0.104294479,108.1288344,0.003578732,0.023517382,0.016359918,0.371165644,12.05010225,13.54294479,13.58384458,14.92331288,0.017893661,5.879345603,3.033231084,3.416666667,0.00204499,31.80981595,0.010736196,1.169734151,0.059815951,3.468302658,4.053169734,3.792944785,0,0.003578732,2.926891616,3.287832311,3.321063395,0.004601227,0.425869121,0.486196319,-0.006646217,12.58691207,14.36605317
12,22-Jun-21,BG,EPIL,5,12.7079646,13.15929204,0.034513274,0.581327434,0.614778761,1.292035398,0.00069115,88.84955752,0.00449469,0.008536283,0.017938053,0.370265487,13.00884956,13.92035398,13.90265487,6.848672566,0.012265487,5.400884956,3.015929204,3.156637168,0.000876991,15.90265487,0.013769912,1.781415929,0.077584071,2.794690265,2.947787611,4.780530973,0.001767257,-0.010973451,5.560176991,5.798230088,5.805309735,-0.031707965,0.198318584,0.514867257,-0.020707965,1.818584071,1.839823009
213,17-Aug-21,GR,EPIL,2,33.47560976,38.73170732,-0.020731707,37.81707317,44.69512195,45.97560976,-0.15,154.1463415,0.001219512,0.05,0.024390244,0.368292683,9.432926829,10.32073171,10.28536585,39.92682927,0.024390244,6.809756098,3.835365854,4.213414634,0.003658537,97.13414634,0.01097561,1.548780488,0.048780488,3.502439024,4.079268293,3.554878049,0.002439024,0.002439024,4.441463415,5.075609756,5.134146341,0.003658537,0.968292683,0.424390244,-0.009756098,36.24390244,42.57317073
170,17-Aug-21,BG,EPIL,1,10.30615124,13.17014673,0.020174944,1.780474041,2.124717833,2.2996614,-0.055445824,58.1969526,0.002539503,0.008041761,0.011992099,0.367663657,10.19046275,13.03611738,13.29288939,4.387697517,0.014531603,4.994356659,2.525395034,3.171557562,0.001128668,5.801354402,0.008182844,0.860468397,0.052906321,2.508465011,3.106659142,2.625564334,-0.000705418,0.004091422,0.668453725,0.78527088,0.788233634,0.002962754,0.16464447,0.333380361,-0.004655756,2.391365688,2.655191874
10,22-Jun-21,BG,EPIL,3,14.34782609,15.28311426,0.037411527,0.3619818,0.385490394,0.977755308,0.000846309,55.46006067,0.003350859,0.007467139,0.017527806,0.366481294,14.79271992,16.29929221,16.37007078,5.192113246,0.014110212,5.707785642,1.47421638,1.56016178,0.000427199,9.423660263,0.012896866,1.577350859,0.067997978,1.807886754,1.917087968,3.026289181,0.00082912,-0.005006572,3.579878665,3.808897877,3.816986855,-0.018771486,0.137714863,0.60364004,-0.01231547,1.301314459,1.343781598
237,22-Sep-21,BG,EPIL,1,12.4328125,16.0625,0.020625,3.94375,4.6125,4.6109375,-0.0865625,90.046875,0.0028125,0.00984375,0.01125,0.36453125,9.58125,12.5015625,12.66875,6.4640625,0.01609375,5.2109375,2.1203125,2.584375,0.00171875,11.071875,0.008125,0.8628125,0.054375,3.8046875,4.584375,3.74375,-0.00046875,0.003125,1.0115625,1.165,1.16875,0.00515625,0.245625,0.408125,-0.00390625,3.940625,4.7796875
226,9-Sep-21,GC,EPIL,4,20.57768924,22.98804781,0.006640106,17.67596282,20.27888446,20.91633466,-0.093625498,97.21115538,0.001992032,0.025896414,0.018592297,0.363877822,12.1314741,13.64541833,13.59893758,20.84329349,0.019920319,5.865869854,2.948871182,3.29814077,0.002656042,45.91633466,0.011288181,1.146082337,0.069057105,3.655378486,4.315405046,3.687915007,0,0.003984064,2.347277556,2.716467463,2.733067729,0.001992032,0.488711819,0.535192563,-0.007304117,17.16467463,20.37184595
34,22-Jun-21,BN,EPIP,4,25.13879004,27.22064057,0.039501779,12.50533808,13.32384342,14.4341637,0.001006406,23.17081851,0.002359431,0.012708185,0.024523132,0.361209964,15.51957295,16.70818505,17.77580071,15.06049822,0.017281139,6.903914591,1.399288256,1.485053381,-0.000463701,32.70106762,0.016708185,1.396085409,0.06455516,1.174377224,1.300355872,1.76227758,0.001657295,-0.006551601,5.085409253,5.516014235,5.565836299,-0.011619217,0.262775801,0.707829181,-0.011494662,12.93594306,14.20284698
77,7-Jul-21,BG,FILA,2,8.124762267,9.094712819,0.024153671,0.046262838,0.053718144,0.178965386,0.00060698,16.44161278,0.001985546,0.005611449,0.009385698,0.360022822,8.824648155,11.42069228,11.62038798,6.211487258,0.010298593,4.188855078,1.320844428,1.521491061,9.00533E-05,0.275199696,0.008269304,1.074553062,0.044807912,3.768543172,4.525484975,4.141308482,0.000110784,-0.000810955,0.607074933,0.68980601,0.694560669,-0.003760936,0.062656904,0.359547356,-0.008115253,0.480886269,0.534423735
219,17-Aug-21,WS,EPIL,4,30.32163743,34.41520468,0.001949318,31.34502924,36.79337232,39.29824561,-0.074074074,76.79337232,0.000974659,0.044834308,0.025341131,0.358674464,9.199805068,9.892787524,9.85380117,33.26510721,0.023391813,6.668615984,8.826510721,10,0.009746589,78.80116959,0.021442495,2.016569201,0.035087719,4.082846004,4.844054581,4.089668616,0,0.003898635,3.279727096,3.831384016,3.852826511,0,0.701754386,0.363547758,-0.014619883,31.38401559,35.95516569
61,7-Jul-21,GC,EPIL,2,28.6535009,31.26570916,0.041292639,28.02513465,31.17594255,33.54578097,0.001349192,88.29443447,0.003998205,0.020637343,0.026059246,0.356104129,13.60861759,14.65888689,14.65888689,31.5529623,0.016606822,6.911131059,4.597845601,5.008976661,-9.78456E-05,73.23159785,0.020960503,1.908438061,0.056965889,2.954219031,3.378815081,4.687612208,0.004390485,-0.014102334,3.234290844,3.578994614,3.687612208,-0.032405745,0.700359066,0.569030521,-0.023895871,29.43447038,33.21364452
93,7-Jul-21,BN,EPIL,4,12.23424095,14.64005968,0.0307721,2.078515479,2.339612085,2.492540097,0.000832712,45.05781425,0.002876725,0.007452443,0.013157404,0.356023872,9.669899291,13.7075718,13.96866841,4.732375979,0.013185379,5.393509884,1.539537486,1.909735173,-0.000100242,6.397799329,0.010714286,0.960462514,0.053198433,1.390339426,1.547929877,2.199738903,0.000180903,-8.39239E-05,0.680902648,0.780585602,0.788325252,-0.004321149,0.145747855,0.430436404,-0.009399478,2.581126445,2.999813502
146,3-Aug-21,GR,EPIL,2,8.934634975,11.10356537,0.005942275,6.086587436,7.393887946,7.236842105,-0.202886248,207.7249576,0.003820034,0.012308998,0.010186757,0.355687606,8.179117148,9.634974533,9.596774194,9.261460102,0.016129032,5.182512733,2.143039049,2.500424448,0.002546689,18.82852292,0.00721562,0.988964346,0.041595925,2.717317487,3.322580645,2.812818336,0,0.00466893,1.820033956,2.12860781,2.173599321,0.010611205,0.44991511,0.316213922,-0.00721562,6.353989813,7.614601019
253,22-Sep-21,DL,EPIL,1,7.76907723,10.35621066,0.027637034,1.820973438,2.141870106,2.06817135,-0.103869185,107.2470444,0.002379856,0.005373868,0.007984032,0.352525718,6.45017657,9.788116076,10.0491325,4.018117611,0.012820513,3.708736373,1.96837095,2.778289575,0.001919238,5.286350376,0.005450637,0.682634731,0.045754645,2.111162291,2.562567173,1.886227545,-0.000230309,0.001765699,0.376554583,0.436127745,0.434438815,0.006909258,0.172424382,0.38200522,-0.003915246,1.843236604,2.331490864
8,22-Jun-21,BG,EPIL,1,11.96442688,12.29249012,0.034387352,0.306719368,0.32798419,0.724901186,0.000712648,89.48616601,0.003899209,0.006494071,0.017051383,0.35201581,12.13833992,13.60079051,13.66403162,4.304347826,0.011885375,5.280632411,1.164822134,1.241501976,0.000413043,7.328063241,0.012264822,1.490909091,0.058537549,2.301581028,2.445454545,4.098814229,0.000134783,-0.004561265,3.371936759,3.618181818,3.68972332,-0.0163083,0.199130435,0.492885375,-0.00886166,1.092885375,1.128853755
229,9-Sep-21,GC,EPIP,1,21.00690449,24.83889528,0.00575374,18.18757192,21.18527043,21.57652474,-0.086306099,89.75834292,0.001726122,0.02589183,0.018987342,0.35155351,11.52474108,13.1127733,13.0840046,19.89067894,0.018411968,5.632336018,3.533371692,3.978135788,0.002301496,46.49597238,0.010356732,1.069044879,0.052934407,2.495397008,2.963176064,2.441311853,0,0.00287687,2.755466053,3.127157652,3.182393556,0.003452244,0.49424626,0.498849252,-0.006904488,17.16340621,20.77100115
124,3-Aug-21,BG,EPIP,2,20.94211124,24.30192963,0.008513053,15.41430193,17.87741203,18.45062429,-0.057321226,60.8399546,0.001702611,0.026106697,0.018728717,0.34676504,12.99091941,14.50624291,14.52326901,17.9568672,0.018728717,6.1861521,3.801362089,4.251986379,0.001702611,39.15437003,0.010783201,1.24631101,0.056753689,2.688989784,3.09307605,2.898410897,-0.001135074,0.005107832,2.350737798,2.63677639,2.670828604,0.002270148,0.413734393,0.557321226,-0.008513053,15.36889898,17.74687855
204,17-Aug-21,GC,EPIP,4,53.91836735,60.3877551,-0.055102041,63.63265306,73.36734694,78.3877551,-0.083673469,87.85714286,0,0.081632653,0.040816327,0.344897959,12.09387755,12.90408163,12.83673469,65.79591837,0.032653061,8.73877551,3.630612245,3.863265306,0.002040816,156.9591837,0.016326531,2.07755102,0.051020408,4.416326531,4.955102041,4.479591837,0.002040816,-0.004081633,6.908163265,7.830612245,7.897959184,-0.004081633,1.332653061,0.481632653,-0.014285714,63.30612245,72.3877551
92,7-Jul-21,BN,EPIL,3,12.90733198,14.9694501,0.031568228,3.044806517,3.397403259,3.597250509,0.000850942,57.26832994,0.003117363,0.007828411,0.013556517,0.344322811,10.4098778,13.49287169,13.64562118,6.014511202,0.01279277,5.417515275,2.113034623,2.576374745,-9.91599E-05,8.975305499,0.011130346,1.13938391,0.055868126,1.776985743,1.989562118,2.769857434,0.00053195,0.000218432,1.02864053,1.185845214,1.194246436,-0.005906314,0.181135438,0.433808554,-0.012894603,3.697810591,4.192973523
231,9-Sep-21,GC,EPIP,6,15.65357143,18.07142857,0.019285714,10.00357143,11.45,11.93928571,-0.070714286,74.07142857,0.001785714,0.016785714,0.015357143,0.341428571,11.41785714,13.15,13.17142857,12.24285714,0.016071429,5.089285714,3.4425,3.960714286,0.001785714,25.75714286,0.009285714,1.068214286,0.052142857,2.108571429,2.494642857,2.079285714,-0.001071429,0.004642857,1.881428571,2.113214286,2.159642857,0.002857143,0.320357143,0.498571429,-0.005714286,9.635714286,11.39285714
296,13-Oct-21,GR,EPIP,2,14.16291629,17.25922592,0.01080108,12.28172817,14.21692169,14.549955,-0.110711071,113.8613861,0.001350135,0.016651665,0.012151215,0.339333933,7.848784878,8.838883888,8.820882088,14.6579658,0.01350135,3.834833483,2.715121512,3.02610261,0.002250225,32.30873087,0.004950495,1.384788479,0.040954095,3.049954995,3.52340234,3.088208821,0.00090009,-0.000450045,2.160666067,2.430243024,2.501350135,0.004950495,0.378487849,0.297029703,-0.00630063,11.76867687,13.70387039
4,22-Jun-21,BN,EPIL,4,12.62596899,12.87790698,0.024224806,0.717248062,0.756492248,1.495155039,0.000660853,66.94767442,0.004059109,0.007787791,0.015687984,0.335174419,12.51937984,13.14922481,13.12015504,5.746124031,0.011666667,4.919573643,1.448643411,1.521317829,0.000513566,13.97286822,0.013362403,4.061046512,0.065184109,2.188953488,2.229651163,4.156007752,0.000482558,-0.010329457,1.651162791,1.742248062,1.752906977,-0.037664729,0.148255814,0.440600775,-0.009073643,1.938953488,1.975775194
178,17-Aug-21,BG,EPIP,3,12.57679181,15.44937429,0.009101251,8.339021615,10.13651877,10.47212742,-0.052332196,55.40386803,0.002275313,0.016496018,0.013651877,0.333333333,11.40500569,12.95221843,12.94084187,11.97952218,0.015358362,5.290671217,2.312286689,2.596700796,0.001137656,24.86348123,0.007963595,0.949374289,0.050056883,2.547212742,3.189419795,2.642207053,-0.000568828,0.007394767,1.353242321,1.587030717,1.591581342,0.001706485,0.282707622,0.436860068,-0.005688282,8.930602958,10.54607509
63,7-Jul-21,GC,EPIL,5,28.38810642,31.31455399,0.037558685,24.93740219,28.23161189,29.52269171,0.000959311,118.2316119,0.003762128,0.018380282,0.025172144,0.329107981,12.36306729,13.56807512,13.56807512,28.12989045,0.015140845,6.506259781,3.630672926,3.993740219,-0.000371674,66.58059468,0.019061033,1.961658842,0.053865415,2.481220657,2.730829421,4.751956182,0.003613459,-0.00970266,2.94600939,3.271517997,3.330985915,-0.031259781,0.686619718,0.495461659,-0.020868545,25.76682316,29.43661972
269,13-Oct-21,BN,EPIP,1,20.80890973,25.1992966,0.004689332,15.42790152,17.97772567,18.9038687,-0.073270809,76.96365768,0.001758499,0.022274326,0.018171161,0.328253224,12.3094959,14.01524033,13.96248535,18.31184056,0.01992966,6.178194607,1.794841735,1.983587339,0.001172333,40.50996483,0.011137163,0.935521688,0.055685815,2.241500586,2.597889801,2.238569754,-0.000586166,0,3.024032825,3.515826495,3.511723329,0.002344666,0.429073857,0.542203986,-0.005861665,15.39273154,17.63774912
118,3-Aug-21,BG,EPIL,1,11.33422104,15.05992011,0.017976032,3.087882823,3.623169108,3.676431425,-0.083754993,87.16378162,0.002663116,0.009054594,0.011451398,0.327829561,9.234354194,12.0758988,12.31158455,5.559254328,0.015046605,5.142476698,1.800266312,2.194407457,0.001331558,8.580559254,0.007856192,1.109587217,0.046604527,2.777629827,3.303595206,2.976031957,-0.000532623,0.003462051,0.794673768,0.919840213,0.917576565,0.004926764,0.235552597,0.413715047,-0.003994674,3.318242344,3.873501997
227,9-Sep-21,GC,EPIL,5,37.04607046,42.27642276,-0.032520325,40.46070461,47.37127371,49.37669377,-0.119241192,123.8482385,0.001355014,0.054200542,0.029810298,0.326558266,12.06368564,13.27235772,13.20460705,42.98102981,0.025745257,7.495934959,3.01897019,3.280487805,0.004065041,103.4688347,0.014905149,1.159891599,0.050135501,4.047425474,4.83197832,3.955284553,0,0.004065041,4.68699187,5.417344173,5.478319783,0,0.962059621,0.558265583,-0.006775068,38.5501355,46.17886179
76,7-Jul-21,BG,EPIL,1,22.16951788,24.28460342,0.033437014,22.02177294,24.70451011,26.38413686,0.000741058,110.1088647,0.005793157,0.016065319,0.025497667,0.320762053,10.30326594,11.18195956,11.21306376,26.05754277,0.012550544,6.181959565,1.963452566,2.110419907,-0.000726283,60.78538103,0.018654743,1.669517885,0.053514774,2.378693624,2.709175739,4.50466563,0.006423795,-0.013032659,2.734836703,3.029548989,3.099533437,-0.03025661,0.600233281,0.391213064,-0.011687403,23.2192846,26.43079316
215,17-Aug-21,GR,EPIL,4,43.30188679,49.60691824,-0.040880503,50.75471698,60.39308176,60.86477987,-0.155660377,159.1194969,0.001572327,0.062893082,0.029874214,0.320754717,7.135220126,8.243710692,8.204402516,53.06603774,0.025157233,7.246855346,4.885220126,5.369496855,0.003144654,128.9622642,0.012578616,2.389937107,0.040880503,4.353773585,5.006289308,4.424528302,0.003144654,-0.003144654,5.23427673,6.048742138,6.105345912,0,1.231132075,0.294025157,-0.01572327,48.86792453,57.15408805
48,22-Jun-21,GC,EPIL,1,20.96054889,23.18181818,0.054888508,15.8619211,17.1483705,17.56003431,0.000649657,166.4236707,0.007075472,0.013237564,0.021543739,0.319511149,9.313893654,10.54030875,10.56603774,18.04030875,0.011063465,4.991423671,1.331903945,1.477272727,0.000526587,42.30703259,0.017174099,1.927958834,0.040904803,3.448542024,3.740137221,6.518010292,0.003026587,-0.003483705,4.095197256,4.502572899,4.588336192,-0.020270154,0.550171527,0.355531732,-0.007813036,15.04288165,17.57718696
150,3-Aug-21,GC,EPIP,3,25.16129032,31.15207373,-0.02764977,37.21198157,44.8156682,49.51612903,-0.066820276,70,0.002304147,0.062211982,0.025345622,0.31797235,10.35483871,11.74654378,11.71428571,43.04147465,0.020737327,6.605990783,2.866359447,3.048387097,0.004608295,105.8064516,0.011520737,2.368663594,0.048387097,3.433179724,4.175115207,3.605990783,-0.002304147,0.006912442,4.529953917,5.221198157,5.239631336,0,0.852534562,0.463133641,-0.013824885,41.17511521,45.1843318
123,3-Aug-21,BG,EPIP,1,21.55688623,24.86227545,0.002994012,17.86826347,20.43712575,21.5508982,-0.053892216,56.8742515,0.001796407,0.029341317,0.019161677,0.317365269,12.25748503,13.43712575,13.45508982,19.8742515,0.018562874,5.932934132,2.537125749,2.774850299,0.00239521,44.20958084,0.010778443,1.05508982,0.049700599,2.483233533,2.891017964,2.676047904,-0.001796407,0.00239521,2.634730539,2.932934132,2.993413174,0.00239521,0.44251497,0.528742515,-0.007185629,17.8742515,20.32335329
283,13-Oct-21,GC,EPIL,5,17.15313464,21.17163412,0.012332991,14.48612539,16.89619733,17.05035971,-0.12692703,130.8324769,0.002055498,0.021582734,0.015416238,0.316032888,9.378211716,10.81706064,10.77081192,16.89619733,0.016957862,5.010791367,3.930113052,4.544193217,0.002055498,37.79033916,0.009249743,1.315519013,0.046248715,2.927029805,3.329907503,2.938848921,0.001027749,-0.001541624,2.689619733,3.094552929,3.121274409,0.005138746,0.475334018,0.351490236,-0.007194245,13.63309353,16.08427544
71,7-Jul-21,BN,FILA,1,6.877897991,7.629443586,0.022990726,0.138350077,0.155680062,0.15940881,0.000671368,29.26970634,0.002681607,0.005434699,0.00814915,0.31549459,8.763523957,9.870556414,9.930448223,17.33384853,0.008471793,4.173106646,1.784003091,1.970633694,0.000622102,0.404752705,0.007936631,1.446483771,0.045923493,11.00270479,12.78979907,11.76004637,0.000684892,-0.000454598,1.058346213,1.19687017,1.19687017,-0.007658423,0.10297527,0.304482226,-0.010411515,0.54694745,0.569938176
297,13-Oct-21,GR,EPIP,4,19.63659148,23.38345865,0.005639098,18.55263158,21.72932331,22.11152882,-0.088972431,91.54135338,0.000626566,0.023182957,0.016290727,0.30952381,7.98245614,8.928571429,8.897243108,21.09022556,0.015037594,4.179197995,2.276942356,2.513157895,0.001879699,48.22681704,0.006892231,1.220551378,0.04887218,2.79887218,3.201754386,2.846491228,0.000626566,-0.004385965,2.970551378,3.375313283,3.432957393,0.002506266,0.476817043,0.34962406,-0.006265664,17.73809524,20.78320802
217,17-Aug-21,WS,EPIL,2,49.04362416,56.0738255,-0.035234899,56.4261745,65.43624161,68.9261745,-0.10738255,111.6442953,0,0.072147651,0.036912752,0.308724832,7.622483221,8.464765101,8.419463087,58.2885906,0.031879195,8.077181208,8.533557047,9.317114094,0.013422819,138.3724832,0.021812081,1.744966443,0.031879195,5.161073826,6.026845638,5.112416107,0.003355705,0.008389262,5.285234899,6.132550336,6.179530201,-0.001677852,1.201342282,0.33557047,-0.015100671,55.48657718,63.84228188
200,17-Aug-21,GC,EPIL,5,26.12403101,30.31007752,-0.013565891,27.5,32.04457364,33.61434109,-0.118217054,121.7054264,0.001937984,0.037790698,0.021317829,0.307170543,9.835271318,10.82364341,10.79457364,30.91085271,0.021317829,5.968992248,3.132751938,3.429263566,0.002906977,69.38953488,0.010658915,1.735465116,0.043604651,3.949612403,4.66375969,4.022286822,0.001937984,0,4.028100775,4.532945736,4.632751938,0.003875969,0.716085271,0.406976744,-0.006782946,26.60852713,31.30813953
