Sample.Id,Element,Concentration
8_2_21_UF_6,Ni,0.424242424
8_2_21_UF_6,Cu_KED,4.351515152
8_2_21_UF_6,Cu_NH3,4.416161616
8_2_21_UF_6,Zn,4.624242424
8_2_21_UF_6,As_STD,11.72121212
8_2_21_UF_6,As_KED,9.743434343
8_2_21_UF_6,As_Oshift,12.3959596
8_2_21_UF_6,Se..77..77.77..ppb.,0.433699895
8_2_21_UF_6,Se77_Oshift,0.181818182
8_2_21_UF_6,Se78_Oshift,0.224242424
8_2_21_UF_6,Se80_Oshift,0.238383838
8_2_21_UF_6,Se..82..82.82..ppb.,0.808080808
8_2_21_UF_6,Se82_Oshift,0.234343434
8_2_21_UF_6,Mo_NH3,6.977777778
8_2_21_UF_6,Mo_Oshift,7.024242424
8_2_21_UF_6,Cd111,0.036363636
8_2_21_UF_6,Cd114,0.032323232
8_2_21_UF_6,Pb_STD,0.071230072
8_2_21_UF_6,Pb_NH3,0.078026292
8_2_21_UF_8,Na,23260.70101
8_2_21_UF_8,Mg,14256.59394
8_2_21_UF_8,Al,0.906263092
8_2_21_UF_8,P,9.928065902
8_2_21_UF_8,S,21476.12121
8_2_21_UF_8,K,4778.044444
8_2_21_UF_8,Ca,65801.51313
8_2_21_UF_8,V,2.757575758
8_2_21_UF_8,Cr_KED,0.343434343
8_2_21_UF_8,Cr_NH3,0.309090909
8_2_21_UF_8,Fe_NH3,1.218874063
8_2_21_UF_8,Mn,27.83030303
8_2_21_UF_8,Fe_KED,2.783838384
8_2_21_UF_8,Co,0.065677402
8_2_21_UF_8,Ni,0.371717172
8_2_21_UF_8,Cu_KED,4.296969697
8_2_21_UF_8,Cu_NH3,4.296969697
8_2_21_UF_8,Zn,1.892929293
8_2_21_UF_8,As_STD,13.12727273
8_2_21_UF_8,As_KED,11.75151515
8_2_21_UF_8,As_Oshift,13.81818182
8_2_21_UF_8,Se..77..77.77..ppb.,0.433699895
8_2_21_UF_8,Se77_Oshift,0.125252525
8_2_21_UF_8,Se78_Oshift,0.238383838
8_2_21_UF_8,Se80_Oshift,0.254545455
8_2_21_UF_8,Se..82..82.82..ppb.,1.080808081
8_2_21_UF_8,Se82_Oshift,0.208080808
8_2_21_UF_8,Mo_NH3,5.763636364
8_2_21_UF_8,Mo_Oshift,5.862626263
8_2_21_UF_8,Cd111,0.026262626
8_2_21_UF_8,Cd114,0.022222222
8_2_21_UF_8,Pb_STD,0.071230072
8_2_21_UF_8,Pb_NH3,0.078026292
8_2_21_UF_9,Na,17068.09697
8_2_21_UF_9,Mg,12880.85051
8_2_21_UF_9,Al,0.906263092
8_2_21_UF_9,P,9.928065902
8_2_21_UF_9,S,17352.43838
8_2_21_UF_9,K,3711.888889
8_2_21_UF_9,Ca,56660.12323
8_2_21_UF_9,V,1.941414141
8_2_21_UF_9,Cr_KED,0.177777778
8_2_21_UF_9,Cr_NH3,0.149494949
8_2_21_UF_9,Fe_NH3,1.218874063
8_2_21_UF_9,Mn,13.54141414
8_2_21_UF_9,Fe_KED,1.364188275
8_2_21_UF_9,Co,0.065677402
8_2_21_UF_9,Ni,0.341414141
8_2_21_UF_9,Cu_KED,2.967676768
8_2_21_UF_9,Cu_NH3,2.995959596
8_2_21_UF_9,Zn,1.555555556
8_2_21_UF_9,As_STD,9.345454545
8_2_21_UF_9,As_KED,7.856565657
8_2_21_UF_9,As_Oshift,9.721212121
8_2_21_UF_9,Se..77..77.77..ppb.,0.433699895
8_2_21_UF_9,Se77_Oshift,0.137373737
8_2_21_UF_9,Se78_Oshift,0.181818182
8_2_21_UF_9,Se80_Oshift,0.16969697
8_2_21_UF_9,Se..82..82.82..ppb.,0.656565657
8_2_21_UF_9,Se82_Oshift,0.212121212
8_2_21_UF_9,Mo_NH3,3.985858586
8_2_21_UF_9,Mo_Oshift,4.03030303
8_2_21_UF_9,Cd111,0.010636193
8_2_21_UF_9,Cd114,0.018181818
8_2_21_UF_9,Pb_STD,0.071230072
8_2_21_UF_9,Pb_NH3,0.078026292
8_2_21_UF_10,Na,19390.84848
8_2_21_UF_10,Mg,19972.0404
8_2_21_UF_10,Al,0.906263092
8_2_21_UF_10,P,21.01010101
8_2_21_UF_10,S,33567.48485
8_2_21_UF_10,K,4735.870707
8_2_21_UF_10,Ca,80828.99192
8_2_21_UF_10,V,2.111111111
8_2_21_UF_10,Cr_KED,0.143434343
8_2_21_UF_10,Cr_NH3,0.111111111
8_2_21_UF_10,Fe_NH3,1.218874063
8_2_21_UF_10,Mn,11.88888889
8_2_21_UF_10,Fe_KED,1.364188275
8_2_21_UF_10,Co,0.065677402
8_2_21_UF_10,Ni,0.43030303
8_2_21_UF_10,Cu_KED,2.927272727
8_2_21_UF_10,Cu_NH3,2.680808081
8_2_21_UF_10,Zn,1.939393939
8_2_21_UF_10,As_STD,11.14747475
8_2_21_UF_10,As_KED,10.61818182
8_2_21_UF_10,As_Oshift,11.36565657
8_2_21_UF_10,Se..77..77.77..ppb.,0.907070707
8_2_21_UF_10,Se77_Oshift,0.135353535
8_2_21_UF_10,Se78_Oshift,0.244444444
8_2_21_UF_10,Se80_Oshift,0.226262626
8_2_21_UF_10,Se..82..82.82..ppb.,0.898989899
8_2_21_UF_10,Se82_Oshift,0.242424242
8_2_21_UF_10,Mo_NH3,4.115151515
8_2_21_UF_10,Mo_Oshift,4.076767677
8_2_21_UF_10,Cd111,0.010636193
8_2_21_UF_10,Cd114,0.016161616
8_2_21_UF_10,Pb_STD,0.071230072
8_2_21_UF_10,Pb_NH3,0.078026292
8_2_21_UF_11,Na,18285.63636
8_2_21_UF_11,Mg,20506.02626
8_2_21_UF_11,Al,0.906263092
8_2_21_UF_11,P,9.928065902
8_2_21_UF_11,S,34284.36768
8_2_21_UF_11,K,4821.246465
8_2_21_UF_11,Ca,84340.7697
8_2_21_UF_11,V,2.345454545
8_2_21_UF_11,Cr_KED,1.826262626
8_2_21_UF_11,Cr_NH3,1.727272727
8_2_21_UF_11,Fe_NH3,14.50505051
8_2_21_UF_11,Mn,13.21414141
8_2_21_UF_11,Fe_KED,16.71919192
8_2_21_UF_11,Co,0.065677402
8_2_21_UF_11,Ni,0.43030303
8_2_21_UF_11,Cu_KED,2.557575758
8_2_21_UF_11,Cu_NH3,2.476767677
8_2_21_UF_11,Zn,1.567676768
8_2_21_UF_11,As_STD,11.01616162
8_2_21_UF_11,As_KED,11.2989899
8_2_21_UF_11,As_Oshift,11.57171717
8_2_21_UF_11,Se..77..77.77..ppb.,0.894949495
8_2_21_UF_11,Se77_Oshift,0.117171717
8_2_21_UF_11,Se78_Oshift,0.193939394
8_2_21_UF_11,Se80_Oshift,0.18989899
8_2_21_UF_11,Se..82..82.82..ppb.,0.818181818
8_2_21_UF_11,Se82_Oshift,0.157575758
8_2_21_UF_11,Mo_NH3,3.915151515
8_2_21_UF_11,Mo_Oshift,3.967676768
8_2_21_UF_11,Cd111,0.010636193
8_2_21_UF_11,Cd114,0.007864799
8_2_21_UF_11,Pb_STD,0.212121212
8_2_21_UF_11,Pb_NH3,0.222222222
8_2_21_F_1,Na,9682.418182
8_2_21_F_1,Mg,12312.47475
8_2_21_F_1,Al,5.713131313
8_2_21_F_1,P,9.928065902
8_2_21_F_1,S,28903.95152
8_2_21_F_1,K,2497.991919
8_2_21_F_1,Ca,62224.02626
8_2_21_F_1,V,0.771717172
8_2_21_F_1,Cr_KED,0.105050505
8_2_21_F_1,Cr_NH3,0.096969697
8_2_21_F_1,Fe_NH3,13.21010101
8_2_21_F_1,Mn,34.15959596
8_2_21_F_1,Fe_KED,14.02222222
8_2_21_F_1,Co,0.065677402
8_2_21_F_1,Ni,0.595959596
8_2_21_F_1,Cu_KED,2.525252525
8_2_21_F_1,Cu_NH3,2.537373737
8_2_21_F_1,Zn,3.868686869
8_2_21_F_1,As_STD,9.244444444
8_2_21_F_1,As_KED,7.983838384
8_2_21_F_1,As_Oshift,9.97979798
8_2_21_F_1,Se..77..77.77..ppb.,0.433699895
8_2_21_F_1,Se77_Oshift,0.055646451
8_2_21_F_1,Se78_Oshift,0.131313131
8_2_21_F_1,Se80_Oshift,0.115151515
8_2_21_F_1,Se..82..82.82..ppb.,0.658585859
8_2_21_F_1,Se82_Oshift,0.147474747
8_2_21_F_1,Mo_NH3,12.07878788
8_2_21_F_1,Mo_Oshift,12.25050505
8_2_21_F_1,Cd111,0.010636193
8_2_21_F_1,Cd114,0.016161616
8_2_21_F_1,Pb_STD,0.071230072
8_2_21_F_1,Pb_NH3,0.078026292
8_2_21_F_6,Na,19940.13333
8_2_21_F_6,Mg,15110.05051
8_2_21_F_6,Al,3.832323232
8_2_21_F_6,P,9.928065902
8_2_21_F_6,S,27636.07071
8_2_21_F_6,K,4504.446465
8_2_21_F_6,Ca,75944.19394
8_2_21_F_6,V,1.995959596
8_2_21_F_6,Cr_KED,0.84040404
8_2_21_F_6,Cr_NH3,0.878787879
8_2_21_F_6,Fe_NH3,20.77373737
8_2_21_F_6,Mn,27.72929293
8_2_21_F_6,Fe_KED,21.15555556
8_2_21_F_6,Co,0.065677402
8_2_21_F_6,Ni,0.545454545
8_2_21_F_6,Cu_KED,8.141414141
8_2_21_F_6,Cu_NH3,8.256565657
8_2_21_F_6,Zn,7.066666667
8_2_21_F_6,As_STD,12.55555556
8_2_21_F_6,As_KED,11.16767677
8_2_21_F_6,As_Oshift,12.03434343
8_2_21_F_6,Se..77..77.77..ppb.,0.433699895
8_2_21_F_6,Se77_Oshift,0.23030303
8_2_21_F_6,Se78_Oshift,0.238383838
8_2_21_F_6,Se80_Oshift,0.2
8_2_21_F_6,Se..82..82.82..ppb.,1.048484848
8_2_21_F_6,Se82_Oshift,0.286868687
8_2_21_F_6,Mo_NH3,7.434343434
8_2_21_F_6,Mo_Oshift,6.882828283
8_2_21_F_6,Cd111,0.04040404
8_2_21_F_6,Cd114,0.036363636
8_2_21_F_6,Pb_STD,0.191919192
8_2_21_F_6,Pb_NH3,0.191919192
8_2_21_F_8,Na,23231.42828
8_2_21_F_8,Mg,15141.89697
8_2_21_F_8,Al,5.757575758
8_2_21_F_8,P,9.928065902
8_2_21_F_8,S,23788.54747
8_2_21_F_8,K,5332.012121
8_2_21_F_8,Ca,72763.4101
8_2_21_F_8,V,2.854545455
8_2_21_F_8,Cr_KED,0.256565657
8_2_21_F_8,Cr_NH3,0.264646465
8_2_21_F_8,Fe_NH3,12.40808081
8_2_21_F_8,Mn,29.94545455
8_2_21_F_8,Fe_KED,13.6040404
8_2_21_F_8,Co,0.065677402
8_2_21_F_8,Ni,0.43030303
8_2_21_F_8,Cu_KED,8.763636364
8_2_21_F_8,Cu_NH3,8.541414141
8_2_21_F_8,Zn,4.474747475
8_2_21_F_8,As_STD,14.16161616
8_2_21_F_8,As_KED,12.86464646
8_2_21_F_8,As_Oshift,14.1030303
8_2_21_F_8,Se..77..77.77..ppb.,0.876767677
8_2_21_F_8,Se77_Oshift,0.131313131
8_2_21_F_8,Se78_Oshift,0.258585859
8_2_21_F_8,Se80_Oshift,0.193939394
8_2_21_F_8,Se..82..82.82..ppb.,1.218181818
8_2_21_F_8,Se82_Oshift,0.195959596
8_2_21_F_8,Mo_NH3,6.484848485
8_2_21_F_8,Mo_Oshift,6.268686869
8_2_21_F_8,Cd111,0.024242424
8_2_21_F_8,Cd114,0.026262626
8_2_21_F_8,Pb_STD,0.197979798
8_2_21_F_8,Pb_NH3,0.206060606
8_2_21_F_9,Na,15627.8303
8_2_21_F_9,Mg,13631.9596
8_2_21_F_9,Al,4.694949495
8_2_21_F_9,P,9.928065902
8_2_21_F_9,S,19760.43232
8_2_21_F_9,K,4091.333333
8_2_21_F_9,Ca,63002.44242
8_2_21_F_9,V,2.096969697
8_2_21_F_9,Cr_KED,0.276767677
8_2_21_F_9,Cr_NH3,0.24040404
8_2_21_F_9,Fe_NH3,10.76969697
8_2_21_F_9,Mn,15.84444444
8_2_21_F_9,Fe_KED,11.81010101
8_2_21_F_9,Co,0.065677402
8_2_21_F_9,Ni,0.395959596
8_2_21_F_9,Cu_KED,6.812121212
8_2_21_F_9,Cu_NH3,6.442424242
8_2_21_F_9,Zn,3.032323232
8_2_21_F_9,As_STD,10.16969697
8_2_21_F_9,As_KED,9.101010101
8_2_21_F_9,As_Oshift,10.68080808
8_2_21_F_9,Se..77..77.77..ppb.,0.433699895
8_2_21_F_9,Se77_Oshift,0.055646451
8_2_21_F_9,Se78_Oshift,0.15959596
8_2_21_F_9,Se80_Oshift,0.173737374
8_2_21_F_9,Se..82..82.82..ppb.,0.707070707
8_2_21_F_9,Se82_Oshift,0.173737374
8_2_21_F_9,Mo_NH3,4.531313131
8_2_21_F_9,Mo_Oshift,4.587878788
8_2_21_F_9,Cd111,0.024242424
8_2_21_F_9,Cd114,0.026262626
8_2_21_F_9,Pb_STD,0.428282828
8_2_21_F_9,Pb_NH3,0.450505051
8_2_21_F_10,Na,16412.55758
8_2_21_F_10,Mg,19876.63434
8_2_21_F_10,Al,7.727272727
8_2_21_F_10,P,9.928065902
8_2_21_F_10,S,34837.5697
8_2_21_F_10,K,4823.745455
8_2_21_F_10,Ca,84077.88889
8_2_21_F_10,V,2.171717172
8_2_21_F_10,Cr_KED,0.131313131
8_2_21_F_10,Cr_NH3,0.111111111
8_2_21_F_10,Fe_NH3,8.804040404
8_2_21_F_10,Mn,14.55151515
8_2_21_F_10,Fe_KED,10.63232323
8_2_21_F_10,Co,0.065677402
8_2_21_F_10,Ni,0.466666667
8_2_21_F_10,Cu_KED,5.383838384
8_2_21_F_10,Cu_NH3,5.034343434
8_2_21_F_10,Zn,4.890909091
8_2_21_F_10,As_STD,11.41414141
8_2_21_F_10,As_KED,11.17777778
8_2_21_F_10,As_Oshift,12.07474747
8_2_21_F_10,Se..77..77.77..ppb.,1.101010101
8_2_21_F_10,Se77_Oshift,0.055646451
8_2_21_F_10,Se78_Oshift,0.171717172
8_2_21_F_10,Se80_Oshift,0.224242424
8_2_21_F_10,Se..82..82.82..ppb.,0.993939394
8_2_21_F_10,Se82_Oshift,0.248484848
8_2_21_F_10,Mo_NH3,4.414141414
8_2_21_F_10,Mo_Oshift,4.446464646
8_2_21_F_10,Cd111,0.010636193
8_2_21_F_10,Cd114,0.022222222
8_2_21_F_10,Pb_STD,0.274747475
8_2_21_F_10,Pb_NH3,0.292929293
8_2_21_F_11,Na,15237.35152
8_2_21_F_11,Mg,19460.12525
8_2_21_F_11,Al,8.036363636
8_2_21_F_11,P,9.928065902
8_2_21_F_11,S,33221.43838
8_2_21_F_11,K,4539.59798
8_2_21_F_11,Ca,79998.31717
8_2_21_F_11,V,2.161616162
8_2_21_F_11,Cr_KED,0.161616162
8_2_21_F_11,Cr_NH3,0.129292929
8_2_21_F_11,Fe_NH3,9.543434343
8_2_21_F_11,Mn,16.23838384
8_2_21_F_11,Fe_KED,10.15353535
8_2_21_F_11,Co,0.065677402
8_2_21_F_11,Ni,0.464646465
8_2_21_F_11,Cu_KED,5.543434343
8_2_21_F_11,Cu_NH3,5.650505051
8_2_21_F_11,Zn,3.046464646
8_2_21_F_11,As_STD,11.44646465
8_2_21_F_11,As_KED,9.537373737
8_2_21_F_11,As_Oshift,11.92323232
8_2_21_F_11,Se..77..77.77..ppb.,0.931313131
8_2_21_F_11,Se77_Oshift,0.256565657
8_2_21_F_11,Se78_Oshift,0.236363636
8_2_21_F_11,Se80_Oshift,0.212121212
8_2_21_F_11,Se..82..82.82..ppb.,0.923232323
8_2_21_F_11,Se82_Oshift,0.185858586
8_2_21_F_11,Mo_NH3,4.127272727
8_2_21_F_11,Mo_Oshift,4.151515152
8_2_21_F_11,Cd111,0.010636193
8_2_21_F_11,Cd114,0.007864799
8_2_21_F_11,Pb_STD,0.795959596
8_2_21_F_11,Pb_NH3,0.909090909
8_2_21_W_1,Na,9716
8_2_21_W_1,Mg,12109.38384
8_2_21_W_1,Al,83.3030303
8_2_21_W_1,P,49.64032951
8_2_21_W_1,S,33960.9899
8_2_21_W_1,K,2816.151515
8_2_21_W_1,Ca,61562.56566
8_2_21_W_1,V,0.565432465
8_2_21_W_1,Cr_KED,0.363636364
8_2_21_W_1,Cr_NH3,0.323232323
8_2_21_W_1,Fe_NH3,80.53535354
8_2_21_W_1,Mn,52.29292929
8_2_21_W_1,Fe_KED,82.92929293
8_2_21_W_1,Co,0.32838701
8_2_21_W_1,Ni,1
8_2_21_W_1,Cu_KED,4.951587001
8_2_21_W_1,Cu_NH3,5.087890009
8_2_21_W_1,Zn,1.404040404
8_2_21_W_1,As_STD,10.52525253
8_2_21_W_1,As_KED,7.767676768
8_2_21_W_1,As_Oshift,10.64646465
8_2_21_W_1,Se..77..77.77..ppb.,2.168499474
8_2_21_W_1,Se77_Oshift,0.278232254
8_2_21_W_1,Se78_Oshift,0.089658949
8_2_21_W_1,Se80_Oshift,0.171717172
8_2_21_W_1,Se..82..82.82..ppb.,0.481429161
8_2_21_W_1,Se82_Oshift,0.112595629
8_2_21_W_1,Mo_NH3,11.7979798
8_2_21_W_1,Mo_Oshift,12.13131313
8_2_21_W_1,Cd111,0.053180963
8_2_21_W_1,Cd114,0.039323993
8_2_21_W_1,Pb_STD,0.356150362
8_2_21_W_1,Pb_NH3,0.390131458
8_2_21_W_6,Na,19764.15152
8_2_21_W_6,Mg,14562.50505
8_2_21_W_6,Al,145.4444444
8_2_21_W_6,P,49.64032951
8_2_21_W_6,S,31793.06061
8_2_21_W_6,K,5048.050505
8_2_21_W_6,Ca,76458.18182
8_2_21_W_6,V,2.383838384
8_2_21_W_6,Cr_KED,0.555555556
8_2_21_W_6,Cr_NH3,0.505050505
8_2_21_W_6,Fe_NH3,157.6767677
8_2_21_W_6,Mn,63.17171717
8_2_21_W_6,Fe_KED,164.8989899
8_2_21_W_6,Co,0.32838701
8_2_21_W_6,Ni,0.494949495
8_2_21_W_6,Cu_KED,16.06060606
8_2_21_W_6,Cu_NH3,15.27272727
8_2_21_W_6,Zn,10.19191919
8_2_21_W_6,As_STD,13.61616162
8_2_21_W_6,As_KED,12.61616162
8_2_21_W_6,As_Oshift,13.93939394
8_2_21_W_6,Se..77..77.77..ppb.,2.168499474
8_2_21_W_6,Se77_Oshift,0.278232254
8_2_21_W_6,Se78_Oshift,0.242424242
8_2_21_W_6,Se80_Oshift,0.252525253
8_2_21_W_6,Se..82..82.82..ppb.,1.050505051
8_2_21_W_6,Se82_Oshift,0.373737374
8_2_21_W_6,Mo_NH3,7.393939394
8_2_21_W_6,Mo_Oshift,7.313131313
8_2_21_W_6,Cd111,0.053180963
8_2_21_W_6,Cd114,0.039323993
8_2_21_W_6,Pb_STD,1.303030303
8_2_21_W_6,Pb_NH3,1.323232323
8_2_21_W_8,Na,21989.77778
8_2_21_W_8,Mg,14374.65657
8_2_21_W_8,Al,75.26262626
8_2_21_W_8,P,49.64032951
8_2_21_W_8,S,26900.66667
8_2_21_W_8,K,4570.89899
8_2_21_W_8,Ca,70946.9697
8_2_21_W_8,V,2.868686869
8_2_21_W_8,Cr_KED,0.767676768
8_2_21_W_8,Cr_NH3,0.777777778
8_2_21_W_8,Fe_NH3,111.1313131
8_2_21_W_8,Mn,78.50505051
8_2_21_W_8,Fe_KED,107.7878788
8_2_21_W_8,Co,0.32838701
8_2_21_W_8,Ni,0.575757576
8_2_21_W_8,Cu_KED,13.09090909
8_2_21_W_8,Cu_NH3,13.37373737
8_2_21_W_8,Zn,5.838383838
8_2_21_W_8,As_STD,15.37373737
8_2_21_W_8,As_KED,12.61616162
8_2_21_W_8,As_Oshift,15.49494949
8_2_21_W_8,Se..77..77.77..ppb.,2.168499474
8_2_21_W_8,Se77_Oshift,0.278232254
8_2_21_W_8,Se78_Oshift,0.373737374
8_2_21_W_8,Se80_Oshift,0.313131313
8_2_21_W_8,Se..82..82.82..ppb.,0.98989899
8_2_21_W_8,Se82_Oshift,0.292929293
8_2_21_W_8,Mo_NH3,6.454545455
8_2_21_W_8,Mo_Oshift,6.171717172
8_2_21_W_8,Cd111,0.053180963
8_2_21_W_8,Cd114,0.039323993
8_2_21_W_8,Pb_STD,0.717171717
8_2_21_W_8,Pb_NH3,0.390131458
8_2_21_W_9,Na,15125.71717
8_2_21_W_9,Mg,12944.54545
8_2_21_W_9,Al,68.28282828
8_2_21_W_9,P,49.64032951
8_2_21_W_9,S,21639.77778
8_2_21_W_9,K,3613.343434
8_2_21_W_9,Ca,62324.81818
8_2_21_W_9,V,1.919191919
8_2_21_W_9,Cr_KED,0.272727273
8_2_21_W_9,Cr_NH3,0.292929293
8_2_21_W_9,Fe_NH3,80.44444444
8_2_21_W_9,Mn,49.23232323
8_2_21_W_9,Fe_KED,82.2020202
8_2_21_W_9,Co,0.32838701
8_2_21_W_9,Ni,0.535353535
8_2_21_W_9,Cu_KED,4.951587001
8_2_21_W_9,Cu_NH3,5.087890009
8_2_21_W_9,Zn,3.03030303
8_2_21_W_9,As_STD,10.64646465
8_2_21_W_9,As_KED,8.858585859
8_2_21_W_9,As_Oshift,10.6969697
8_2_21_W_9,Se..77..77.77..ppb.,2.168499474
8_2_21_W_9,Se77_Oshift,0.278232254
8_2_21_W_9,Se78_Oshift,0.232323232
8_2_21_W_9,Se80_Oshift,0.161616162
8_2_21_W_9,Se..82..82.82..ppb.,0.481429161
8_2_21_W_9,Se82_Oshift,0.112595629
8_2_21_W_9,Mo_NH3,4.373737374
8_2_21_W_9,Mo_Oshift,4.393939394
8_2_21_W_9,Cd111,0.053180963
8_2_21_W_9,Cd114,0.039323993
8_2_21_W_9,Pb_STD,0.356150362
8_2_21_W_9,Pb_NH3,0.390131458
8_2_21_W_10,Na,15288.89899
8_2_21_W_10,Mg,18060.79798
8_2_21_W_10,Al,250.3939394
8_2_21_W_10,P,49.64032951
8_2_21_W_10,S,34393.72727
8_2_21_W_10,K,4686.343434
8_2_21_W_10,Ca,76329.77778
8_2_21_W_10,V,2.191919192
8_2_21_W_10,Cr_KED,0.393939394
8_2_21_W_10,Cr_NH3,0.393939394
8_2_21_W_10,Fe_NH3,205.9292929
8_2_21_W_10,Mn,71.06060606
8_2_21_W_10,Fe_KED,214.5353535
8_2_21_W_10,Co,0.32838701
8_2_21_W_10,Ni,0.606060606
8_2_21_W_10,Cu_KED,10.8989899
8_2_21_W_10,Cu_NH3,10.6969697
8_2_21_W_10,Zn,10.80808081
8_2_21_W_10,As_STD,11.96969697
8_2_21_W_10,As_KED,10.1010101
8_2_21_W_10,As_Oshift,12.48484848
8_2_21_W_10,Se..77..77.77..ppb.,2.168499474
8_2_21_W_10,Se77_Oshift,0.278232254
8_2_21_W_10,Se78_Oshift,0.089658949
8_2_21_W_10,Se80_Oshift,0.292929293
8_2_21_W_10,Se..82..82.82..ppb.,1.04040404
8_2_21_W_10,Se82_Oshift,0.112595629
8_2_21_W_10,Mo_NH3,4.101010101
8_2_21_W_10,Mo_Oshift,4.232323232
8_2_21_W_10,Cd111,0.053180963
8_2_21_W_10,Cd114,0.039323993
8_2_21_W_10,Pb_STD,1.191919192
8_2_21_W_10,Pb_NH3,1.363636364
8_2_21_W_11,Na,14157.60606
8_2_21_W_11,Mg,18194.36364
8_2_21_W_11,Al,373.9191919
8_2_21_W_11,P,49.64032951
8_2_21_W_11,S,35137.0303
8_2_21_W_11,K,3992.171717
8_2_21_W_11,Ca,74503.44444
8_2_21_W_11,V,2.656565657
8_2_21_W_11,Cr_KED,0.515151515
8_2_21_W_11,Cr_NH3,0.555555556
8_2_21_W_11,Fe_NH3,323.2828283
8_2_21_W_11,Mn,118.4040404
8_2_21_W_11,Fe_KED,321.010101
8_2_21_W_11,Co,0.32838701
8_2_21_W_11,Ni,0.626262626
8_2_21_W_11,Cu_KED,13.63636364
8_2_21_W_11,Cu_NH3,14.15151515
8_2_21_W_11,Zn,20.96969697
8_2_21_W_11,As_STD,13.05050505
8_2_21_W_11,As_KED,9.525252525
8_2_21_W_11,As_Oshift,12.87878788
8_2_21_W_11,Se..77..77.77..ppb.,2.168499474
8_2_21_W_11,Se77_Oshift,0.278232254
8_2_21_W_11,Se78_Oshift,0.191919192
8_2_21_W_11,Se80_Oshift,0.282828283
8_2_21_W_11,Se..82..82.82..ppb.,0.481429161
8_2_21_W_11,Se82_Oshift,0.424242424
8_2_21_W_11,Mo_NH3,3.98989899
8_2_21_W_11,Mo_Oshift,3.98989899
8_2_21_W_11,Cd111,0.121212121
8_2_21_W_11,Cd114,0.090909091
8_2_21_W_11,Pb_STD,1.919191919
8_2_21_W_11,Pb_NH3,2.01010101
8_16_21_UF_1,Na,21355.69899
8_16_21_UF_1,Mg,12531.32323
8_16_21_UF_1,Al,3.276767677
8_16_21_UF_1,P,49.95353535
8_16_21_UF_1,S,54393.91313
8_16_21_UF_1,K,4622.864646
8_16_21_UF_1,Ca,82385.31717
8_16_21_UF_1,V,1.01010101
8_16_21_UF_1,Cr_KED,0.165656566
8_16_21_UF_1,Cr_NH3,0.163636364
8_16_21_UF_1,Fe_NH3,1.218874063
8_16_21_UF_1,Mn,29.38383838
8_16_21_UF_1,Fe_KED,1.364188275
8_16_21_UF_1,Co,0.065677402
8_16_21_UF_1,Ni,0.737373737
8_16_21_UF_1,Cu_KED,0.9903174
8_16_21_UF_1,Cu_NH3,1.017578002
8_16_21_UF_1,Zn,1.626262626
8_16_21_UF_1,As_STD,12.88484848
8_16_21_UF_1,As_KED,11.59191919
8_16_21_UF_1,As_Oshift,13.56161616
8_16_21_UF_1,Se..77..77.77..ppb.,1.183838384
8_16_21_UF_1,Se77_Oshift,0.055646451
8_16_21_UF_1,Se78_Oshift,0.123232323
8_16_21_UF_1,Se80_Oshift,0.139393939
8_16_21_UF_1,Se..82..82.82..ppb.,0.84040404
8_16_21_UF_1,Se82_Oshift,0.137373737
8_16_21_UF_1,Mo_NH3,40.1030303
8_16_21_UF_1,Mo_Oshift,40.88080808
8_16_21_UF_1,Cd111,0.010636193
8_16_21_UF_1,Cd114,0.016161616
8_16_21_UF_1,Pb_STD,0.071230072
8_16_21_UF_1,Pb_NH3,0.078026292
8_16_21_UF_6,Na,22382.02828
8_16_21_UF_6,Mg,13424.42424
8_16_21_UF_6,Al,0.906263092
8_16_21_UF_6,P,26.51515152
8_16_21_UF_6,S,37162.94141
8_16_21_UF_6,K,4109.911111
8_16_21_UF_6,Ca,75134.91919
8_16_21_UF_6,V,1.739393939
8_16_21_UF_6,Cr_KED,0.123232323
8_16_21_UF_6,Cr_NH3,0.111111111
8_16_21_UF_6,Fe_NH3,1.218874063
8_16_21_UF_6,Mn,25.75757576
8_16_21_UF_6,Fe_KED,1.364188275
8_16_21_UF_6,Co,0.065677402
8_16_21_UF_6,Ni,1.517171717
8_16_21_UF_6,Cu_KED,3.294949495
8_16_21_UF_6,Cu_NH3,3.391919192
8_16_21_UF_6,Zn,4.331313131
8_16_21_UF_6,As_STD,11.60808081
8_16_21_UF_6,As_KED,10.16969697
8_16_21_UF_6,As_Oshift,12.18585859
8_16_21_UF_6,Se..77..77.77..ppb.,1.317171717
8_16_21_UF_6,Se77_Oshift,0.181818182
8_16_21_UF_6,Se78_Oshift,0.163636364
8_16_21_UF_6,Se80_Oshift,0.218181818
8_16_21_UF_6,Se..82..82.82..ppb.,1.101010101
8_16_21_UF_6,Se82_Oshift,0.153535354
8_16_21_UF_6,Mo_NH3,19.98181818
8_16_21_UF_6,Mo_Oshift,20.25252525
8_16_21_UF_6,Cd111,0.03030303
8_16_21_UF_6,Cd114,0.028282828
8_16_21_UF_6,Pb_STD,0.208080808
8_16_21_UF_6,Pb_NH3,0.226262626
8_16_21_UF_8,Na,22737.2101
8_16_21_UF_8,Mg,14595.93535
8_16_21_UF_8,Al,0.906263092
8_16_21_UF_8,P,36.34747475
8_16_21_UF_8,S,31226.63434
8_16_21_UF_8,K,4496.121212
