,DAY,MONTH,YEAR,DATE,FRACTION,SITE,Element,Concentration
1035,7,6,2021,7/6/2021,W,6,Mn,56.72727273
1036,7,6,2021,7/6/2021,W,6,Fe_KED,121.7070707
1037,7,6,2021,7/6/2021,W,6,Co,0.341355774
1038,7,6,2021,7/6/2021,W,6,Ni,0.262626263
1039,7,6,2021,7/6/2021,W,6,Cu_KED,12.51515152
1040,7,6,2021,7/6/2021,W,6,Cu_NH3,12.02020202
1041,7,6,2021,7/6/2021,W,6,Zn,5.696969697
1042,7,6,2021,7/6/2021,W,6,As_STD,13.37373737
1043,7,6,2021,7/6/2021,W,6,As_KED,10.51515152
1044,7,6,2021,7/6/2021,W,6,As_Oshift,12.62626263
1045,7,6,2021,7/6/2021,W,6,Se..77..77.77..ppb.,2.133127973
1046,7,6,2021,7/6/2021,W,6,Se77_Oshift,0.289242598
1047,7,6,2021,7/6/2021,W,6,Se78_Oshift,0.093008281
1048,7,6,2021,7/6/2021,W,6,Se80_Oshift,0.353535354
1049,7,6,2021,7/6/2021,W,6,Se..82..82.82..ppb.,1.454545455
1050,7,6,2021,7/6/2021,W,6,Se82_Oshift,0.505050505
1051,7,6,2021,7/6/2021,W,6,Mo_NH3,8.222222222
1052,7,6,2021,7/6/2021,W,6,Mo_Oshift,7.929292929
1053,7,6,2021,7/6/2021,W,6,Cd111,0.055247119
1054,7,6,2021,7/6/2021,W,6,Cd114,0.04113861
1055,7,6,2021,7/6/2021,W,6,Pb_STD,1.131313131
1056,7,6,2021,7/6/2021,W,6,Pb_NH3,0.888888889
1057,7,6,2021,7/6/2021,W,8,Na,20536.36364
1058,7,6,2021,7/6/2021,W,8,Mg,13273.14141
1059,7,6,2021,7/6/2021,W,8,Al,71.04040404
1060,7,6,2021,7/6/2021,W,8,P,50.82022643
1061,7,6,2021,7/6/2021,W,8,S,24738.31313
1062,7,6,2021,7/6/2021,W,8,K,4245.444444
1063,7,6,2021,7/6/2021,W,8,Ca,64011.09091
1064,7,6,2021,7/6/2021,W,8,V,1.848484848
1065,7,6,2021,7/6/2021,W,8,Cr_KED,0.353535354
1066,7,6,2021,7/6/2021,W,8,Cr_NH3,0.393939394
1067,7,6,2021,7/6/2021,W,8,Fe_NH3,79.38383838
1068,7,6,2021,7/6/2021,W,8,Mn,57.21212121
1069,7,6,2021,7/6/2021,W,8,Fe_KED,85.78787879
1070,7,6,2021,7/6/2021,W,8,Co,0.341355774
1071,7,6,2021,7/6/2021,W,8,Ni,0.353535354
1072,7,6,2021,7/6/2021,W,8,Cu_KED,5.131448192
1073,7,6,2021,7/6/2021,W,8,Cu_NH3,5.273428219
1074,7,6,2021,7/6/2021,W,8,Zn,3.868686869
1075,7,6,2021,7/6/2021,W,8,As_STD,14.3030303
1076,7,6,2021,7/6/2021,W,8,As_KED,9.929292929
1077,7,6,2021,7/6/2021,W,8,As_Oshift,12.76767677
1078,7,6,2021,7/6/2021,W,8,Se..77..77.77..ppb.,2.133127973
1079,7,6,2021,7/6/2021,W,8,Se77_Oshift,0.289242598
1080,7,6,2021,7/6/2021,W,8,Se78_Oshift,0.282828283
1081,7,6,2021,7/6/2021,W,8,Se80_Oshift,0.272727273
1082,7,6,2021,7/6/2021,W,8,Se..82..82.82..ppb.,1.95959596
1083,7,6,2021,7/6/2021,W,8,Se82_Oshift,0.323232323
1084,7,6,2021,7/6/2021,W,8,Mo_NH3,7.808080808
1085,7,6,2021,7/6/2021,W,8,Mo_Oshift,8.090909091
1086,7,6,2021,7/6/2021,W,8,Cd111,0.055247119
1087,7,6,2021,7/6/2021,W,8,Cd114,0.04113861
1088,7,6,2021,7/6/2021,W,8,Pb_STD,0.364696158
1089,7,6,2021,7/6/2021,W,8,Pb_NH3,0.398808616
1090,7,6,2021,7/6/2021,W,9,Na,12858.49495
1091,7,6,2021,7/6/2021,W,9,Mg,11487.76768
1092,7,6,2021,7/6/2021,W,9,Al,93.18181818
1093,7,6,2021,7/6/2021,W,9,P,50.82022643
1094,7,6,2021,7/6/2021,W,9,S,16365.92929
1095,7,6,2021,7/6/2021,W,9,K,2941.737374
1096,7,6,2021,7/6/2021,W,9,Ca,49754.12121
1097,7,6,2021,7/6/2021,W,9,V,1.494949495
1098,7,6,2021,7/6/2021,W,9,Cr_KED,0.282828283
1099,7,6,2021,7/6/2021,W,9,Cr_NH3,0.373737374
1100,7,6,2021,7/6/2021,W,9,Fe_NH3,88.63636364
1101,7,6,2021,7/6/2021,W,9,Mn,38.62626263
1102,7,6,2021,7/6/2021,W,9,Fe_KED,89.32323232
1103,7,6,2021,7/6/2021,W,9,Co,0.341355774
1104,7,6,2021,7/6/2021,W,9,Ni,0.343434343
1105,7,6,2021,7/6/2021,W,9,Cu_KED,5.131448192
1106,7,6,2021,7/6/2021,W,9,Cu_NH3,5.273428219
1107,7,6,2021,7/6/2021,W,9,Zn,3.767676768
1108,7,6,2021,7/6/2021,W,9,As_STD,9.909090909
1109,7,6,2021,7/6/2021,W,9,As_KED,7.656565657
1110,7,6,2021,7/6/2021,W,9,As_Oshift,9.222222222
1111,7,6,2021,7/6/2021,W,9,Se..77..77.77..ppb.,2.133127973
1112,7,6,2021,7/6/2021,W,9,Se77_Oshift,0.289242598
1113,7,6,2021,7/6/2021,W,9,Se78_Oshift,0.093008281
1114,7,6,2021,7/6/2021,W,9,Se80_Oshift,0.171717172
1115,7,6,2021,7/6/2021,W,9,Se..82..82.82..ppb.,0.507804601
1116,7,6,2021,7/6/2021,W,9,Se82_Oshift,0.232323232
1117,7,6,2021,7/6/2021,W,9,Mo_NH3,4.929292929
1118,7,6,2021,7/6/2021,W,9,Mo_Oshift,5.04040404
1119,7,6,2021,7/6/2021,W,9,Cd111,0.055247119
1120,7,6,2021,7/6/2021,W,9,Cd114,0.04113861
1121,7,6,2021,7/6/2021,W,9,Pb_STD,0.364696158
1122,7,6,2021,7/6/2021,W,9,Pb_NH3,0.398808616
1123,7,6,2021,7/6/2021,W,10,Na,13113.31313
1124,7,6,2021,7/6/2021,W,10,Mg,15756.30303
1125,7,6,2021,7/6/2021,W,10,Al,114.3434343
1126,7,6,2021,7/6/2021,W,10,P,50.82022643
1127,7,6,2021,7/6/2021,W,10,S,25375.74747
1128,7,6,2021,7/6/2021,W,10,K,3838.828283
1129,7,6,2021,7/6/2021,W,10,Ca,63268.9798
1130,7,6,2021,7/6/2021,W,10,V,1.686868687
1131,7,6,2021,7/6/2021,W,10,Cr_KED,1.050505051
1132,7,6,2021,7/6/2021,W,10,Cr_NH3,1.02020202
1133,7,6,2021,7/6/2021,W,10,Fe_NH3,100.1010101
1134,7,6,2021,7/6/2021,W,10,Mn,47.5959596
1135,7,6,2021,7/6/2021,W,10,Fe_KED,97.22222222
1136,7,6,2021,7/6/2021,W,10,Co,0.341355774
1137,7,6,2021,7/6/2021,W,10,Ni,0.393939394
1138,7,6,2021,7/6/2021,W,10,Cu_KED,5.131448192
1139,7,6,2021,7/6/2021,W,10,Cu_NH3,5.273428219
1140,7,6,2021,7/6/2021,W,10,Zn,4.646464646
1141,7,6,2021,7/6/2021,W,10,As_STD,10.91919192
1142,7,6,2021,7/6/2021,W,10,As_KED,6.98989899
1143,7,6,2021,7/6/2021,W,10,As_Oshift,9.777777778
1144,7,6,2021,7/6/2021,W,10,Se..77..77.77..ppb.,2.133127973
1145,7,6,2021,7/6/2021,W,10,Se77_Oshift,0.289242598
1146,7,6,2021,7/6/2021,W,10,Se78_Oshift,0.202020202
1147,7,6,2021,7/6/2021,W,10,Se80_Oshift,0.252525253
1148,7,6,2021,7/6/2021,W,10,Se..82..82.82..ppb.,1.98989899
1149,7,6,2021,7/6/2021,W,10,Se82_Oshift,0.272727273
1150,7,6,2021,7/6/2021,W,10,Mo_NH3,4.191919192
1151,7,6,2021,7/6/2021,W,10,Mo_Oshift,4.04040404
1152,7,6,2021,7/6/2021,W,10,Cd111,0.055247119
1153,7,6,2021,7/6/2021,W,10,Cd114,0.04113861
1154,7,6,2021,7/6/2021,W,10,Pb_STD,0.364696158
1155,7,6,2021,7/6/2021,W,10,Pb_NH3,0.398808616
1156,7,6,2021,7/6/2021,W,11,Na,12897.37374
1157,7,6,2021,7/6/2021,W,11,Mg,16971.11111
1158,7,6,2021,7/6/2021,W,11,Al,34.64646465
1159,7,6,2021,7/6/2021,W,11,P,50.82022643
1160,7,6,2021,7/6/2021,W,11,S,28068.10101
1161,7,6,2021,7/6/2021,W,11,K,3928.949495
1162,7,6,2021,7/6/2021,W,11,Ca,64551.13131
1163,7,6,2021,7/6/2021,W,11,V,1.313131313
1164,7,6,2021,7/6/2021,W,11,Cr_KED,0.363636364
1165,7,6,2021,7/6/2021,W,11,Cr_NH3,0.313131313
1166,7,6,2021,7/6/2021,W,11,Fe_NH3,25.04040404
1167,7,6,2021,7/6/2021,W,11,Mn,14.88888889
1168,7,6,2021,7/6/2021,W,11,Fe_KED,25.39393939
1169,7,6,2021,7/6/2021,W,11,Co,0.341355774
1170,7,6,2021,7/6/2021,W,11,Ni,0.404040404
1171,7,6,2021,7/6/2021,W,11,Cu_KED,5.131448192
1172,7,6,2021,7/6/2021,W,11,Cu_NH3,5.273428219
1173,7,6,2021,7/6/2021,W,11,Zn,1.242424242
1174,7,6,2021,7/6/2021,W,11,As_STD,10.32323232
1175,7,6,2021,7/6/2021,W,11,As_KED,7.333333333
1176,7,6,2021,7/6/2021,W,11,As_Oshift,9.909090909
1177,7,6,2021,7/6/2021,W,11,Se..77..77.77..ppb.,2.133127973
1178,7,6,2021,7/6/2021,W,11,Se77_Oshift,0.289242598
1179,7,6,2021,7/6/2021,W,11,Se78_Oshift,0.303030303
1180,7,6,2021,7/6/2021,W,11,Se80_Oshift,0.252525253
1181,7,6,2021,7/6/2021,W,11,Se..82..82.82..ppb.,0.507804601
1182,7,6,2021,7/6/2021,W,11,Se82_Oshift,0.323232323
1183,7,6,2021,7/6/2021,W,11,Mo_NH3,3.929292929
1184,7,6,2021,7/6/2021,W,11,Mo_Oshift,4.04040404
1185,7,6,2021,7/6/2021,W,11,Cd111,0.055247119
1186,7,6,2021,7/6/2021,W,11,Cd114,0.04113861
1187,7,6,2021,7/6/2021,W,11,Pb_STD,0.364696158
1188,7,6,2021,7/6/2021,W,11,Pb_NH3,0.398808616
1189,8,2,2021,8/2/2021,UF,1,Na,11116.5899
1190,8,2,2021,8/2/2021,UF,1,Mg,11142.21414
1191,8,2,2021,8/2/2021,UF,1,Al,3.086868687
1192,8,2,2021,8/2/2021,UF,1,P,10.16404529
1193,8,2,2021,8/2/2021,UF,1,S,24907.78182
1194,8,2,2021,8/2/2021,UF,1,K,2461.634343
1195,8,2,2021,8/2/2021,UF,1,Ca,57413.05455
1196,8,2,2021,8/2/2021,UF,1,V,0.8
1197,8,2,2021,8/2/2021,UF,1,Cr_KED,0.125252525
1198,8,2,2021,8/2/2021,UF,1,Cr_NH3,0.119191919
1199,8,2,2021,8/2/2021,UF,1,Fe_NH3,1.278561108
1200,8,2,2021,8/2/2021,UF,1,Mn,30.68282828
1201,8,2,2021,8/2/2021,UF,1,Fe_KED,1.423266507
1202,8,2,2021,8/2/2021,UF,1,Co,0.068271155
1203,8,2,2021,8/2/2021,UF,1,Ni,0.484848485
1204,8,2,2021,8/2/2021,UF,1,Cu_KED,1.026289638
1205,8,2,2021,8/2/2021,UF,1,Cu_NH3,1.054685644
1206,8,2,2021,8/2/2021,UF,1,Zn,2.933333333
1207,8,2,2021,8/2/2021,UF,1,As_STD,8.745454545
1208,8,2,2021,8/2/2021,UF,1,As_KED,7.525252525
1209,8,2,2021,8/2/2021,UF,1,As_Oshift,8.848484848
1210,8,2,2021,8/2/2021,UF,1,Se..77..77.77..ppb.,0.426625595
1211,8,2,2021,8/2/2021,UF,1,Se77_Oshift,0.05784852
1212,8,2,2021,8/2/2021,UF,1,Se78_Oshift,0.101010101
1213,8,2,2021,8/2/2021,UF,1,Se80_Oshift,0.096969697
1214,8,2,2021,8/2/2021,UF,1,Se..82..82.82..ppb.,0.614141414
1215,8,2,2021,8/2/2021,UF,1,Se82_Oshift,0.070707071
1216,8,2,2021,8/2/2021,UF,1,Mo_NH3,10.50707071
1217,8,2,2021,8/2/2021,UF,1,Mo_Oshift,10.6989899
1218,8,2,2021,8/2/2021,UF,1,Cd111,0.011049424
1219,8,2,2021,8/2/2021,UF,1,Cd114,0.008227722
1220,8,2,2021,8/2/2021,UF,1,Pb_STD,0.072939232
1221,8,2,2021,8/2/2021,UF,1,Pb_NH3,0.079761723
1222,8,2,2021,8/2/2021,UF,6,Na,21562.75354
1223,8,2,2021,8/2/2021,UF,6,Mg,14127.48687
1224,8,2,2021,8/2/2021,UF,6,Al,0.944618171
1225,8,2,2021,8/2/2021,UF,6,P,10.16404529
1226,8,2,2021,8/2/2021,UF,6,S,24575.81414
1227,8,2,2021,8/2/2021,UF,6,K,4233.341414
1228,8,2,2021,8/2/2021,UF,6,Ca,70691.31717
1229,8,2,2021,8/2/2021,UF,6,V,2.038383838
1230,8,2,2021,8/2/2021,UF,6,Cr_KED,0.202020202
1231,8,2,2021,8/2/2021,UF,6,Cr_NH3,0.181818182
1232,8,2,2021,8/2/2021,UF,6,Fe_NH3,1.278561108
1233,8,2,2021,8/2/2021,UF,6,Mn,27.82626263
1234,8,2,2021,8/2/2021,UF,6,Fe_KED,1.423266507
1235,8,2,2021,8/2/2021,UF,6,Co,0.068271155
1236,8,2,2021,8/2/2021,UF,6,Ni,0.424242424
1237,8,2,2021,8/2/2021,UF,6,Cu_KED,4.351515152
1238,8,2,2021,8/2/2021,UF,6,Cu_NH3,4.416161616
1239,8,2,2021,8/2/2021,UF,6,Zn,4.624242424
1240,8,2,2021,8/2/2021,UF,6,As_STD,11.72121212
1241,8,2,2021,8/2/2021,UF,6,As_KED,9.743434343
1242,8,2,2021,8/2/2021,UF,6,As_Oshift,12.3959596
1243,8,2,2021,8/2/2021,UF,6,Se..77..77.77..ppb.,0.426625595
1244,8,2,2021,8/2/2021,UF,6,Se77_Oshift,0.181818182
1245,8,2,2021,8/2/2021,UF,6,Se78_Oshift,0.224242424
1246,8,2,2021,8/2/2021,UF,6,Se80_Oshift,0.238383838
1247,8,2,2021,8/2/2021,UF,6,Se..82..82.82..ppb.,0.808080808
1248,8,2,2021,8/2/2021,UF,6,Se82_Oshift,0.234343434
1249,8,2,2021,8/2/2021,UF,6,Mo_NH3,6.977777778
1250,8,2,2021,8/2/2021,UF,6,Mo_Oshift,7.024242424
1251,8,2,2021,8/2/2021,UF,6,Cd111,0.036363636
1252,8,2,2021,8/2/2021,UF,6,Cd114,0.032323232
1253,8,2,2021,8/2/2021,UF,6,Pb_STD,0.072939232
1254,8,2,2021,8/2/2021,UF,6,Pb_NH3,0.079761723
1255,8,2,2021,8/2/2021,UF,8,Na,23260.70101
1256,8,2,2021,8/2/2021,UF,8,Mg,14256.59394
1257,8,2,2021,8/2/2021,UF,8,Al,0.944618171
1258,8,2,2021,8/2/2021,UF,8,P,10.16404529
1259,8,2,2021,8/2/2021,UF,8,S,21476.12121
1260,8,2,2021,8/2/2021,UF,8,K,4778.044444
1261,8,2,2021,8/2/2021,UF,8,Ca,65801.51313
1262,8,2,2021,8/2/2021,UF,8,V,2.757575758
1263,8,2,2021,8/2/2021,UF,8,Cr_KED,0.343434343
1264,8,2,2021,8/2/2021,UF,8,Cr_NH3,0.309090909
1265,8,2,2021,8/2/2021,UF,8,Fe_NH3,1.278561108
1266,8,2,2021,8/2/2021,UF,8,Mn,27.83030303
1267,8,2,2021,8/2/2021,UF,8,Fe_KED,1.423266507
1268,8,2,2021,8/2/2021,UF,8,Co,0.068271155
1269,8,2,2021,8/2/2021,UF,8,Ni,0.371717172
1270,8,2,2021,8/2/2021,UF,8,Cu_KED,4.296969697
1271,8,2,2021,8/2/2021,UF,8,Cu_NH3,4.296969697
1272,8,2,2021,8/2/2021,UF,8,Zn,1.892929293
1273,8,2,2021,8/2/2021,UF,8,As_STD,13.12727273
1274,8,2,2021,8/2/2021,UF,8,As_KED,11.75151515
1275,8,2,2021,8/2/2021,UF,8,As_Oshift,13.81818182
1276,8,2,2021,8/2/2021,UF,8,Se..77..77.77..ppb.,0.426625595
1277,8,2,2021,8/2/2021,UF,8,Se77_Oshift,0.125252525
1278,8,2,2021,8/2/2021,UF,8,Se78_Oshift,0.238383838
1279,8,2,2021,8/2/2021,UF,8,Se80_Oshift,0.254545455
1280,8,2,2021,8/2/2021,UF,8,Se..82..82.82..ppb.,1.080808081
1281,8,2,2021,8/2/2021,UF,8,Se82_Oshift,0.208080808
1282,8,2,2021,8/2/2021,UF,8,Mo_NH3,5.763636364
1283,8,2,2021,8/2/2021,UF,8,Mo_Oshift,5.862626263
1284,8,2,2021,8/2/2021,UF,8,Cd111,0.026262626
1285,8,2,2021,8/2/2021,UF,8,Cd114,0.022222222
1286,8,2,2021,8/2/2021,UF,8,Pb_STD,0.072939232
1287,8,2,2021,8/2/2021,UF,8,Pb_NH3,0.079761723
1288,8,2,2021,8/2/2021,UF,9,Na,17068.09697
1289,8,2,2021,8/2/2021,UF,9,Mg,12880.85051
1290,8,2,2021,8/2/2021,UF,9,Al,0.944618171
1291,8,2,2021,8/2/2021,UF,9,P,10.16404529
1292,8,2,2021,8/2/2021,UF,9,S,17352.43838
1293,8,2,2021,8/2/2021,UF,9,K,3711.888889
1294,8,2,2021,8/2/2021,UF,9,Ca,56660.12323
1295,8,2,2021,8/2/2021,UF,9,V,1.941414141
1296,8,2,2021,8/2/2021,UF,9,Cr_KED,0.177777778
1297,8,2,2021,8/2/2021,UF,9,Cr_NH3,0.149494949
1298,8,2,2021,8/2/2021,UF,9,Fe_NH3,1.278561108
1299,8,2,2021,8/2/2021,UF,9,Mn,13.54141414
1300,8,2,2021,8/2/2021,UF,9,Fe_KED,1.423266507
1301,8,2,2021,8/2/2021,UF,9,Co,0.068271155
1302,8,2,2021,8/2/2021,UF,9,Ni,0.341414141
1303,8,2,2021,8/2/2021,UF,9,Cu_KED,2.967676768
1304,8,2,2021,8/2/2021,UF,9,Cu_NH3,2.995959596
1305,8,2,2021,8/2/2021,UF,9,Zn,1.555555556
1306,8,2,2021,8/2/2021,UF,9,As_STD,9.345454545
1307,8,2,2021,8/2/2021,UF,9,As_KED,7.856565657
1308,8,2,2021,8/2/2021,UF,9,As_Oshift,9.721212121
1309,8,2,2021,8/2/2021,UF,9,Se..77..77.77..ppb.,0.426625595
1310,8,2,2021,8/2/2021,UF,9,Se77_Oshift,0.137373737
1311,8,2,2021,8/2/2021,UF,9,Se78_Oshift,0.181818182
1312,8,2,2021,8/2/2021,UF,9,Se80_Oshift,0.16969697
1313,8,2,2021,8/2/2021,UF,9,Se..82..82.82..ppb.,0.656565657
1314,8,2,2021,8/2/2021,UF,9,Se82_Oshift,0.212121212
1315,8,2,2021,8/2/2021,UF,9,Mo_NH3,3.985858586
1316,8,2,2021,8/2/2021,UF,9,Mo_Oshift,4.03030303
1317,8,2,2021,8/2/2021,UF,9,Cd111,0.011049424
1318,8,2,2021,8/2/2021,UF,9,Cd114,0.018181818
1319,8,2,2021,8/2/2021,UF,9,Pb_STD,0.072939232
1320,8,2,2021,8/2/2021,UF,9,Pb_NH3,0.079761723
1321,8,2,2021,8/2/2021,UF,10,Na,19390.84848
1322,8,2,2021,8/2/2021,UF,10,Mg,19972.0404
1323,8,2,2021,8/2/2021,UF,10,Al,0.944618171
1324,8,2,2021,8/2/2021,UF,10,P,21.01010101
1325,8,2,2021,8/2/2021,UF,10,S,33567.48485
1326,8,2,2021,8/2/2021,UF,10,K,4735.870707
1327,8,2,2021,8/2/2021,UF,10,Ca,80828.99192
1328,8,2,2021,8/2/2021,UF,10,V,2.111111111
1329,8,2,2021,8/2/2021,UF,10,Cr_KED,0.143434343
1330,8,2,2021,8/2/2021,UF,10,Cr_NH3,0.111111111
1331,8,2,2021,8/2/2021,UF,10,Fe_NH3,1.278561108
1332,8,2,2021,8/2/2021,UF,10,Mn,11.88888889
1333,8,2,2021,8/2/2021,UF,10,Fe_KED,1.423266507
1334,8,2,2021,8/2/2021,UF,10,Co,0.068271155
1335,8,2,2021,8/2/2021,UF,10,Ni,0.43030303
1336,8,2,2021,8/2/2021,UF,10,Cu_KED,2.927272727
1337,8,2,2021,8/2/2021,UF,10,Cu_NH3,2.680808081
1338,8,2,2021,8/2/2021,UF,10,Zn,1.939393939
1339,8,2,2021,8/2/2021,UF,10,As_STD,11.14747475
1340,8,2,2021,8/2/2021,UF,10,As_KED,10.61818182
1341,8,2,2021,8/2/2021,UF,10,As_Oshift,11.36565657
1342,8,2,2021,8/2/2021,UF,10,Se..77..77.77..ppb.,0.907070707
1343,8,2,2021,8/2/2021,UF,10,Se77_Oshift,0.135353535
1344,8,2,2021,8/2/2021,UF,10,Se78_Oshift,0.244444444
1345,8,2,2021,8/2/2021,UF,10,Se80_Oshift,0.226262626
1346,8,2,2021,8/2/2021,UF,10,Se..82..82.82..ppb.,0.898989899
1347,8,2,2021,8/2/2021,UF,10,Se82_Oshift,0.242424242
1348,8,2,2021,8/2/2021,UF,10,Mo_NH3,4.115151515
1349,8,2,2021,8/2/2021,UF,10,Mo_Oshift,4.076767677
1350,8,2,2021,8/2/2021,UF,10,Cd111,0.011049424
1351,8,2,2021,8/2/2021,UF,10,Cd114,0.008227722
1352,8,2,2021,8/2/2021,UF,10,Pb_STD,0.072939232
1353,8,2,2021,8/2/2021,UF,10,Pb_NH3,0.079761723
1354,8,2,2021,8/2/2021,UF,11,Na,18285.63636
1355,8,2,2021,8/2/2021,UF,11,Mg,20506.02626
1356,8,2,2021,8/2/2021,UF,11,Al,0.944618171
1357,8,2,2021,8/2/2021,UF,11,P,10.16404529
1358,8,2,2021,8/2/2021,UF,11,S,34284.36768
1359,8,2,2021,8/2/2021,UF,11,K,4821.246465
1360,8,2,2021,8/2/2021,UF,11,Ca,84340.7697
1361,8,2,2021,8/2/2021,UF,11,V,2.345454545
1362,8,2,2021,8/2/2021,UF,11,Cr_KED,1.826262626
1363,8,2,2021,8/2/2021,UF,11,Cr_NH3,1.727272727
1364,8,2,2021,8/2/2021,UF,11,Fe_NH3,14.50505051
1365,8,2,2021,8/2/2021,UF,11,Mn,13.21414141
1366,8,2,2021,8/2/2021,UF,11,Fe_KED,16.71919192
1367,8,2,2021,8/2/2021,UF,11,Co,0.068271155
1368,8,2,2021,8/2/2021,UF,11,Ni,0.43030303
1369,8,2,2021,8/2/2021,UF,11,Cu_KED,2.557575758
1370,8,2,2021,8/2/2021,UF,11,Cu_NH3,2.476767677
1371,8,2,2021,8/2/2021,UF,11,Zn,1.567676768
1372,8,2,2021,8/2/2021,UF,11,As_STD,11.01616162
1373,8,2,2021,8/2/2021,UF,11,As_KED,11.2989899
1374,8,2,2021,8/2/2021,UF,11,As_Oshift,11.57171717
1375,8,2,2021,8/2/2021,UF,11,Se..77..77.77..ppb.,0.894949495
1376,8,2,2021,8/2/2021,UF,11,Se77_Oshift,0.117171717
1377,8,2,2021,8/2/2021,UF,11,Se78_Oshift,0.193939394
1378,8,2,2021,8/2/2021,UF,11,Se80_Oshift,0.18989899
1379,8,2,2021,8/2/2021,UF,11,Se..82..82.82..ppb.,0.818181818
1380,8,2,2021,8/2/2021,UF,11,Se82_Oshift,0.157575758
1381,8,2,2021,8/2/2021,UF,11,Mo_NH3,3.915151515
1382,8,2,2021,8/2/2021,UF,11,Mo_Oshift,3.967676768
1383,8,2,2021,8/2/2021,UF,11,Cd111,0.011049424
1384,8,2,2021,8/2/2021,UF,11,Cd114,0.008227722
1385,8,2,2021,8/2/2021,UF,11,Pb_STD,0.212121212
1386,8,2,2021,8/2/2021,UF,11,Pb_NH3,0.222222222
1387,8,2,2021,8/2/2021,F,1,Na,9682.418182
1388,8,2,2021,8/2/2021,F,1,Mg,12312.47475
1389,8,2,2021,8/2/2021,F,1,Al,5.713131313
1390,8,2,2021,8/2/2021,F,1,P,10.16404529
1391,8,2,2021,8/2/2021,F,1,S,28903.95152
1392,8,2,2021,8/2/2021,F,1,K,2497.991919
1393,8,2,2021,8/2/2021,F,1,Ca,62224.02626
1394,8,2,2021,8/2/2021,F,1,V,0.771717172
1395,8,2,2021,8/2/2021,F,1,Cr_KED,0.105050505
1396,8,2,2021,8/2/2021,F,1,Cr_NH3,0.096969697
1397,8,2,2021,8/2/2021,F,1,Fe_NH3,13.21010101
1398,8,2,2021,8/2/2021,F,1,Mn,34.15959596
1399,8,2,2021,8/2/2021,F,1,Fe_KED,14.02222222
1400,8,2,2021,8/2/2021,F,1,Co,0.068271155
1401,8,2,2021,8/2/2021,F,1,Ni,0.595959596
1402,8,2,2021,8/2/2021,F,1,Cu_KED,2.525252525
1403,8,2,2021,8/2/2021,F,1,Cu_NH3,2.537373737
1404,8,2,2021,8/2/2021,F,1,Zn,3.868686869
1405,8,2,2021,8/2/2021,F,1,As_STD,9.244444444
1406,8,2,2021,8/2/2021,F,1,As_KED,7.983838384
1407,8,2,2021,8/2/2021,F,1,As_Oshift,9.97979798
1408,8,2,2021,8/2/2021,F,1,Se..77..77.77..ppb.,0.426625595
1409,8,2,2021,8/2/2021,F,1,Se77_Oshift,0.05784852
1410,8,2,2021,8/2/2021,F,1,Se78_Oshift,0.131313131
1411,8,2,2021,8/2/2021,F,1,Se80_Oshift,0.115151515
1412,8,2,2021,8/2/2021,F,1,Se..82..82.82..ppb.,0.658585859
1413,8,2,2021,8/2/2021,F,1,Se82_Oshift,0.147474747
1414,8,2,2021,8/2/2021,F,1,Mo_NH3,12.07878788
1415,8,2,2021,8/2/2021,F,1,Mo_Oshift,12.25050505
1416,8,2,2021,8/2/2021,F,1,Cd111,0.011049424
1417,8,2,2021,8/2/2021,F,1,Cd114,0.008227722
1418,8,2,2021,8/2/2021,F,1,Pb_STD,0.072939232
1419,8,2,2021,8/2/2021,F,1,Pb_NH3,0.079761723
1420,8,2,2021,8/2/2021,F,6,Na,19940.13333
1421,8,2,2021,8/2/2021,F,6,Mg,15110.05051
1422,8,2,2021,8/2/2021,F,6,Al,3.832323232
1423,8,2,2021,8/2/2021,F,6,P,10.16404529
1424,8,2,2021,8/2/2021,F,6,S,27636.07071
1425,8,2,2021,8/2/2021,F,6,K,4504.446465
1426,8,2,2021,8/2/2021,F,6,Ca,75944.19394
1427,8,2,2021,8/2/2021,F,6,V,1.995959596
1428,8,2,2021,8/2/2021,F,6,Cr_KED,0.84040404
1429,8,2,2021,8/2/2021,F,6,Cr_NH3,0.878787879
1430,8,2,2021,8/2/2021,F,6,Fe_NH3,20.77373737
1431,8,2,2021,8/2/2021,F,6,Mn,27.72929293
1432,8,2,2021,8/2/2021,F,6,Fe_KED,21.15555556
1433,8,2,2021,8/2/2021,F,6,Co,0.068271155
1434,8,2,2021,8/2/2021,F,6,Ni,0.545454545
1435,8,2,2021,8/2/2021,F,6,Cu_KED,8.141414141
1436,8,2,2021,8/2/2021,F,6,Cu_NH3,8.256565657
1437,8,2,2021,8/2/2021,F,6,Zn,7.066666667
1438,8,2,2021,8/2/2021,F,6,As_STD,12.55555556
1439,8,2,2021,8/2/2021,F,6,As_KED,11.16767677
1440,8,2,2021,8/2/2021,F,6,As_Oshift,12.03434343
1441,8,2,2021,8/2/2021,F,6,Se..77..77.77..ppb.,0.426625595
1442,8,2,2021,8/2/2021,F,6,Se77_Oshift,0.23030303
1443,8,2,2021,8/2/2021,F,6,Se78_Oshift,0.238383838
1444,8,2,2021,8/2/2021,F,6,Se80_Oshift,0.2
1445,8,2,2021,8/2/2021,F,6,Se..82..82.82..ppb.,1.048484848
1446,8,2,2021,8/2/2021,F,6,Se82_Oshift,0.286868687
1447,8,2,2021,8/2/2021,F,6,Mo_NH3,7.434343434
