,site,date,UF_Na,UF_Mg,UF_Al,UF_P,UF_S,UF_K,UF_Ca,UF_V,UF_Cr_KED,UF_Cr_NH3,UF_Fe_NH3,UF_Mn,UF_Fe_KED,UF_Co,UF_Ni,UF_Cu_KED,UF_Cu_NH3,UF_Zn,UF_As_STD,UF_As_KED,UF_As_Oshift,UF_Se..77..77.77..ppb.,UF_Se77_Oshift,UF_Se78_Oshift,UF_Se80_Oshift,UF_Se..82..82.82..ppb.,UF_Se82_Oshift,UF_Mo_NH3,UF_Mo_Oshift,UF_Cd111,UF_Cd114,UF_Pb_STD,UF_Pb_NH3,F_Na,F_Mg,F_Al,F_P,F_S,F_K,F_Ca,F_V,F_Cr_KED,F_Cr_NH3,F_Fe_NH3,F_Mn,F_Fe_KED,F_Co,F_Ni,F_Cu_KED,F_Cu_NH3,F_Zn,F_As_STD,F_As_KED,F_As_Oshift,F_Se..77..77.77..ppb.,F_Se77_Oshift,F_Se78_Oshift,F_Se80_Oshift,F_Se..82..82.82..ppb.,F_Se82_Oshift,F_Mo_NH3,F_Mo_Oshift,F_Cd111,F_Cd114,F_Pb_STD,F_Pb_NH3,W_Na,W_Mg,W_Al,W_P,W_S,W_K,W_Ca,W_V,W_Cr_KED,W_Cr_NH3,W_Fe_NH3,W_Mn,W_Fe_KED,W_Co,W_Ni,W_Cu_KED,W_Cu_NH3,W_Zn,W_As_STD,W_As_KED,W_As_Oshift,W_Se..77..77.77..ppb.,W_Se77_Oshift,W_Se78_Oshift,W_Se80_Oshift,W_Se..82..82.82..ppb.,W_Se82_Oshift,W_Mo_NH3,W_Mo_Oshift,W_Cd111,W_Cd114,W_Pb_STD,W_Pb_NH3
21,BG,8/16/2021,22737.2101,14595.93535,0.906263092,36.34747475,31226.63434,4496.121212,71782.54545,2.17979798,0.202020202,0.171717172,1.218874063,26.2969697,1.364188275,0.065677402,0.880808081,3.656565657,3.765656566,2.57979798,11.66666667,11.03030303,12.08686869,1.133333333,0.123232323,0.143434343,0.167676768,0.995959596,0.212121212,15.92323232,16.05252525,0.024242424,0.02020202,0.071230072,0.078026292,21911.01616,15714.0404,6.387878788,35.70505051,36810.03232,4638.111111,79118.95354,2.488888889,0.151515152,0.143434343,14.19191919,29.57373737,15.09292929,0.065677402,1.149494949,8.234343434,7.870707071,4.563636364,12.57979798,11.5030303,13.21818182,1.088888889,0.055646451,0.244444444,0.212121212,1.105050505,0.153535354,17.2969697,17.74141414,0.032323232,0.024242424,0.294949495,0.315151515,18978.94949,12794.53535,95.94949495,49.64032951,31510.64646,3861.111111,68175.88889,2.212121212,0.131217012,0.272727273,113.2626263,66.44444444,108.0505051,0.32838701,0.484848485,11.23232323,11.21212121,5.848484848,12.97979798,8.626262626,13.57575758,2.168499474,0.278232254,0.353535354,0.242424242,1.636363636,0.112595629,17.02020202,17.24242424,0.053180963,0.039323993,0.808080808,0.838383838
22,BN,8/16/2021,19037.77576,13652.68889,1.884848485,36.22424242,26657.80404,3509.551515,63519.74949,1.812121212,0.127272727,0.125252525,1.218874063,14.42020202,1.364188275,0.065677402,1.614141414,2.666666667,2.781818182,1.206060606,8.957575758,6.701010101,9.575757576,1.076767677,0.055646451,0.171717172,0.139393939,0.692929293,0.096969697,10.41414141,10.80808081,0.010636193,0.007864799,0.071230072,0.078026292,18012.48283,13604.75152,12.01414141,37.54343434,31521.83636,3693.242424,67807.33535,1.919191919,0.517171717,0.462626263,12.91717172,16.13131313,13.09494949,0.065677402,2.62020202,6.080808081,6.058585859,2.78989899,10.15151515,8.773737374,10.44242424,1.177777778,0.2,0.173737374,0.195959596,0.739393939,0.202020202,11.75555556,11.90505051,0.010636193,0.018181818,0.204040404,0.22020202,16842.85859,13089.46465,104.3232323,49.64032951,33592.25253,3507.505051,68024.70707,2.070707071,0.393939394,0.414141414,138.3636364,54.28282828,119.959596,0.32838701,0.525252525,4.951587001,10.82828283,4.787878788,10.74747475,9.525252525,10.85858586,2.168499474,0.278232254,0.191919192,0.212121212,1.222222222,0.112595629,13.61616162,11.71717172,0.053180963,0.039323993,0.356150362,0.390131458
23,DL,8/16/2021,18877.71717,19006.9798,2.721212121,40.16969697,31933.94545,4103.880808,79151.4303,1.882828283,0.195959596,0.2,1.218874063,8.278787879,1.364188275,0.065677402,0.626262626,2.460606061,2.523232323,1.993939394,9.64040404,8,10.0969697,1.151515152,0.22020202,0.204040404,0.181818182,0.793939394,0.228282828,5.109090909,5.133333333,0.010636193,0.016161616,0.071230072,0.078026292,16335.66667,19255.8202,6.333333333,34.94141414,35638.7596,4441.589899,82368.45253,1.971717172,0.105050505,0.123232323,8.044444444,9.82020202,8.797979798,0.065677402,0.35959596,4.711111111,4.684848485,3.086868687,10.36161616,8.674747475,11.13939394,1.202020202,0.055646451,0.181818182,0.254545455,0.927272727,0.191919192,5.505050505,5.731313131,0.024242424,0.018181818,0.204040404,0.218181818,15180.28283,18115.18182,136.6767677,49.64032951,35210.20202,4053.090909,77498.87879,2.01010101,1.060606061,1.090909091,119.7575758,38.54545455,124.2828283,0.32838701,0.494949495,4.951587001,5.087890009,4,10.94949495,7.878787879,11,2.168499474,0.278232254,0.089658949,0.333333333,1.232323232,0.232323232,5.292929293,5.383838384,0.053180963,0.039323993,0.727272727,0.390131458
24,GR,8/16/2021,16584.76162,18249.07475,0.906263092,36.03838384,31226.11919,4055.115152,70772.65657,1.783838384,0.096969697,0.084848485,1.218874063,5.642424242,1.364188275,0.065677402,0.288888889,0.9903174,1.017578002,1.75959596,9.462626263,7.95959596,9.739393939,1.167676768,0.153535354,0.187878788,0.171717172,0.652525253,0.197979798,4.127272727,4.183838384,0.010636193,0.007864799,0.071230072,0.078026292,15637.85455,19065.15556,9.866666667,31.77979798,35988.6202,4227.711111,77730.38384,1.96969697,0.105050505,0.125252525,8.290909091,7.195959596,8.763636364,0.065677402,0.414141414,4.537373737,4.593939394,3.216161616,10.41616162,8.466666667,10.85454545,1.290909091,0.216161616,0.224242424,0.234343434,0.953535354,0.232323232,4.701010101,4.703030303,0.010636193,0.007864799,0.246464646,0.246464646,14466.58586,18325.05051,66.33333333,49.64032951,37204.11111,3783.777778,77508.34343,1.808080808,0.131217012,0.11823354,53.35353535,19.04040404,53.62626263,0.32838701,0.393939394,4.951587001,5.087890009,2.272727273,10.83838384,7.616161616,10.86868687,2.168499474,0.278232254,0.089658949,0.292929293,1.505050505,0.272727273,4.565656566,4.616161616,0.053180963,0.039323993,0.356150362,0.390131458
25,WS,8/30/2021,16808.91717,11780.77374,4.094949495,39.85656566,39096.54747,3888.412121,66916.65051,0.783838384,0.117171717,0.125252525,1.218874063,21.11717172,1.364188275,0.065677402,0.757575758,0.9903174,1.017578002,4.858585859,9.438383838,9.048484848,9.137373737,1.187878788,0.055646451,0.103030303,0.080808081,0.711111111,0.022519126,27.51313131,27.74545455,0.010636193,0.007864799,0.155555556,0.078026292,15246.46263,11905.86667,10.97777778,9.928065902,47026.17374,3876.660606,78791.62222,0.741414141,0.262626263,0.282828283,7.757575758,25.97575758,8.591919192,0.065677402,0.949494949,0.9903174,1.017578002,11.43434343,9.561616162,8.323232323,10.24646465,1.171717172,0.055646451,0.090909091,0.103030303,0.814141414,0.056565657,33.45252525,34.78181818,0.010636193,0.007864799,0.191919192,0.21010101,14598.13131,11191.55556,228.0505051,49.64032951,48292.17172,3622.050505,71277.83838,0.565432465,0.363636364,0.343434343,68.15151515,35.97979798,67.15151515,0.32838701,0.848484848,4.951587001,5.087890009,2.858585859,10.06060606,9.141414141,10.6969697,2.168499474,0.278232254,0.089658949,0.054204449,0.481429161,0.112595629,32.56565657,33.70707071,0.053180963,0.039323993,0.356150362,0.390131458
26,GC,8/30/2021,19238.54747,14011.18586,0.906263092,30.95353535,33443.86263,3861.848485,68818.80808,1.319191919,0.117171717,0.115151515,1.218874063,21.82828283,1.364188275,0.065677402,0.523232323,3.591919192,3.321212121,2.787878788,9.773737374,8.83030303,10.01212121,1.137373737,0.055646451,0.117171717,0.212121212,0.878787879,0.050505051,15.78383838,16.66666667,0.03030303,0.028282828,0.163636364,0.175757576,17046.24646,13451.17576,5.597979798,9.928065902,38462.90707,3698.505051,73215.04444,1.454545455,0.098989899,0.127272727,12.84242424,25.06262626,12.25858586,0.065677402,0.511111111,5.555555556,5.961616162,6.862626263,9.876767677,8.882828283,10.59191919,1.038383838,0.055646451,0.204040404,0.16969697,0.729292929,0.262626263,19.1010101,19.3010101,0.04040404,0.032323232,0.254545455,0.333333333,17306.25253,13988.82828,104.0606061,49.64032951,41116.28283,3772.282828,75217.42424,1.676767677,0.343434343,0.343434343,91.2020202,36.7979798,91.57575758,0.32838701,1.04040404,4.951587001,5.087890009,5.575757576,9.787878788,7.353535354,11.05050505,2.168499474,0.278232254,0.292929293,0.171717172,0.481429161,0.555555556,18.42424242,18.62626263,0.053180963,0.039323993,0.777777778,0.888888889
27,BG,8/30/2021,19261.32727,14350.82222,3.18989899,34.12121212,31487.10505,4068.733333,65901.15354,1.686868687,0.145454545,0.107070707,1.218874063,22.73333333,1.364188275,0.065677402,0.395959596,3.797979798,3.690909091,1.721212121,10.08686869,9.846464646,10.15151515,1.155555556,0.165656566,0.2,0.15959596,0.951515152,0.066666667,14.0040404,13.96767677,0.03030303,0.022222222,0.071230072,0.078026292,18202.95758,13339.16566,3.749494949,9.928065902,36635.83636,3886.082828,74004.75152,1.828282828,0.139393939,0.127272727,13.81616162,30.53939394,13.86464646,0.065677402,0.501010101,6.397979798,6.737373737,3.408080808,10.66666667,8.941414141,12.51717172,1.103030303,0.055646451,0.2,0.181818182,0.850505051,0.183838384,17.17171717,19.15959596,0.036363636,0.028282828,0.208080808,0.226262626,19259.46465,14522.26263,115.6767677,49.64032951,43979.52525,3957.525253,76578.79798,1.777777778,0.484848485,0.404040404,79.96969697,40.97979798,84.87878788,0.32838701,0.666666667,10.39393939,5.087890009,3.636363636,10.74747475,9.606060606,11.53535354,2.168499474,0.278232254,0.242424242,0.242424242,0.481429161,0.252525253,16.71717172,16.37373737,0.053180963,0.039323993,0.356150362,0.390131458
28,BN,8/30/2021,16979.54747,13181.11919,0.906263092,31.34747475,25250.84848,3328.272727,59504.31313,1.436363636,0.117171717,0.105050505,1.218874063,12.41010101,1.364188275,0.065677402,0.381818182,3.454545455,3.341414141,6.414141414,8.096969697,9.046464646,8.296969697,0.433699895,0.055646451,0.141414141,0.147474747,0.83030303,0.022519126,9.686868687,9.696969697,0.022222222,0.007864799,0.071230072,0.078026292,14894.64444,13585.53939,3.147474747,9.928065902,26728.40808,3319.624242,60839.91919,1.466666667,0.117171717,0.119191919,8.143434343,13.13131313,8.701010101,0.065677402,0.325252525,5.337373737,5.377777778,1.719191919,8.78989899,7.878787879,8.703030303,0.433699895,0.055646451,0.147474747,0.16969697,0.882828283,0.113131313,10.43636364,10.41818182,0.024242424,0.02020202,0.17979798,0.183838384,15350.45455,12771.31313,171.8383838,49.64032951,31619.14141,3468.656566,70502.74747,1.878787879,0.353535354,0.343434343,156.5050505,56.08080808,159.1717172,0.32838701,0.444444444,10.52525253,10.27272727,6.171717172,8.717171717,8.262626263,9.878787879,2.168499474,0.278232254,0.089658949,0.272727273,0.481429161,0.112595629,11.60606061,11.78787879,0.053180963,0.039323993,0.919191919,0.949494949
29,DL,8/30/2021,17115.77374,17140.08889,4.395959596,36.23434343,29437.8202,3936.092929,70228.72121,1.642424242,0.137373737,0.129292929,1.218874063,8.664646465,1.364188275,0.065677402,0.319191919,2.81010101,2.832323232,2.715151515,8.876767677,7.983838384,8.927272727,0.433699895,0.055646451,0.133333333,0.21010101,0.957575758,0.135353535,6.519191919,6.549494949,0.022222222,0.016161616,0.161616162,0.163636364,15364.50909,17298.1596,5.551515152,9.928065902,31545.41212,4095.408081,71515.89293,1.662626263,0.145454545,0.145454545,7.82020202,9.670707071,8.711111111,0.065677402,0.341414141,4.468686869,4.268686869,4.531313131,9.351515152,8.541414141,9.321212121,0.433699895,0.055646451,0.173737374,0.18989899,1.018181818,0.066666667,6.684848485,6.880808081,0.022222222,0.018181818,0.202020202,0.212121212,15240.69697,17455.38384,150.4444444,49.64032951,40612.23232,3919.40404,83398.25253,1.97979798,0.272727273,0.313131313,118.979798,36.24242424,124.3737374,0.32838701,0.464646465,4.951587001,5.087890009,5.717171717,9.191919192,8.626262626,10.12121212,2.168499474,0.278232254,0.303030303,0.242424242,1.04040404,0.112595629,7.333333333,7.696969697,0.053180963,0.039323993,0.797979798,0.838383838
30,GR,8/30/2021,16294.35758,17181.36364,0.906263092,34.68888889,30118.79798,4015.09899,66317.68081,1.682828283,0.135353535,0.115151515,1.218874063,6.83030303,1.364188275,0.065677402,0.387878788,2.907070707,2.872727273,1.678787879,9.181818182,9.218181818,9.18989899,0.876767677,0.055646451,0.171717172,0.206060606,0.654545455,0.121212121,6.183838384,6.242424242,0.010636193,0.007864799,0.071230072,0.078026292,15209.85455,18569.50303,5.149494949,9.928065902,31313.53333,3980.858586,68755.30505,1.828282828,0.147474747,0.139393939,6.676767677,7.622222222,7.767676768,0.065677402,0.363636364,4.412121212,4.274747475,2.858585859,9.591919192,8.991919192,9.436363636,1.096969697,0.153535354,0.171717172,0.232323232,1.036363636,0.141414141,6.458585859,6.470707071,0.010636193,0.007864799,0.208080808,0.193939394,14953.06061,15958.58586,171.4141414,49.64032951,39233.05051,3629.737374,73066.23232,2.191919192,0.272727273,0.282828283,138.6868687,41.38383838,133.7373737,0.32838701,0.565656566,4.951587001,5.087890009,6.505050505,9.474747475,7.212121212,10.24242424,2.168499474,0.278232254,0.181818182,0.252525253,0.481429161,0.112595629,7,7.060606061,0.053180963,0.039323993,2.484848485,2.808080808
31,WS,9/13/2021,16982.70909,11669.66869,2.18989899,9.928065902,41771.86869,3867.222222,67123.68081,0.626262626,0.107070707,0.121212121,1.218874063,26.07474747,1.364188275,0.065677402,0.987878788,0.9903174,1.017578002,2.41010101,8.733333333,7.313131313,8.004040404,1.395959596,0.055646451,0.082828283,0.096969697,0.775757576,0.022519126,31.30707071,31.31111111,0.010636193,0.007864799,0.071230072,0.078026292,14678.58384,11597.24242,6.929292929,9.928065902,41320.06667,3823.080808,69630.48283,0.644444444,0.347474747,0.363636364,9.248484848,26.8020202,9.696969697,0.065677402,0.981818182,0.9903174,1.017578002,3.195959596,8.571717172,7.397979798,8.113131313,1.262626263,0.055646451,0.109090909,0.094949495,0.666666667,0.022519126,32.18989899,32.4969697,0.010636193,0.007864799,0.242424242,0.232323232,14455.14141,11892.48485,81.63636364,49.64032951,42210.26263,4576.919192,68527.78788,0.565432465,0.292929293,0.353535354,73.50505051,44.25252525,72.62626263,0.32838701,0.696969697,4.951587001,5.087890009,0.808080808,8.888888889,7.606060606,8.434343434,2.168499474,0.278232254,0.089658949,0.141414141,0.481429161,0.112595629,32.17171717,31.49494949,0.053180963,0.039323993,0.356150362,0.390131458
32,GC,9/13/2021,17355.10505,13491.14141,0.906263092,9.928065902,29412.14949,3455.141414,66886.98788,1.325252525,0.135353535,0.119191919,1.218874063,23.05656566,1.364188275,0.065677402,0.454545455,3.35959596,3.535353535,3.387878788,8.204040404,7.838383838,8.01010101,1.04040404,0.055646451,0.171717172,0.149494949,0.725252525,0.068686869,11.82828283,11.39393939,0.034343434,0.028282828,0.071230072,0.078026292,16343.49293,15028.75556,5.046464646,9.928065902,31787.50707,3808.781818,72975.50101,1.402020202,0.212121212,0.17979798,8.771717172,24.44848485,10.26262626,0.065677402,0.822222222,5.266666667,5.012121212,5.402020202,8.305050505,8,8.341414141,0.991919192,0.055646451,0.163636364,0.197979798,0.951515152,0.094949495,12.14747475,12.28686869,0.032323232,0.032323232,0.276767677,0.290909091,14971.57576,13360.42424,63.68686869,49.64032951,30995.75758,3385.080808,62685.0202,1.242424242,0.323232323,0.303030303,78.54545455,31.95959596,78.60606061,0.32838701,0.575757576,4.951587001,5.087890009,4.95959596,9.151515152,9.131313131,8.888888889,2.168499474,0.278232254,0.252525253,0.181818182,1.535353535,0.112595629,11.72727273,11.68686869,0.053180963,0.039323993,0.356150362,0.390131458
33,BG,9/13/2021,18559.50505,14454.71111,0.906263092,9.928065902,27282.53939,3795.585859,65988.59192,1.664646465,0.107070707,0.101010101,1.218874063,20.87474747,1.364188275,0.065677402,0.444444444,3.214141414,3.165656566,1.929292929,8.519191919,8.656565657,8.903030303,0.894949495,0.055646451,0.147474747,0.181818182,0.711111111,0.022519126,9.97979798,9.933333333,0.022222222,0.016161616,0.071230072,0.078026292,17575.97778,14257.8202,6.098989899,9.928065902,29909.10909,3791.123232,69556.24646,1.795959596,0.127272727,0.137373737,10.54747475,21.89292929,11.94545455,0.065677402,0.543434343,5.642424242,5.418181818,4.094949495,9.151515152,9.42020202,9.084848485,1.145454545,0.055646451,0.149494949,0.163636364,1.014141414,0.064646465,10.34141414,10.27676768,0.026262626,0.022222222,0.385858586,0.38989899,16437.91919,13875.0101,72.18181818,49.64032951,27475.66667,4046.181818,65323.85859,1.727272727,0.616161616,0.767676768,96.94949495,28.57575758,82.12121212,0.32838701,1.131313131,4.951587001,5.087890009,3.343434343,10.33333333,8,9.181818182,2.168499474,0.278232254,0.252525253,0.242424242,1.03030303,0.112595629,11.84848485,9.939393939,0.053180963,0.039323993,0.356150362,0.390131458
34,BN,9/13/2021,17521.10707,14450.50101,0.906263092,9.928065902,26019.20808,3797.882828,59683.93737,1.486868687,0.202020202,0.155555556,1.218874063,7.781818182,1.364188275,0.065677402,0.42020202,3.002020202,2.987878788,1.490909091,7.618181818,7.317171717,7.828282828,0.433699895,0.17979798,0.145454545,0.127272727,0.77979798,0.165656566,7.591919192,7.767676768,0.010636193,0.007864799,0.071230072,0.078026292,15544.11111,14276.58182,14.56161616,9.928065902,25544.46263,3506.707071,62535.5798,1.454545455,0.135353535,0.137373737,11.03838384,7.947474747,11.84242424,0.065677402,0.383838384,4.755555556,4.575757576,10.42020202,7.690909091,6.856565657,7.470707071,1.016161616,0.055646451,0.149494949,0.183838384,0.777777778,0.074747475,7.595959596,7.577777778,0.010636193,0.007864799,0.222222222,0.236363636,14671.91919,13696.07071,47.06060606,49.64032951,26729.57576,3350.646465,59257.72727,1.424242424,0.131217012,0.11823354,45.94949495,17.48484848,46.15151515,0.32838701,0.353535354,4.951587001,5.087890009,0.797979798,9.111111111,8.080808081,8,2.168499474,0.278232254,0.089658949,0.272727273,0.481429161,0.112595629,7.686868687,7.676767677,0.053180963,0.039323993,0.356150362,0.390131458
35,DL,9/13/2021,16142.27677,17811.99394,0.906263092,9.928065902,29997.39394,4057.09899,67951.71313,1.567676768,0.153535354,0.113131313,1.218874063,8.882828283,1.364188275,0.065677402,0.397979798,2.383838384,2.466666667,1.733333333,8.494949495,8.006060606,8.503030303,0.433699895,0.143434343,0.151515152,0.145454545,0.915151515,0.117171717,4.96969697,4.997979798,0.010636193,0.007864799,0.071230072,0.078026292,13576.70303,17103.21818,7.145454545,9.928065902,28189.31515,3716.931313,67910.19596,1.547474747,0.127272727,0.133333333,7.636363636,9.339393939,7.802020202,0.065677402,0.36969697,3.602020202,3.816161616,3.636363636,8.565656566,8.325252525,8.644444444,0.901010101,0.055646451,0.187878788,0.167676768,0.757575758,0.078787879,5.175757576,4.985858586,0.010636193,0.016161616,0.228282828,0.24040404,13673.62626,17082.52525,122.8686869,49.64032951,27336.80808,3656.818182,65359.47475,1.696969697,0.131217012,0.11823354,103.5050505,28.85858586,100.8888889,0.32838701,0.454545455,4.951587001,5.087890009,3.909090909,9.373737374,7.646464646,9.323232323,2.168499474,0.278232254,0.303030303,0.262626263,1.03030303,0.112595629,5,4.929292929,0.053180963,0.039323993,0.356150362,0.390131458
36,GR,9/13/2021,16150.52929,18293.69697,0.906263092,9.928065902,29505.02626,4077.127273,68645.8303,1.549494949,0.337373737,0.292929293,1.218874063,9.832323232,3.474747475,0.065677402,0.38989899,2.876767677,2.917171717,2.335353535,8.414141414,7.498989899,8.414141414,0.433699895,0.147474747,0.191919192,0.149494949,0.812121212,0.15959596,4.642424242,4.705050505,0.010636193,0.007864799,0.071230072,0.078026292,13224.53333,17147.93939,21.82222222,9.928065902,29351.77172,3679.620202,67658.38586,1.567676768,0.129292929,0.131313131,8.773737374,9.981818182,8.652525253,0.065677402,0.35959596,4.309090909,4.563636364,7.678787879,8.288888889,7.791919192,8.438383838,0.913131313,0.055646451,0.167676768,0.167676768,0.905050505,0.119191919,4.868686869,4.624242424,0.022222222,0.016161616,0.214141414,0.224242424,12750.0404,16649.20202,263.3636364,49.64032951,28782.27273,3545.424242,63901.50505,1.646464646,0.353535354,0.414141414,183.3434343,36.2020202,183.2727273,0.32838701,0.484848485,4.951587001,5.087890009,8.111111111,8.757575758,7.888888889,8.707070707,2.168499474,0.278232254,0.242424242,0.252525253,0.481429161,0.112595629,4.505050505,4.474747475,0.053180963,0.039323993,0.929292929,0.919191919
37,WS,10/1/2021,19325.07071,12841.18384,0.906263092,9.928065902,50611.19394,4666.739394,76609.04444,0.466666667,0.163636364,0.131313131,1.218874063,36.09494949,2.880808081,0.065677402,0.771717172,0.9903174,1.017578002,25.02222222,5.513131313,5.325252525,5.747474747,0.884848485,0.123232323,0.092929293,0.074747475,0.850505051,0.092929293,34.43636364,35.14949495,0.022222222,0.007864799,0.071230072,0.078026292,17662.05253,12939.77172,6.397979798,9.928065902,52232.77576,4660.127273,76146.31111,0.468686869,0.149494949,0.147474747,23.21010101,36.7030303,24.42828283,0.065677402,0.862626263,0.9903174,1.017578002,29.86666667,5.886868687,5.462626263,5.941414141,0.888888889,0.145454545,0.086868687,0.054545455,0.955555556,0.078787879,34.49292929,35.67878788,0.022222222,0.007864799,0.071230072,0.078026292,18280.30303,13802.43434,51.47474747,49.64032951,55620.90909,5077.666667,78850.25253,0.565432465,0.131217012,0.11823354,76.32323232,58.47474747,77.97979798,0.32838701,0.808080808,4.951587001,5.087890009,1.626262626,7.02020202,6.767676768,6.848484848,2.168499474,0.278232254,0.222222222,0.054204449,0.481429161,0.112595629,35.65656566,35.73737374,0.053180963,0.039323993,0.356150362,0.390131458
38,GC,10/1/2021,21349.06667,16135.84646,0.906263092,9.928065902,41451.6404,4434.662626,81310.97172,1.264646465,0.193939394,0.165656566,1.218874063,23.06060606,2.933333333,0.065677402,0.525252525,2.917171717,3.129292929,8.917171717,6.678787879,6.814141414,7.147474747,0.433699895,0.135353535,0.153535354,0.161616162,0.862626263,0.21010101,16.44040404,16.7030303,0.024242424,0.018181818,0.071230072,0.078026292,18785.58384,15542.37778,6,9.928065902,40145.06465,4291.49697,79239.18586,1.236363636,0.137373737,0.147474747,14.75151515,22.8,16.38989899,0.065677402,0.577777778,4.337373737,4.426262626,10.59393939,7.014141414,6.337373737,7.191919192,0.433699895,0.155555556,0.183838384,0.119191919,0.836363636,0.161616162,16.32323232,16.75353535,0.03030303,0.026262626,0.187878788,0.195959596,18477.65657,16231.44444,90.80808081,49.64032951,43049.71717,4604.868687,77106.84848,1.454545455,0.131217012,0.11823354,94.8989899,33.26262626,96.83838384,0.32838701,0.757575758,4.951587001,5.087890009,6.565656566,7.616161616,6.626262626,7.929292929,2.168499474,0.278232254,0.089658949,0.141414141,0.481429161,0.112595629,16.04040404,16.83838384,0.053180963,0.039323993,0.356150362,0.797979798
39,BG,10/1/2021,20782.71111,15467.55758,0.906263092,9.928065902,36445.78384,4309.929293,76557.13131,1.634343434,0.333333333,0.325252525,1.218874063,20.85252525,4.060606061,0.065677402,0.442424242,2.614141414,2.763636364,8.878787879,7.749494949,7.864646465,8.046464646,1.062626263,0.163636364,0.155555556,0.149494949,0.945454545,0.139393939,14.13737374,14.46262626,0.022222222,0.007864799,0.071230072,0.078026292,19802.94747,15906.39798,5.903030303,9.928065902,37219.65657,4336.983838,77139.77778,1.622222222,0.119191919,0.117171717,17.20808081,21.74949495,18.6040404,0.065677402,0.438383838,4.785858586,4.913131313,11.49292929,8.125252525,7.664646465,8.280808081,1.080808081,0.181818182,0.177777778,0.16969697,0.915151515,0.121212121,14.52121212,15.08080808,0.010636193,0.018181818,0.42020202,0.414141414,18800.9697,15344.09091,34.44444444,49.64032951,38885,4631.333333,74474.78788,1.616161616,0.131217012,0.11823354,51.74747475,24.73737374,53.3030303,0.32838701,0.464646465,4.951587001,5.087890009,5.202020202,8.151515152,7.050505051,8.656565657,2.168499474,0.278232254,0.262626263,0.054204449,0.481429161,0.112595629,14.64646465,14.62626263,0.053180963,0.039323993,0.356150362,0.390131458
40,BN,10/1/2021,18547.72121,14676.96364,0.906263092,9.928065902,31105.66667,3795.064646,68804.51515,1.331313131,0.161616162,0.121212121,1.218874063,10.38787879,3.195959596,0.065677402,0.412121212,2.719191919,2.816161616,12.14343434,6.092929293,6.101010101,6.37979798,0.880808081,0.151515152,0.202020202,0.149494949,0.771717172,0.161616162,10.07878788,10.32727273,0.010636193,0.018181818,0.071230072,0.078026292,16709.55152,14897.48889,6.228282828,9.928065902,31527.6202,3849.046465,68342.16162,1.305050505,0.232323232,0.248484848,11.89494949,10.70505051,13.38787879,0.065677402,0.44040404,4.446464646,4.480808081,14.05858586,6.305050505,5.866666667,6.404040404,1.163636364,0.181818182,0.2,0.139393939,0.886868687,0.214141414,10.03030303,10.38585859,0.022222222,0.018181818,1.149494949,1.098989899,15842.39394,13946.91919,52.45454545,49.64032951,31359.37374,4231.707071,64743.85859,1.353535354,0.444444444,0.464646465,53.94949495,18.19191919,55.26262626,0.32838701,0.333333333,4.951587001,5.087890009,1.878787879,6.535353535,6.787878788,6.676767677,2.168499474,0.278232254,0.089658949,0.054204449,0.481429161,0.112595629,10.02020202,10.14141414,0.053180963,0.039323993,0.356150362,0.390131458
41,DL,10/1/2021,16738.22424,17717.8202,0.906263092,9.928065902,31673.38182,3915.280808,72376.50707,1.482828283,0.595959596,0.575757576,3.402020202,10.98181818,5.193939394,0.065677402,0.391919192,2.080808081,2.173737374,10.21010101,6.618181818,6.537373737,7.402020202,0.433699895,0.191919192,0.18989899,0.149494949,0.785858586,0.163636364,6.137373737,6.361616162,0.010636193,0.007864799,0.071230072,0.078026292,14577.60606,17716.25859,14.69292929,9.928065902,31306.68081,3915.648485,71423.40202,1.442424242,0.109090909,0.119191919,11.00808081,11.62020202,12.46060606,0.065677402,0.363636364,3.317171717,3.408080808,15.50505051,7.351515152,6.666666667,7.464646465,1.268686869,0.147474747,0.125252525,0.185858586,0.874747475,0.092929293,6.16969697,6.377777778,0.010636193,0.007864799,37.95959596,41.75151515,14036.57576,17290.61616,304.8080808,49.64032951,34187.26263,4243.020202,70049.43434,1.464646465,0.272727273,0.323232323,151.0808081,38.3030303,146.0505051,0.32838701,0.525252525,4.951587001,5.087890009,6.777777778,7.454545455,6.292929293,7.656565657,2.168499474,0.278232254,0.303030303,0.054204449,0.481429161,0.112595629,5.919191919,6.181818182,0.053180963,0.039323993,1.01010101,1.02020202
