"","Sample.Id","Element","conc","Concentration"
"1047","7_20_21_W6","Se78_Oshift",0.015,0.151515151515152
"1048","7_20_21_W6","Se80_Oshift",0.014,0.141414141414141
"1049","7_20_21_W6","Se..82..82.82..ppb.",0.0403970801917008,0.408051315067684
"1050","7_20_21_W6","Se82_Oshift",0.0138528496230088,0.139927773969786
"1051","7_20_21_W6","Mo_NH3",1.401,14.1515151515152
"1052","7_20_21_W6","Mo_Oshift",1.358,13.7171717171717
"1053","7_20_21_W6","Cd111",0.005,0.0505050505050505
"1054","7_20_21_W6","Cd114",0.006,0.0606060606060606
"1055","7_20_21_W6","Pb_STD",0.08,0.808080808080808
"1056","7_20_21_W6","Pb_NH3",0.084,0.848484848484849
"1057","7_20_21_W8","Na",1999.953,20201.5454545455
"1058","7_20_21_W8","Mg",1376.888,13907.9595959596
"1059","7_20_21_W8","Al",9.381,94.7575757575758
"1060","7_20_21_W8","P",5.225,52.7777777777778
"1061","7_20_21_W8","S",3058.824,30897.2121212121
"1062","7_20_21_W8","K",441.159,4456.15151515152
"1063","7_20_21_W8","Ca",6337.816,64018.3434343434
"1064","7_20_21_W8","V",0.313,3.16161616161616
"1065","7_20_21_W8","Cr_KED",0.0092832184233347,0.0937698830639869
"1066","7_20_21_W8","Cr_NH3",0.019,0.191919191919192
"1067","7_20_21_W8","Fe_NH3",9.026,91.1717171717172
"1068","7_20_21_W8","Mn",5.742,58
"1069","7_20_21_W8","Fe_KED",9.204,92.969696969697
"1070","7_20_21_W8","Co",0.00617095043141139,0.0623328326405191
"1071","7_20_21_W8","Ni",0.055,0.555555555555556
"1072","7_20_21_W8","Cu_KED",1.043,10.5353535353535
"1073","7_20_21_W8","Cu_NH3",1.034,10.4444444444444
"1074","7_20_21_W8","Zn",0.362,3.65656565656566
"1075","7_20_21_W8","As_STD",1.457,14.7171717171717
"1076","7_20_21_W8","As_KED",1.357,13.7070707070707
"1077","7_20_21_W8","As_Oshift",1.445,14.5959595959596
"1078","7_20_21_W8","Se..77..77.77..ppb.",0.11572554213896,1.16894487009051
"1079","7_20_21_W8","Se77_Oshift",0.0226125188303962,0.228409281115113
"1080","7_20_21_W8","Se78_Oshift",0.02,0.202020202020202
"1081","7_20_21_W8","Se80_Oshift",0.015,0.151515151515152
"1082","7_20_21_W8","Se..82..82.82..ppb.",0.086,0.868686868686869
"1083","7_20_21_W8","Se82_Oshift",0.033,0.333333333333333
"1084","7_20_21_W8","Mo_NH3",1.038,10.4848484848485
"1085","7_20_21_W8","Mo_Oshift",0.998,10.0808080808081
"1086","7_20_21_W8","Cd111",0.004,0.0404040404040404
"1087","7_20_21_W8","Cd114",0.006,0.0606060606060606
"1088","7_20_21_W8","Pb_STD",0.063,0.636363636363636
"1089","7_20_21_W8","Pb_NH3",0.067,0.676767676767677
"1090","7_20_21_W9","Na",1417.942,14322.6464646465
"1091","7_20_21_W9","Mg",1212.405,12246.5151515152
"1092","7_20_21_W9","Al",10.778,108.868686868687
"1093","7_20_21_W9","P",5.48,55.3535353535354
"1094","7_20_21_W9","S",2452.503,24772.7575757576
"1095","7_20_21_W9","K",390.591,3945.36363636364
"1096","7_20_21_W9","Ca",5410.433,54650.8383838384
"1097","7_20_21_W9","V",0.268,2.70707070707071
"1098","7_20_21_W9","Cr_KED",0.021,0.212121212121212
"1099","7_20_21_W9","Cr_NH3",0.026,0.262626262626263
"1100","7_20_21_W9","Fe_NH3",10.84,109.49494949495
"1101","7_20_21_W9","Mn",3.725,37.6262626262626
"1102","7_20_21_W9","Fe_KED",9.573,96.6969696969697
"1103","7_20_21_W9","Co",0.00617095043141139,0.0623328326405191
"1104","7_20_21_W9","Ni",0.057,0.575757575757576
"1105","7_20_21_W9","Cu_KED",0.867,8.75757575757576
"1106","7_20_21_W9","Cu_NH3",0.995,10.0505050505051
"1107","7_20_21_W9","Zn",0.397,4.01010101010101
"1108","7_20_21_W9","As_STD",1.077,10.8787878787879
"1109","7_20_21_W9","As_KED",0.909,9.18181818181818
"1110","7_20_21_W9","As_Oshift",1.125,11.3636363636364
"1111","7_20_21_W9","Se..77..77.77..ppb.",0.11572554213896,1.16894487009051
"1112","7_20_21_W9","Se77_Oshift",0.0226125188303962,0.228409281115113
"1113","7_20_21_W9","Se78_Oshift",0.00665204009418802,0.0671923241837174
"1114","7_20_21_W9","Se80_Oshift",0.00538614928509806,0.0544055483343239
"1115","7_20_21_W9","Se..82..82.82..ppb.",0.0403970801917008,0.408051315067684
"1116","7_20_21_W9","Se82_Oshift",0.0138528496230088,0.139927773969786
"1117","7_20_21_W9","Mo_NH3",0.705,7.12121212121212
"1118","7_20_21_W9","Mo_Oshift",0.659,6.65656565656566
"1119","7_20_21_W9","Cd111",0.005,0.0505050505050505
"1120","7_20_21_W9","Cd114",0.005,0.0505050505050505
"1121","7_20_21_W9","Pb_STD",0.062,0.626262626262626
"1122","7_20_21_W9","Pb_NH3",0.064,0.646464646464647
"1123","7_20_21_W10","Na",1485.961,15009.7070707071
"1124","7_20_21_W10","Mg",1734.17,17516.8686868687
"1125","7_20_21_W10","Al",10.78,108.888888888889
"1126","7_20_21_W10","P",4.431,44.7575757575758
"1127","7_20_21_W10","S",3742.938,37807.4545454546
"1128","7_20_21_W10","K",463.434,4681.15151515152
"1129","7_20_21_W10","Ca",6733.014,68010.2424242424
"1130","7_20_21_W10","V",0.272,2.74747474747475
"1131","7_20_21_W10","Cr_KED",0.275,2.77777777777778
"1132","7_20_21_W10","Cr_NH3",0.288,2.90909090909091
"1133","7_20_21_W10","Fe_NH3",10.995,111.060606060606
"1134","7_20_21_W10","Mn",2.904,29.3333333333333
"1135","7_20_21_W10","Fe_KED",10.064,101.656565656566
"1136","7_20_21_W10","Co",0.039,0.393939393939394
"1137","7_20_21_W10","Ni",0.069,0.696969696969697
"1138","7_20_21_W10","Cu_KED",0.807,8.15151515151515
"1139","7_20_21_W10","Cu_NH3",0.852,8.60606060606061
"1140","7_20_21_W10","Zn",0.402,4.06060606060606
"1141","7_20_21_W10","As_STD",1.199,12.1111111111111
"1142","7_20_21_W10","As_KED",1.295,13.0808080808081
"1143","7_20_21_W10","As_Oshift",1.206,12.1818181818182
"1144","7_20_21_W10","Se..77..77.77..ppb.",0.11572554213896,1.16894487009051
"1145","7_20_21_W10","Se77_Oshift",0.0226125188303962,0.228409281115113
"1146","7_20_21_W10","Se78_Oshift",0.029,0.292929292929293
"1147","7_20_21_W10","Se80_Oshift",0.013,0.131313131313131
"1148","7_20_21_W10","Se..82..82.82..ppb.",0.106,1.07070707070707
"1149","7_20_21_W10","Se82_Oshift",0.042,0.424242424242424
"1150","7_20_21_W10","Mo_NH3",0.559,5.64646464646465
"1151","7_20_21_W10","Mo_Oshift",0.524,5.29292929292929
"1152","7_20_21_W10","Cd111",0.004,0.0404040404040404
"1153","7_20_21_W10","Cd114",0.005,0.0505050505050505
"1154","7_20_21_W10","Pb_STD",0.048,0.484848484848485
"1155","7_20_21_W10","Pb_NH3",0.049,0.494949494949495
"1156","7_20_21_W11","Na",1492.453,15075.2828282828
"1157","7_20_21_W11","Mg",1642.424,16590.1414141414
"1158","7_20_21_W11","Al",4.628,46.7474747474748
"1159","7_20_21_W11","P",3.628,36.6464646464647
"1160","7_20_21_W11","S",3632.751,36694.4545454546
"1161","7_20_21_W11","K",491.794,4967.61616161616
"1162","7_20_21_W11","Ca",6830.677,68996.7373737374
"1163","7_20_21_W11","V",0.266,2.68686868686869
"1164","7_20_21_W11","Cr_KED",0.0092832184233347,0.0937698830639869
"1165","7_20_21_W11","Cr_NH3",0.027,0.272727272727273
"1166","7_20_21_W11","Fe_NH3",3.193,32.2525252525253
"1167","7_20_21_W11","Mn",1.077,10.8787878787879
"1168","7_20_21_W11","Fe_KED",3.334,33.6767676767677
"1169","7_20_21_W11","Co",0.00617095043141139,0.0623328326405191
"1170","7_20_21_W11","Ni",0.046,0.464646464646465
"1171","7_20_21_W11","Cu_KED",0.674,6.80808080808081
"1172","7_20_21_W11","Cu_NH3",0.706,7.13131313131313
"1173","7_20_21_W11","Zn",0.128,1.29292929292929
"1174","7_20_21_W11","As_STD",1.185,11.969696969697
"1175","7_20_21_W11","As_KED",1.176,11.8787878787879
"1176","7_20_21_W11","As_Oshift",1.223,12.3535353535354
"1177","7_20_21_W11","Se..77..77.77..ppb.",0.11572554213896,1.16894487009051
"1178","7_20_21_W11","Se77_Oshift",0.0226125188303962,0.228409281115113
"1179","7_20_21_W11","Se78_Oshift",0.027,0.272727272727273
"1180","7_20_21_W11","Se80_Oshift",0.016,0.161616161616162
"1181","7_20_21_W11","Se..82..82.82..ppb.",0.0403970801917008,0.408051315067684
"1182","7_20_21_W11","Se82_Oshift",0.0138528496230088,0.139927773969786
"1183","7_20_21_W11","Mo_NH3",0.545,5.50505050505051
"1184","7_20_21_W11","Mo_Oshift",0.545,5.50505050505051
"1185","7_20_21_W11","Cd111",0.004,0.0404040404040404
"1186","7_20_21_W11","Cd114",0.005,0.0505050505050505
"1187","7_20_21_W11","Pb_STD",0.0118538841676741,0.119736203713879
"1188","7_20_21_W11","Pb_NH3",0.013257375751293,0.133912886376697
"1189","7_20_21_UF1","Na",7171.855,14488.595959596
"1190","7_20_21_UF1","Mg",5751.057,11618.296969697
"1191","7_20_21_UF1","Al",2.452,4.95353535353535
"1192","7_20_21_UF1","P",9.442,19.0747474747475
"1193","7_20_21_UF1","S",16029.495,32382.8181818182
"1194","7_20_21_UF1","K",1394.38,2816.92929292929
"1195","7_20_21_UF1","Ca",31835.105,64313.3434343434
"1196","7_20_21_UF1","V",0.498,1.00606060606061
"1197","7_20_21_UF1","Cr_KED",0.05,0.101010101010101
"1198","7_20_21_UF1","Cr_NH3",0.055,0.111111111111111
"1199","7_20_21_UF1","Fe_NH3",0.325465307161978,0.657505671034299
"1200","7_20_21_UF1","Mn",10.212,20.630303030303
"1201","7_20_21_UF1","Fe_KED",0.352047383460437,0.71120683527361
"1202","7_20_21_UF1","Co",0.024,0.0484848484848485
"1203","7_20_21_UF1","Ni",0.263,0.531313131313131
"1204","7_20_21_UF1","Cu_KED",0.515,1.04040404040404
"1205","7_20_21_UF1","Cu_NH3",0.534,1.07878787878788
"1206","7_20_21_UF1","Zn",0.689,1.39191919191919
"1207","7_20_21_UF1","As_STD",4.586,9.26464646464647
"1208","7_20_21_UF1","As_KED",4.235,8.55555555555556
"1209","7_20_21_UF1","As_Oshift",4.647,9.38787878787879
"1210","7_20_21_UF1","Se..77..77.77..ppb.",0.374,0.755555555555556
"1211","7_20_21_UF1","Se77_Oshift",0.0226125188303962,0.0456818562230227
"1212","7_20_21_UF1","Se78_Oshift",0.023,0.0464646464646465
"1213","7_20_21_UF1","Se80_Oshift",0.05,0.101010101010101
"1214","7_20_21_UF1","Se..82..82.82..ppb.",0.332,0.670707070707071
"1215","7_20_21_UF1","Se82_Oshift",0.0138528496230088,0.0279855547939572
"1216","7_20_21_UF1","Mo_NH3",8.578,17.3292929292929
"1217","7_20_21_UF1","Mo_Oshift",8.253,16.6727272727273
"1218","7_20_21_UF1","Cd111",0.008,0.0161616161616162
"1219","7_20_21_UF1","Cd114",0.011,0.0222222222222222
"1220","7_20_21_UF1","Pb_STD",0.0118538841676741,0.0239472407427759
"1221","7_20_21_UF1","Pb_NH3",0.013257375751293,0.0267825772753394
"1222","7_20_21_UF6","Na",10871.317,21962.2565656566
"1223","7_20_21_UF6","Mg",6763.441,13663.5171717172
"1224","7_20_21_UF6","Al",0.478956365738812,0.967588617654167
"1225","7_20_21_UF6","P",4.643,9.37979797979798
"1226","7_20_21_UF6","S",12960.366,26182.5575757576
"1227","7_20_21_UF6","K",1971.992,3983.82222222222
"1228","7_20_21_UF6","Ca",34032.836,68753.204040404
"1229","7_20_21_UF6","V",1.066,2.15353535353535
"1230","7_20_21_UF6","Cr_KED",0.155,0.313131313131313
"1231","7_20_21_UF6","Cr_NH3",0.118,0.238383838383838
"1232","7_20_21_UF6","Fe_NH3",0.743,1.5010101010101
"1233","7_20_21_UF6","Mn",18.508,37.389898989899
"1234","7_20_21_UF6","Fe_KED",1.212,2.44848484848485
"1235","7_20_21_UF6","Co",0.024,0.0484848484848485
"1236","7_20_21_UF6","Ni",0.228,0.460606060606061
"1237","7_20_21_UF6","Cu_KED",1.698,3.43030303030303
"1238","7_20_21_UF6","Cu_NH3",1.698,3.43030303030303
"1239","7_20_21_UF6","Zn",1.67,3.37373737373737
"1240","7_20_21_UF6","As_STD",5.915,11.9494949494949
"1241","7_20_21_UF6","As_KED",5.377,10.8626262626263
"1242","7_20_21_UF6","As_Oshift",5.766,11.6484848484848
"1243","7_20_21_UF6","Se..77..77.77..ppb.",0.323,0.652525252525253
"1244","7_20_21_UF6","Se77_Oshift",0.057,0.115151515151515
"1245","7_20_21_UF6","Se78_Oshift",0.098,0.197979797979798
"1246","7_20_21_UF6","Se80_Oshift",0.091,0.183838383838384
"1247","7_20_21_UF6","Se..82..82.82..ppb.",0.312,0.63030303030303
"1248","7_20_21_UF6","Se82_Oshift",0.076,0.153535353535354
"1249","7_20_21_UF6","Mo_NH3",4.016,8.11313131313131
"1250","7_20_21_UF6","Mo_Oshift",3.935,7.94949494949495
"1251","7_20_21_UF6","Cd111",0.013,0.0262626262626263
"1252","7_20_21_UF6","Cd114",0.013,0.0262626262626263
"1253","7_20_21_UF6","Pb_STD",0.032,0.0646464646464646
"1254","7_20_21_UF6","Pb_NH3",0.039,0.0787878787878788
"1255","7_20_21_UF8","Na",11498.174,23228.6343434343
"1256","7_20_21_UF8","Mg",6581.786,13296.5373737374
"1257","7_20_21_UF8","Al",0.478956365738812,0.967588617654167
"1258","7_20_21_UF8","P",9.032,18.2464646464646
"1259","7_20_21_UF8","S",11546.948,23327.1676767677
"1260","7_20_21_UF8","K",2011.567,4063.77171717172
"1261","7_20_21_UF8","Ca",31592.636,63823.5070707071
"1262","7_20_21_UF8","V",1.176,2.37575757575758
"1263","7_20_21_UF8","Cr_KED",0.083,0.167676767676768
"1264","7_20_21_UF8","Cr_NH3",0.063,0.127272727272727
"1265","7_20_21_UF8","Fe_NH3",1.401,2.83030303030303
"1266","7_20_21_UF8","Mn",19.353,39.0969696969697
"1267","7_20_21_UF8","Fe_KED",1.774,3.58383838383838
"1268","7_20_21_UF8","Co",0.023,0.0464646464646465
"1269","7_20_21_UF8","Ni",0.174,0.351515151515152
"1270","7_20_21_UF8","Cu_KED",1.547,3.12525252525253
"1271","7_20_21_UF8","Cu_NH3",1.652,3.33737373737374
"1272","7_20_21_UF8","Zn",1.171,2.36565656565657
"1273","7_20_21_UF8","As_STD",5.817,11.7515151515152
"1274","7_20_21_UF8","As_KED",5.326,10.759595959596
"1275","7_20_21_UF8","As_Oshift",5.839,11.7959595959596
"1276","7_20_21_UF8","Se..77..77.77..ppb.",0.29,0.585858585858586
"1277","7_20_21_UF8","Se77_Oshift",0.064,0.129292929292929
"1278","7_20_21_UF8","Se78_Oshift",0.072,0.145454545454545
"1279","7_20_21_UF8","Se80_Oshift",0.082,0.165656565656566
"1280","7_20_21_UF8","Se..82..82.82..ppb.",0.323,0.652525252525253
"1281","7_20_21_UF8","Se82_Oshift",0.077,0.155555555555556
"1282","7_20_21_UF8","Mo_NH3",4.029,8.13939393939394
"1283","7_20_21_UF8","Mo_Oshift",3.898,7.87474747474748
"1284","7_20_21_UF8","Cd111",0.014,0.0282828282828283
"1285","7_20_21_UF8","Cd114",0.015,0.0303030303030303
"1286","7_20_21_UF8","Pb_STD",0.044,0.0888888888888889
"1287","7_20_21_UF8","Pb_NH3",0.047,0.094949494949495
"1288","7_20_21_UF9","Na",7886.788,15932.9050505051
"1289","7_20_21_UF9","Mg",5842.236,11802.496969697
"1290","7_20_21_UF9","Al",0.478956365738812,0.967588617654167
"1291","7_20_21_UF9","P",9.419,19.0282828282828
"1292","7_20_21_UF9","S",8425.707,17021.6303030303
"1293","7_20_21_UF9","K",1516.149,3062.92727272727
"1294","7_20_21_UF9","Ca",25301.429,51113.997979798
"1295","7_20_21_UF9","V",0.935,1.88888888888889
"1296","7_20_21_UF9","Cr_KED",0.054,0.109090909090909
"1297","7_20_21_UF9","Cr_NH3",0.061,0.123232323232323
"1298","7_20_21_UF9","Fe_NH3",0.325465307161978,0.657505671034299
"1299","7_20_21_UF9","Mn",7.184,14.5131313131313
"1300","7_20_21_UF9","Fe_KED",0.75,1.51515151515152
"1301","7_20_21_UF9","Co",0.00617095043141139,0.0124665665281038
"1302","7_20_21_UF9","Ni",0.132,0.266666666666667
"1303","7_20_21_UF9","Cu_KED",1.198,2.42020202020202
"1304","7_20_21_UF9","Cu_NH3",1.203,2.43030303030303
"1305","7_20_21_UF9","Zn",0.697,1.40808080808081
"1306","7_20_21_UF9","As_STD",4.631,9.35555555555556
"1307","7_20_21_UF9","As_KED",3.902,7.88282828282828
"1308","7_20_21_UF9","As_Oshift",4.062,8.20606060606061
"1309","7_20_21_UF9","Se..77..77.77..ppb.",0.472,0.953535353535354
"1310","7_20_21_UF9","Se77_Oshift",0.062,0.125252525252525
"1311","7_20_21_UF9","Se78_Oshift",0.068,0.137373737373737
"1312","7_20_21_UF9","Se80_Oshift",0.058,0.117171717171717
"1313","7_20_21_UF9","Se..82..82.82..ppb.",0.341,0.688888888888889
"1314","7_20_21_UF9","Se82_Oshift",0.061,0.123232323232323
"1315","7_20_21_UF9","Mo_NH3",2.398,4.84444444444444
"1316","7_20_21_UF9","Mo_Oshift",2.298,4.64242424242424
"1317","7_20_21_UF9","Cd111",0.009,0.0181818181818182
"1318","7_20_21_UF9","Cd114",0.01,0.0202020202020202
"1319","7_20_21_UF9","Pb_STD",0.034,0.0686868686868687
"1320","7_20_21_UF9","Pb_NH3",0.036,0.0727272727272727
"1321","7_20_21_UF10","Na",8244.885,16656.3333333333
"1322","7_20_21_UF10","Mg",8296.485,16760.5757575758
"1323","7_20_21_UF10","Al",0.478956365738812,0.967588617654167
"1324","7_20_21_UF10","P",6.312,12.7515151515152
"1325","7_20_21_UF10","S",13666.575,27609.2424242424
"1326","7_20_21_UF10","K",1953.135,3945.72727272727
"1327","7_20_21_UF10","Ca",33654.135,67988.1515151515
"1328","7_20_21_UF10","V",0.941,1.9010101010101
"1329","7_20_21_UF10","Cr_KED",0.129,0.260606060606061
"1330","7_20_21_UF10","Cr_NH3",0.128,0.258585858585859
"1331","7_20_21_UF10","Fe_NH3",0.802,1.62020202020202
"1332","7_20_21_UF10","Mn",7.869,15.8969696969697
"1333","7_20_21_UF10","Fe_KED",1.253,2.53131313131313
"1334","7_20_21_UF10","Co",0.00617095043141139,0.0124665665281038
"1335","7_20_21_UF10","Ni",0.17,0.343434343434343
"1336","7_20_21_UF10","Cu_KED",1.248,2.52121212121212
"1337","7_20_21_UF10","Cu_NH3",1.284,2.59393939393939
"1338","7_20_21_UF10","Zn",1.114,2.25050505050505
"1339","7_20_21_UF10","As_STD",4.47,9.03030303030303
"1340","7_20_21_UF10","As_KED",4.49,9.07070707070707
"1341","7_20_21_UF10","As_Oshift",4.944,9.98787878787879
"1342","7_20_21_UF10","Se..77..77.77..ppb.",0.11572554213896,0.233788974018101
"1343","7_20_21_UF10","Se77_Oshift",0.064,0.129292929292929
"1344","7_20_21_UF10","Se78_Oshift",0.1,0.202020202020202
"1345","7_20_21_UF10","Se80_Oshift",0.089,0.17979797979798
"1346","7_20_21_UF10","Se..82..82.82..ppb.",0.299,0.604040404040404
"1347","7_20_21_UF10","Se82_Oshift",0.072,0.145454545454545
"1348","7_20_21_UF10","Mo_NH3",2.171,4.38585858585859
"1349","7_20_21_UF10","Mo_Oshift",2.132,4.30707070707071
"1350","7_20_21_UF10","Cd111",0.007,0.0141414141414141
"1351","7_20_21_UF10","Cd114",0.011,0.0222222222222222
"1352","7_20_21_UF10","Pb_STD",0.049,0.098989898989899
"1353","7_20_21_UF10","Pb_NH3",0.058,0.117171717171717
"1354","7_20_21_UF11","Na",127.291,257.153535353535
"1355","7_20_21_UF11","Mg",46.8562277343574,94.6590459279947
"1356","7_20_21_UF11","Al",0.478956365738812,0.967588617654167
"1357","7_20_21_UF11","P",1.24590429311078,2.51697836992077
"1358","7_20_21_UF11","S",313.557784610278,633.450069919754
"1359","7_20_21_UF11","K",119.762,241.943434343434
"1360","7_20_21_UF11","Ca",80.8584494755298,163.350402980868
"1361","7_20_21_UF11","V",0.0454778140476856,0.0918743718135063
"1362","7_20_21_UF11","Cr_KED",0.0092832184233347,0.0187539766127974
"1363","7_20_21_UF11","Cr_NH3",0.00817570873960178,0.0165165833123268
"1364","7_20_21_UF11","Fe_NH3",0.325465307161978,0.657505671034299
"1365","7_20_21_UF11","Mn",0.0168171248038218,0.0339739895026704
"1366","7_20_21_UF11","Fe_KED",0.352047383460437,0.71120683527361
"1367","7_20_21_UF11","Co",0.00617095043141139,0.0124665665281038
"1368","7_20_21_UF11","Ni",0.00746336683378671,0.0150775087551247
"1369","7_20_21_UF11","Cu_KED",0.0357240741912573,0.0721698468510248
"1370","7_20_21_UF11","Cu_NH3",0.0343643638700964,0.0694229573133261
"1371","7_20_21_UF11","Zn",0.0502785370343926,0.101572802089682
"1372","7_20_21_UF11","As_STD",0.572,1.15555555555556
"1373","7_20_21_UF11","As_KED",0.0126603711948793,0.0255765074644025
"1374","7_20_21_UF11","As_Oshift",0.018,0.0363636363636364
"1375","7_20_21_UF11","Se..77..77.77..ppb.",0.11572554213896,0.233788974018101
"1376","7_20_21_UF11","Se77_Oshift",0.0226125188303962,0.0456818562230227
"1377","7_20_21_UF11","Se78_Oshift",0.00665204009418802,0.0134384648367435
"1378","7_20_21_UF11","Se80_Oshift",0.00538614928509806,0.0108811096668648
"1379","7_20_21_UF11","Se..82..82.82..ppb.",0.0403970801917008,0.0816102630135369
"1380","7_20_21_UF11","Se82_Oshift",0.0138528496230088,0.0279855547939572
"1381","7_20_21_UF11","Mo_NH3",0.00695713395682889,0.0140548160744018
"1382","7_20_21_UF11","Mo_Oshift",0.0101458360995185,0.0204966385848859
"1383","7_20_21_UF11","Cd111",0.000671957522760736,0.00135748994497118
"1384","7_20_21_UF11","Cd114",0.00169452912589614,0.00342329116342654
"1385","7_20_21_UF11","Pb_STD",0.0118538841676741,0.0239472407427759
"1386","7_20_21_UF11","Pb_NH3",0.013257375751293,0.0267825772753394
"1387","7_20_21_F1","Na",6726.701,13589.2949494949
"1388","7_20_21_F1","Mg",6731.228,13598.4404040404
"1389","7_20_21_F1","Al",3.436,6.94141414141414
"1390","7_20_21_F1","P",7.961,16.0828282828283
"1391","7_20_21_F1","S",19051.125,38487.1212121212
"1392","7_20_21_F1","K",1621.144,3275.03838383838
"1393","7_20_21_F1","Ca",35010.666,70728.6181818182
"1394","7_20_21_F1","V",0.516,1.04242424242424
"1395","7_20_21_F1","Cr_KED",0.387,0.781818181818182
"1396","7_20_21_F1","Cr_NH3",0.361,0.729292929292929
"1397","7_20_21_F1","Fe_NH3",6.603,13.3393939393939
"1398","7_20_21_F1","Mn",12.205,24.6565656565657
"1399","7_20_21_F1","Fe_KED",7.506,15.1636363636364
"1400","7_20_21_F1","Co",0.036,0.0727272727272727
"1401","7_20_21_F1","Ni",0.344,0.694949494949495
"1402","7_20_21_F1","Cu_KED",1.271,2.56767676767677
"1403","7_20_21_F1","Cu_NH3",1.179,2.38181818181818
"1404","7_20_21_F1","Zn",0.787,1.58989898989899
"1405","7_20_21_F1","As_STD",5.062,10.2262626262626
"1406","7_20_21_F1","As_KED",5.168,10.440404040404
"1407","7_20_21_F1","As_Oshift",5.058,10.2181818181818
"1408","7_20_21_F1","Se..77..77.77..ppb.",0.236,0.476767676767677
"1409","7_20_21_F1","Se77_Oshift",0.0226125188303962,0.0456818562230227
"1410","7_20_21_F1","Se78_Oshift",0.043,0.0868686868686869
"1411","7_20_21_F1","Se80_Oshift",0.052,0.105050505050505
"1412","7_20_21_F1","Se..82..82.82..ppb.",0.241,0.486868686868687
"1413","7_20_21_F1","Se82_Oshift",0.054,0.109090909090909
"1414","7_20_21_F1","Mo_NH3",9.317,18.8222222222222
"1415","7_20_21_F1","Mo_Oshift",9.045,18.2727272727273
"1416","7_20_21_F1","Cd111",0.008,0.0161616161616162
"1417","7_20_21_F1","Cd114",0.011,0.0222222222222222
"1418","7_20_21_F1","Pb_STD",0.039,0.0787878787878788
"1419","7_20_21_F1","Pb_NH3",0.047,0.094949494949495
"1420","7_20_21_F6","Na",9480.276,19152.0727272727
"1421","7_20_21_F6","Mg",6697.305,13529.9090909091
"1422","7_20_21_F6","Al",2.595,5.24242424242424
"1423","7_20_21_F6","P",2.612,5.27676767676768
"1424","7_20_21_F6","S",12586.721,25427.7191919192
"1425","7_20_21_F6","K",1920.478,3879.75353535354
"1426","7_20_21_F6","Ca",33002.375,66671.4646464647
"1427","7_20_21_F6","V",0.94,1.8989898989899
"1428","7_20_21_F6","Cr_KED",0.055,0.111111111111111
"1429","7_20_21_F6","Cr_NH3",0.055,0.111111111111111
"1430","7_20_21_F6","Fe_NH3",6.223,12.5717171717172
"1431","7_20_21_F6","Mn",19.418,39.2282828282828
"1432","7_20_21_F6","Fe_KED",6.563,13.2585858585859
"1433","7_20_21_F6","Co",0.027,0.0545454545454545
"1434","7_20_21_F6","Ni",0.234,0.472727272727273
"1435","7_20_21_F6","Cu_KED",3.563,7.1979797979798
"1436","7_20_21_F6","Cu_NH3",3.577,7.22626262626263
"1437","7_20_21_F6","Zn",3.147,6.35757575757576
"1438","7_20_21_F6","As_STD",6.506,13.1434343434343
"1439","7_20_21_F6","As_KED",5.458,11.0262626262626
"1440","7_20_21_F6","As_Oshift",6.321,12.769696969697
"1441","7_20_21_F6","Se..77..77.77..ppb.",0.377,0.761616161616162
"1442","7_20_21_F6","Se77_Oshift",0.093,0.187878787878788
"1443","7_20_21_F6","Se78_Oshift",0.093,0.187878787878788
"1444","7_20_21_F6","Se80_Oshift",0.096,0.193939393939394
"1445","7_20_21_F6","Se..82..82.82..ppb.",0.442,0.892929292929293
"1446","7_20_21_F6","Se82_Oshift",0.136,0.274747474747475
"1447","7_20_21_F6","Mo_NH3",4.379,8.84646464646465
"1448","7_20_21_F6","Mo_Oshift",4.238,8.56161616161616
"1449","7_20_21_F6","Cd111",0.014,0.0282828282828283
"1450","7_20_21_F6","Cd114",0.016,0.0323232323232323
"1451","7_20_21_F6","Pb_STD",0.086,0.173737373737374
"1452","7_20_21_F6","Pb_NH3",0.091,0.183838383838384
"1453","7_20_21_F8","Na",11291.701,22811.5171717172
"1454","7_20_21_F8","Mg",7253.397,14653.3272727273
"1455","7_20_21_F8","Al",3.605,7.28282828282828
"1456","7_20_21_F8","P",8.216,16.5979797979798
"1457","7_20_21_F8","S",12500.946,25254.4363636364
"1458","7_20_21_F8","K",2171.389,4386.64444444445
"1459","7_20_21_F8","Ca",34607.175,69913.4848484849
"1460","7_20_21_F8","V",1.226,2.47676767676768
"1461","7_20_21_F8","Cr_KED",0.113,0.228282828282828
"1462","7_20_21_F8","Cr_NH3",0.116,0.234343434343434
"1463","7_20_21_F8","Fe_NH3",8.161,16.4868686868687
"1464","7_20_21_F8","Mn",20.867,42.1555555555556
"1465","7_20_21_F8","Fe_KED",8.532,17.2363636363636
"1466","7_20_21_F8","Co",0.027,0.0545454545454545
"1467","7_20_21_F8","Ni",0.248,0.501010101010101
"1468","7_20_21_F8","Cu_KED",3.915,7.90909090909091
"1469","7_20_21_F8","Cu_NH3",3.86,7.7979797979798
"1470","7_20_21_F8","Zn",1.92,3.87878787878788
"1471","7_20_21_F8","As_STD",6.431,12.9919191919192
"1472","7_20_21_F8","As_KED",6.376,12.8808080808081
"1473","7_20_21_F8","As_Oshift",6.243,12.6121212121212
"1474","7_20_21_F8","Se..77..77.77..ppb.",0.34,0.686868686868687
