"","Sample.Id","Element","conc","Concentration"
"2551","8_16_21_UF_11","Cr_NH3",0.042,0.0848484848484849
"2552","8_16_21_UF_11","Fe_NH3",0.325465307161978,0.657505671034299
"2553","8_16_21_UF_11","Mn",2.793,5.64242424242424
"2554","8_16_21_UF_11","Fe_KED",0.352047383460437,0.71120683527361
"2555","8_16_21_UF_11","Co",0.013,0.0262626262626263
"2556","8_16_21_UF_11","Ni",0.143,0.288888888888889
"2557","8_16_21_UF_11","Cu_KED",0.952,1.92323232323232
"2558","8_16_21_UF_11","Cu_NH3",1.006,2.03232323232323
"2559","8_16_21_UF_11","Zn",0.871,1.75959595959596
"2560","8_16_21_UF_11","As_STD",4.684,9.46262626262626
"2561","8_16_21_UF_11","As_KED",3.94,7.95959595959596
"2562","8_16_21_UF_11","As_Oshift",4.821,9.73939393939394
"2563","8_16_21_UF_11","Se..77..77.77..ppb.",0.578,1.16767676767677
"2564","8_16_21_UF_11","Se77_Oshift",0.076,0.153535353535354
"2565","8_16_21_UF_11","Se78_Oshift",0.093,0.187878787878788
"2566","8_16_21_UF_11","Se80_Oshift",0.085,0.171717171717172
"2567","8_16_21_UF_11","Se..82..82.82..ppb.",0.323,0.652525252525253
"2568","8_16_21_UF_11","Se82_Oshift",0.098,0.197979797979798
"2569","8_16_21_UF_11","Mo_NH3",2.043,4.12727272727273
"2570","8_16_21_UF_11","Mo_Oshift",2.071,4.18383838383838
"2571","8_16_21_UF_11","Cd111",0.003,0.00606060606060606
"2572","8_16_21_UF_11","Cd114",0.00169452912589614,0.00342329116342654
"2573","8_16_21_UF_11","Pb_STD",0.056,0.113131313131313
"2574","8_16_21_UF_11","Pb_NH3",0.059,0.119191919191919
"2575","8_16_21_F_1","Na",9353.522,18896.004040404
"2576","8_16_21_F_1","Mg",6316.971,12761.5575757576
"2577","8_16_21_F_1","Al",16.163,32.6525252525253
"2578","8_16_21_F_1","P",14.692,29.6808080808081
"2579","8_16_21_F_1","S",25774.455,52069.6060606061
"2580","8_16_21_F_1","K",2228.63,4502.28282828283
"2581","8_16_21_F_1","Ca",39524.531,79847.5373737374
"2582","8_16_21_F_1","V",0.442,0.892929292929293
"2583","8_16_21_F_1","Cr_KED",0.069,0.139393939393939
"2584","8_16_21_F_1","Cr_NH3",0.065,0.131313131313131
"2585","8_16_21_F_1","Fe_NH3",5.643,11.4
"2586","8_16_21_F_1","Mn",16.944,34.230303030303
"2587","8_16_21_F_1","Fe_KED",5.658,11.430303030303
"2588","8_16_21_F_1","Co",0.038,0.0767676767676768
"2589","8_16_21_F_1","Ni",0.362,0.731313131313131
"2590","8_16_21_F_1","Cu_KED",1.008,2.03636363636364
"2591","8_16_21_F_1","Cu_NH3",1.099,2.22020202020202
"2592","8_16_21_F_1","Zn",1.037,2.09494949494949
"2593","8_16_21_F_1","As_STD",6.69,13.5151515151515
"2594","8_16_21_F_1","As_KED",5.892,11.9030303030303
"2595","8_16_21_F_1","As_Oshift",7.368,14.8848484848485
"2596","8_16_21_F_1","Se..77..77.77..ppb.",0.622,1.25656565656566
"2597","8_16_21_F_1","Se77_Oshift",0.0226125188303962,0.0456818562230227
"2598","8_16_21_F_1","Se78_Oshift",0.069,0.139393939393939
"2599","8_16_21_F_1","Se80_Oshift",0.077,0.155555555555556
"2600","8_16_21_F_1","Se..82..82.82..ppb.",0.449,0.907070707070707
"2601","8_16_21_F_1","Se82_Oshift",0.081,0.163636363636364
"2602","8_16_21_F_1","Mo_NH3",21.332,43.0949494949495
"2603","8_16_21_F_1","Mo_Oshift",22.345,45.1414141414141
"2604","8_16_21_F_1","Cd111",0.008,0.0161616161616162
"2605","8_16_21_F_1","Cd114",0.006,0.0121212121212121
"2606","8_16_21_F_1","Pb_STD",0.025,0.0505050505050505
"2607","8_16_21_F_1","Pb_NH3",0.028,0.0565656565656566
"2608","8_16_21_F_6","Na",10046.722,20296.4080808081
"2609","8_16_21_F_6","Mg",6960.341,14061.294949495
"2610","8_16_21_F_6","Al",5.388,10.8848484848485
"2611","8_16_21_F_6","P",11.31,22.8484848484849
"2612","8_16_21_F_6","S",20296.411,41002.8505050505
"2613","8_16_21_F_6","K",2204.582,4453.70101010101
"2614","8_16_21_F_6","Ca",38446.225,77669.1414141414
"2615","8_16_21_F_6","V",0.825,1.66666666666667
"2616","8_16_21_F_6","Cr_KED",0.084,0.16969696969697
"2617","8_16_21_F_6","Cr_NH3",0.075,0.151515151515152
"2618","8_16_21_F_6","Fe_NH3",7.944,16.0484848484849
"2619","8_16_21_F_6","Mn",14.144,28.5737373737374
"2620","8_16_21_F_6","Fe_KED",7.962,16.0848484848485
"2621","8_16_21_F_6","Co",0.033,0.0666666666666667
"2622","8_16_21_F_6","Ni",0.975,1.96969696969697
"2623","8_16_21_F_6","Cu_KED",3.458,6.98585858585859
"2624","8_16_21_F_6","Cu_NH3",3.493,7.05656565656566
"2625","8_16_21_F_6","Zn",5.412,10.9333333333333
"2626","8_16_21_F_6","As_STD",6.563,13.2585858585859
"2627","8_16_21_F_6","As_KED",5.257,10.620202020202
"2628","8_16_21_F_6","As_Oshift",6.546,13.2242424242424
"2629","8_16_21_F_6","Se..77..77.77..ppb.",0.775,1.56565656565657
"2630","8_16_21_F_6","Se77_Oshift",0.08,0.161616161616162
"2631","8_16_21_F_6","Se78_Oshift",0.109,0.22020202020202
"2632","8_16_21_F_6","Se80_Oshift",0.098,0.197979797979798
"2633","8_16_21_F_6","Se..82..82.82..ppb.",0.644,1.3010101010101
"2634","8_16_21_F_6","Se82_Oshift",0.072,0.145454545454545
"2635","8_16_21_F_6","Mo_NH3",11.03,22.2828282828283
"2636","8_16_21_F_6","Mo_Oshift",11.107,22.4383838383838
"2637","8_16_21_F_6","Cd111",0.016,0.0323232323232323
"2638","8_16_21_F_6","Cd114",0.018,0.0363636363636364
"2639","8_16_21_F_6","Pb_STD",7.387,14.9232323232323
"2640","8_16_21_F_6","Pb_NH3",7.468,15.0868686868687
"2641","8_16_21_F_8","Na",10845.953,21911.0161616162
"2642","8_16_21_F_8","Mg",7778.45,15714.0404040404
"2643","8_16_21_F_8","Al",3.162,6.38787878787879
"2644","8_16_21_F_8","P",17.674,35.7050505050505
"2645","8_16_21_F_8","S",18220.966,36810.0323232323
"2646","8_16_21_F_8","K",2295.865,4638.11111111111
"2647","8_16_21_F_8","Ca",39163.882,79118.9535353535
"2648","8_16_21_F_8","V",1.232,2.48888888888889
"2649","8_16_21_F_8","Cr_KED",0.075,0.151515151515152
"2650","8_16_21_F_8","Cr_NH3",0.071,0.143434343434343
"2651","8_16_21_F_8","Fe_NH3",7.025,14.1919191919192
"2652","8_16_21_F_8","Mn",14.639,29.5737373737374
"2653","8_16_21_F_8","Fe_KED",7.471,15.0929292929293
"2654","8_16_21_F_8","Co",0.029,0.0585858585858586
"2655","8_16_21_F_8","Ni",0.569,1.14949494949495
"2656","8_16_21_F_8","Cu_KED",4.076,8.23434343434343
"2657","8_16_21_F_8","Cu_NH3",3.896,7.87070707070707
"2658","8_16_21_F_8","Zn",2.259,4.56363636363636
"2659","8_16_21_F_8","As_STD",6.227,12.579797979798
"2660","8_16_21_F_8","As_KED",5.694,11.5030303030303
"2661","8_16_21_F_8","As_Oshift",6.543,13.2181818181818
"2662","8_16_21_F_8","Se..77..77.77..ppb.",0.539,1.08888888888889
"2663","8_16_21_F_8","Se77_Oshift",0.0226125188303962,0.0456818562230227
"2664","8_16_21_F_8","Se78_Oshift",0.121,0.244444444444444
"2665","8_16_21_F_8","Se80_Oshift",0.105,0.212121212121212
"2666","8_16_21_F_8","Se..82..82.82..ppb.",0.547,1.10505050505051
"2667","8_16_21_F_8","Se82_Oshift",0.076,0.153535353535354
"2668","8_16_21_F_8","Mo_NH3",8.562,17.2969696969697
"2669","8_16_21_F_8","Mo_Oshift",8.782,17.7414141414141
"2670","8_16_21_F_8","Cd111",0.016,0.0323232323232323
"2671","8_16_21_F_8","Cd114",0.012,0.0242424242424242
"2672","8_16_21_F_8","Pb_STD",0.146,0.294949494949495
"2673","8_16_21_F_8","Pb_NH3",0.156,0.315151515151515
"2674","8_16_21_F_9","Na",8916.179,18012.4828282828
"2675","8_16_21_F_9","Mg",6734.352,13604.7515151515
"2676","8_16_21_F_9","Al",5.947,12.0141414141414
"2677","8_16_21_F_9","P",18.584,37.5434343434343
"2678","8_16_21_F_9","S",15603.309,31521.8363636364
"2679","8_16_21_F_9","K",1828.155,3693.24242424242
"2680","8_16_21_F_9","Ca",33564.631,67807.3353535354
"2681","8_16_21_F_9","V",0.95,1.91919191919192
"2682","8_16_21_F_9","Cr_KED",0.256,0.517171717171717
"2683","8_16_21_F_9","Cr_NH3",0.229,0.462626262626263
"2684","8_16_21_F_9","Fe_NH3",6.394,12.9171717171717
"2685","8_16_21_F_9","Mn",7.985,16.1313131313131
"2686","8_16_21_F_9","Fe_KED",6.482,13.0949494949495
"2687","8_16_21_F_9","Co",0.027,0.0545454545454545
"2688","8_16_21_F_9","Ni",1.297,2.62020202020202
"2689","8_16_21_F_9","Cu_KED",3.01,6.08080808080808
"2690","8_16_21_F_9","Cu_NH3",2.999,6.05858585858586
"2691","8_16_21_F_9","Zn",1.381,2.78989898989899
"2692","8_16_21_F_9","As_STD",5.025,10.1515151515152
"2693","8_16_21_F_9","As_KED",4.343,8.77373737373737
"2694","8_16_21_F_9","As_Oshift",5.169,10.4424242424242
"2695","8_16_21_F_9","Se..77..77.77..ppb.",0.583,1.17777777777778
"2696","8_16_21_F_9","Se77_Oshift",0.099,0.2
"2697","8_16_21_F_9","Se78_Oshift",0.086,0.173737373737374
"2698","8_16_21_F_9","Se80_Oshift",0.097,0.195959595959596
"2699","8_16_21_F_9","Se..82..82.82..ppb.",0.366,0.739393939393939
"2700","8_16_21_F_9","Se82_Oshift",0.1,0.202020202020202
"2701","8_16_21_F_9","Mo_NH3",5.819,11.7555555555556
"2702","8_16_21_F_9","Mo_Oshift",5.893,11.9050505050505
"2703","8_16_21_F_9","Cd111",0.008,0.0161616161616162
"2704","8_16_21_F_9","Cd114",0.009,0.0181818181818182
"2705","8_16_21_F_9","Pb_STD",0.101,0.204040404040404
"2706","8_16_21_F_9","Pb_NH3",0.109,0.22020202020202
"2707","8_16_21_F_10","Na",8086.155,16335.6666666667
"2708","8_16_21_F_10","Mg",9531.631,19255.8202020202
"2709","8_16_21_F_10","Al",3.135,6.33333333333333
"2710","8_16_21_F_10","P",17.296,34.9414141414141
"2711","8_16_21_F_10","S",17641.186,35638.7595959596
"2712","8_16_21_F_10","K",2198.587,4441.5898989899
"2713","8_16_21_F_10","Ca",40772.384,82368.4525252525
"2714","8_16_21_F_10","V",0.976,1.97171717171717
"2715","8_16_21_F_10","Cr_KED",0.052,0.105050505050505
"2716","8_16_21_F_10","Cr_NH3",0.061,0.123232323232323
"2717","8_16_21_F_10","Fe_NH3",3.982,8.04444444444445
"2718","8_16_21_F_10","Mn",4.861,9.82020202020202
"2719","8_16_21_F_10","Fe_KED",4.355,8.7979797979798
"2720","8_16_21_F_10","Co",0.023,0.0464646464646465
"2721","8_16_21_F_10","Ni",0.178,0.35959595959596
"2722","8_16_21_F_10","Cu_KED",2.332,4.71111111111111
"2723","8_16_21_F_10","Cu_NH3",2.319,4.68484848484849
"2724","8_16_21_F_10","Zn",1.528,3.08686868686869
"2725","8_16_21_F_10","As_STD",5.129,10.3616161616162
"2726","8_16_21_F_10","As_KED",4.294,8.67474747474748
"2727","8_16_21_F_10","As_Oshift",5.514,11.1393939393939
"2728","8_16_21_F_10","Se..77..77.77..ppb.",0.595,1.2020202020202
"2729","8_16_21_F_10","Se77_Oshift",0.048,0.096969696969697
"2730","8_16_21_F_10","Se78_Oshift",0.09,0.181818181818182
"2731","8_16_21_F_10","Se80_Oshift",0.126,0.254545454545455
"2732","8_16_21_F_10","Se..82..82.82..ppb.",0.459,0.927272727272727
"2733","8_16_21_F_10","Se82_Oshift",0.095,0.191919191919192
"2734","8_16_21_F_10","Mo_NH3",2.725,5.50505050505051
"2735","8_16_21_F_10","Mo_Oshift",2.837,5.73131313131313
"2736","8_16_21_F_10","Cd111",0.012,0.0242424242424242
"2737","8_16_21_F_10","Cd114",0.009,0.0181818181818182
"2738","8_16_21_F_10","Pb_STD",0.101,0.204040404040404
"2739","8_16_21_F_10","Pb_NH3",0.108,0.218181818181818
"2740","8_16_21_F_11","Na",7740.738,15637.8545454545
"2741","8_16_21_F_11","Mg",9437.252,19065.1555555556
"2742","8_16_21_F_11","Al",4.884,9.86666666666667
"2743","8_16_21_F_11","P",15.731,31.779797979798
"2744","8_16_21_F_11","S",17814.367,35988.6202020202
"2745","8_16_21_F_11","K",2092.717,4227.71111111111
"2746","8_16_21_F_11","Ca",38476.54,77730.3838383838
"2747","8_16_21_F_11","V",0.975,1.96969696969697
"2748","8_16_21_F_11","Cr_KED",0.052,0.105050505050505
"2749","8_16_21_F_11","Cr_NH3",0.062,0.125252525252525
"2750","8_16_21_F_11","Fe_NH3",4.104,8.29090909090909
"2751","8_16_21_F_11","Mn",3.562,7.1959595959596
"2752","8_16_21_F_11","Fe_KED",4.338,8.76363636363636
"2753","8_16_21_F_11","Co",0.024,0.0484848484848485
"2754","8_16_21_F_11","Ni",0.205,0.414141414141414
"2755","8_16_21_F_11","Cu_KED",2.246,4.53737373737374
"2756","8_16_21_F_11","Cu_NH3",2.274,4.59393939393939
"2757","8_16_21_F_11","Zn",1.592,3.21616161616162
"2758","8_16_21_F_11","As_STD",5.156,10.4161616161616
"2759","8_16_21_F_11","As_KED",4.191,8.46666666666667
"2760","8_16_21_F_11","As_Oshift",5.373,10.8545454545455
"2761","8_16_21_F_11","Se..77..77.77..ppb.",0.639,1.29090909090909
"2762","8_16_21_F_11","Se77_Oshift",0.107,0.216161616161616
"2763","8_16_21_F_11","Se78_Oshift",0.111,0.224242424242424
"2764","8_16_21_F_11","Se80_Oshift",0.116,0.234343434343434
"2765","8_16_21_F_11","Se..82..82.82..ppb.",0.472,0.953535353535354
"2766","8_16_21_F_11","Se82_Oshift",0.115,0.232323232323232
"2767","8_16_21_F_11","Mo_NH3",2.327,4.7010101010101
"2768","8_16_21_F_11","Mo_Oshift",2.328,4.7030303030303
"2769","8_16_21_F_11","Cd111",0.005,0.0101010101010101
"2770","8_16_21_F_11","Cd114",0.005,0.0101010101010101
"2771","8_16_21_F_11","Pb_STD",0.122,0.246464646464646
"2772","8_16_21_F_11","Pb_NH3",0.122,0.246464646464646
"2773","8_16_21_W_1","Na",1765.178,17830.0808080808
"2774","8_16_21_W_1","Mg",1154.993,11666.595959596
"2775","8_16_21_W_1","Al",3.59,36.2626262626263
"2776","8_16_21_W_1","P",6.096,61.5757575757576
"2777","8_16_21_W_1","S",5981.203,60416.1919191919
"2778","8_16_21_W_1","K",398.683,4027.10101010101
"2779","8_16_21_W_1","Ca",7850.108,79294.0202020202
"2780","8_16_21_W_1","V",0.0454778140476856,0.459371859067531
"2781","8_16_21_W_1","Cr_KED",0.0092832184233347,0.0937698830639869
"2782","8_16_21_W_1","Cr_NH3",0.019,0.191919191919192
"2783","8_16_21_W_1","Fe_NH3",5.749,58.0707070707071
"2784","8_16_21_W_1","Mn",4.878,49.2727272727273
"2785","8_16_21_W_1","Fe_KED",4.914,49.6363636363636
"2786","8_16_21_W_1","Co",0.013,0.131313131313131
"2787","8_16_21_W_1","Ni",0.079,0.797979797979798
"2788","8_16_21_W_1","Cu_KED",0.296,2.98989898989899
"2789","8_16_21_W_1","Cu_NH3",0.352,3.55555555555556
"2790","8_16_21_W_1","Zn",0.0502785370343926,0.507864010448411
"2791","8_16_21_W_1","As_STD",1.394,14.0808080808081
"2792","8_16_21_W_1","As_KED",1.178,11.8989898989899
"2793","8_16_21_W_1","As_Oshift",1.435,14.4949494949495
"2794","8_16_21_W_1","Se..77..77.77..ppb.",0.33,3.33333333333333
"2795","8_16_21_W_1","Se77_Oshift",0.0226125188303962,0.228409281115113
"2796","8_16_21_W_1","Se78_Oshift",0.022,0.222222222222222
"2797","8_16_21_W_1","Se80_Oshift",0.00538614928509806,0.0544055483343239
"2798","8_16_21_W_1","Se..82..82.82..ppb.",0.101,1.02020202020202
"2799","8_16_21_W_1","Se82_Oshift",0.0138528496230088,0.139927773969786
"2800","8_16_21_W_1","Mo_NH3",4.631,46.7777777777778
"2801","8_16_21_W_1","Mo_Oshift",4.211,42.5353535353535
"2802","8_16_21_W_1","Cd111",0.003,0.0303030303030303
"2803","8_16_21_W_1","Cd114",0.00169452912589614,0.0171164558171327
"2804","8_16_21_W_1","Pb_STD",0.0118538841676741,0.119736203713879
"2805","8_16_21_W_1","Pb_NH3",0.013257375751293,0.133912886376697
"2806","8_16_21_W_6","Na",2031.287,20518.0505050505
"2807","8_16_21_W_6","Mg",1397.754,14118.7272727273
"2808","8_16_21_W_6","Al",9.843,99.4242424242424
"2809","8_16_21_W_6","P",1.24590429311078,12.5848918496039
"2810","8_16_21_W_6","S",4389.639,44339.7878787879
"2811","8_16_21_W_6","K",429.292,4336.28282828283
"2812","8_16_21_W_6","Ca",8100.137,81819.5656565657
"2813","8_16_21_W_6","V",0.188,1.8989898989899
"2814","8_16_21_W_6","Cr_KED",0.029,0.292929292929293
"2815","8_16_21_W_6","Cr_NH3",0.025,0.252525252525253
"2816","8_16_21_W_6","Fe_NH3",11.188,113.010101010101
"2817","8_16_21_W_6","Mn",4.997,50.4747474747475
"2818","8_16_21_W_6","Fe_KED",11.305,114.191919191919
"2819","8_16_21_W_6","Co",0.00617095043141139,0.0623328326405191
"2820","8_16_21_W_6","Ni",0.065,0.656565656565657
"2821","8_16_21_W_6","Cu_KED",1.222,12.3434343434343
"2822","8_16_21_W_6","Cu_NH3",1.198,12.1010101010101
"2823","8_16_21_W_6","Zn",0.587,5.92929292929293
"2824","8_16_21_W_6","As_STD",1.294,13.0707070707071
"2825","8_16_21_W_6","As_KED",1.209,12.2121212121212
"2826","8_16_21_W_6","As_Oshift",1.368,13.8181818181818
"2827","8_16_21_W_6","Se..77..77.77..ppb.",0.278,2.80808080808081
"2828","8_16_21_W_6","Se77_Oshift",0.0226125188303962,0.228409281115113
"2829","8_16_21_W_6","Se78_Oshift",0.032,0.323232323232323
"2830","8_16_21_W_6","Se80_Oshift",0.019,0.191919191919192
"2831","8_16_21_W_6","Se..82..82.82..ppb.",0.171,1.72727272727273
"2832","8_16_21_W_6","Se82_Oshift",0.0138528496230088,0.139927773969786
"2833","8_16_21_W_6","Mo_NH3",2.162,21.8383838383838
"2834","8_16_21_W_6","Mo_Oshift",2.149,21.7070707070707
"2835","8_16_21_W_6","Cd111",0.005,0.0505050505050505
"2836","8_16_21_W_6","Cd114",0.004,0.0404040404040404
"2837","8_16_21_W_6","Pb_STD",0.1,1.01010101010101
"2838","8_16_21_W_6","Pb_NH3",0.104,1.05050505050505
"2839","8_16_21_W_8","Na",1878.916,18978.9494949495
"2840","8_16_21_W_8","Mg",1266.659,12794.5353535354
"2841","8_16_21_W_8","Al",9.499,95.949494949495
"2842","8_16_21_W_8","P",3.232,32.6464646464647
"2843","8_16_21_W_8","S",3119.554,31510.6464646465
"2844","8_16_21_W_8","K",382.25,3861.11111111111
"2845","8_16_21_W_8","Ca",6749.413,68175.8888888889
"2846","8_16_21_W_8","V",0.219,2.21212121212121
"2847","8_16_21_W_8","Cr_KED",0.02,0.202020202020202
"2848","8_16_21_W_8","Cr_NH3",0.027,0.272727272727273
"2849","8_16_21_W_8","Fe_NH3",11.213,113.262626262626
"2850","8_16_21_W_8","Mn",6.578,66.4444444444445
"2851","8_16_21_W_8","Fe_KED",10.697,108.050505050505
"2852","8_16_21_W_8","Co",0.013,0.131313131313131
"2853","8_16_21_W_8","Ni",0.048,0.484848484848485
"2854","8_16_21_W_8","Cu_KED",1.112,11.2323232323232
"2855","8_16_21_W_8","Cu_NH3",1.11,11.2121212121212
"2856","8_16_21_W_8","Zn",0.579,5.84848484848485
"2857","8_16_21_W_8","As_STD",1.285,12.979797979798
"2858","8_16_21_W_8","As_KED",0.854,8.62626262626263
"2859","8_16_21_W_8","As_Oshift",1.344,13.5757575757576
"2860","8_16_21_W_8","Se..77..77.77..ppb.",0.319,3.22222222222222
"2861","8_16_21_W_8","Se77_Oshift",0.0226125188303962,0.228409281115113
"2862","8_16_21_W_8","Se78_Oshift",0.035,0.353535353535354
"2863","8_16_21_W_8","Se80_Oshift",0.024,0.242424242424242
"2864","8_16_21_W_8","Se..82..82.82..ppb.",0.162,1.63636363636364
"2865","8_16_21_W_8","Se82_Oshift",0.0138528496230088,0.139927773969786
"2866","8_16_21_W_8","Mo_NH3",1.685,17.020202020202
"2867","8_16_21_W_8","Mo_Oshift",1.707,17.2424242424242
"2868","8_16_21_W_8","Cd111",0.005,0.0505050505050505
"2869","8_16_21_W_8","Cd114",0.004,0.0404040404040404
"2870","8_16_21_W_8","Pb_STD",0.08,0.808080808080808
"2871","8_16_21_W_8","Pb_NH3",0.083,0.838383838383839
"2872","8_16_21_W_9","Na",1667.443,16842.8585858586
"2873","8_16_21_W_9","Mg",1295.857,13089.4646464646
"2874","8_16_21_W_9","Al",10.328,104.323232323232
"2875","8_16_21_W_9","P",1.24590429311078,12.5848918496039
"2876","8_16_21_W_9","S",3325.633,33592.2525252525
"2877","8_16_21_W_9","K",347.243,3507.50505050505
"2878","8_16_21_W_9","Ca",6734.446,68024.7070707071
"2879","8_16_21_W_9","V",0.205,2.07070707070707
"2880","8_16_21_W_9","Cr_KED",0.039,0.393939393939394
"2881","8_16_21_W_9","Cr_NH3",0.041,0.414141414141414
"2882","8_16_21_W_9","Fe_NH3",13.698,138.363636363636
"2883","8_16_21_W_9","Mn",5.374,54.2828282828283
"2884","8_16_21_W_9","Fe_KED",11.876,119.959595959596
"2885","8_16_21_W_9","Co",0.00617095043141139,0.0623328326405191
"2886","8_16_21_W_9","Ni",0.052,0.525252525252525
"2887","8_16_21_W_9","Cu_KED",0.9,9.09090909090909
"2888","8_16_21_W_9","Cu_NH3",1.072,10.8282828282828
"2889","8_16_21_W_9","Zn",0.474,4.78787878787879
"2890","8_16_21_W_9","As_STD",1.064,10.7474747474747
"2891","8_16_21_W_9","As_KED",0.943,9.52525252525253
"2892","8_16_21_W_9","As_Oshift",1.075,10.8585858585859
"2893","8_16_21_W_9","Se..77..77.77..ppb.",0.277,2.7979797979798
"2894","8_16_21_W_9","Se77_Oshift",0.0226125188303962,0.228409281115113
"2895","8_16_21_W_9","Se78_Oshift",0.019,0.191919191919192
"2896","8_16_21_W_9","Se80_Oshift",0.021,0.212121212121212
"2897","8_16_21_W_9","Se..82..82.82..ppb.",0.121,1.22222222222222
"2898","8_16_21_W_9","Se82_Oshift",0.0138528496230088,0.139927773969786
"2899","8_16_21_W_9","Mo_NH3",1.348,13.6161616161616
"2900","8_16_21_W_9","Mo_Oshift",1.16,11.7171717171717
"2901","8_16_21_W_9","Cd111",0.005,0.0505050505050505
"2902","8_16_21_W_9","Cd114",0.00169452912589614,0.0171164558171327
"2903","8_16_21_W_9","Pb_STD",0.068,0.686868686868687
"2904","8_16_21_W_9","Pb_NH3",0.072,0.727272727272727
"2905","8_16_21_W_10","Na",1502.848,15180.2828282828
"2906","8_16_21_W_10","Mg",1793.403,18115.1818181818
"2907","8_16_21_W_10","Al",13.531,136.676767676768
"2908","8_16_21_W_10","P",1.24590429311078,12.5848918496039
"2909","8_16_21_W_10","S",3485.81,35210.202020202
"2910","8_16_21_W_10","K",401.256,4053.09090909091
"2911","8_16_21_W_10","Ca",7672.389,77498.8787878788
"2912","8_16_21_W_10","V",0.199,2.01010101010101
"2913","8_16_21_W_10","Cr_KED",0.105,1.06060606060606
"2914","8_16_21_W_10","Cr_NH3",0.108,1.09090909090909
"2915","8_16_21_W_10","Fe_NH3",11.856,119.757575757576
"2916","8_16_21_W_10","Mn",3.816,38.5454545454545
"2917","8_16_21_W_10","Fe_KED",12.304,124.282828282828
"2918","8_16_21_W_10","Co",0.00617095043141139,0.0623328326405191
"2919","8_16_21_W_10","Ni",0.049,0.494949494949495
"2920","8_16_21_W_10","Cu_KED",0.687,6.93939393939394
"2921","8_16_21_W_10","Cu_NH3",0.72,7.27272727272727
"2922","8_16_21_W_10","Zn",0.396,4
"2923","8_16_21_W_10","As_STD",1.084,10.949494949495
"2924","8_16_21_W_10","As_KED",0.78,7.87878787878788
"2925","8_16_21_W_10","As_Oshift",1.089,11
"2926","8_16_21_W_10","Se..77..77.77..ppb.",0.416,4.2020202020202
"2927","8_16_21_W_10","Se77_Oshift",0.0226125188303962,0.228409281115113
"2928","8_16_21_W_10","Se78_Oshift",0.00665204009418802,0.0671923241837174
"2929","8_16_21_W_10","Se80_Oshift",0.033,0.333333333333333
"2930","8_16_21_W_10","Se..82..82.82..ppb.",0.122,1.23232323232323
"2931","8_16_21_W_10","Se82_Oshift",0.0138528496230088,0.139927773969786
"2932","8_16_21_W_10","Mo_NH3",0.524,5.29292929292929
"2933","8_16_21_W_10","Mo_Oshift",0.533,5.38383838383838
"2934","8_16_21_W_10","Cd111",0.004,0.0404040404040404
"2935","8_16_21_W_10","Cd114",0.00169452912589614,0.0171164558171327
"2936","8_16_21_W_10","Pb_STD",0.072,0.727272727272727
"2937","8_16_21_W_10","Pb_NH3",0.076,0.767676767676768
"2938","8_16_21_W_11","Na",1432.192,14466.5858585859
"2939","8_16_21_W_11","Mg",1814.18,18325.0505050505
"2940","8_16_21_W_11","Al",6.567,66.3333333333333
"2941","8_16_21_W_11","P",1.24590429311078,12.5848918496039
"2942","8_16_21_W_11","S",3683.207,37204.1111111111
"2943","8_16_21_W_11","K",374.594,3783.77777777778
"2944","8_16_21_W_11","Ca",7673.326,77508.3434343434
"2945","8_16_21_W_11","V",0.179,1.80808080808081
"2946","8_16_21_W_11","Cr_KED",0.0092832184233347,0.0937698830639869
"2947","8_16_21_W_11","Cr_NH3",0.017,0.171717171717172
"2948","8_16_21_W_11","Fe_NH3",5.282,53.3535353535354
"2949","8_16_21_W_11","Mn",1.885,19.040404040404
"2950","8_16_21_W_11","Fe_KED",5.309,53.6262626262626
"2951","8_16_21_W_11","Co",0.00617095043141139,0.0623328326405191
"2952","8_16_21_W_11","Ni",0.039,0.393939393939394
"2953","8_16_21_W_11","Cu_KED",0.586,5.91919191919192
"2954","8_16_21_W_11","Cu_NH3",0.592,5.97979797979798
"2955","8_16_21_W_11","Zn",0.225,2.27272727272727
"2956","8_16_21_W_11","As_STD",1.073,10.8383838383838
"2957","8_16_21_W_11","As_KED",0.754,7.61616161616162
"2958","8_16_21_W_11","As_Oshift",1.076,10.8686868686869
"2959","8_16_21_W_11","Se..77..77.77..ppb.",0.283,2.85858585858586
"2960","8_16_21_W_11","Se77_Oshift",0.0226125188303962,0.228409281115113
"2961","8_16_21_W_11","Se78_Oshift",0.015,0.151515151515152
"2962","8_16_21_W_11","Se80_Oshift",0.029,0.292929292929293
"2963","8_16_21_W_11","Se..82..82.82..ppb.",0.149,1.50505050505051
"2964","8_16_21_W_11","Se82_Oshift",0.0138528496230088,0.139927773969786
"2965","8_16_21_W_11","Mo_NH3",0.452,4.56565656565657
"2966","8_16_21_W_11","Mo_Oshift",0.457,4.61616161616162
"2967","8_16_21_W_11","Cd111",0.002,0.0202020202020202
"2968","8_16_21_W_11","Cd114",0.00169452912589614,0.0171164558171327
"2969","8_16_21_W_11","Pb_STD",0.041,0.414141414141414
"2970","8_16_21_W_11","Pb_NH3",0.047,0.474747474747475
"2971","8_30_21_W_1","Na",1445.215,14598.1313131313
"2972","8_30_21_W_1","Mg",1107.964,11191.5555555556
"2973","8_30_21_W_1","Al",22.577,228.050505050505
"2974","8_30_21_W_1","P",4.633,46.7979797979798
"2975","8_30_21_W_1","S",4780.925,48292.1717171717
